# y_px 	 x_px 	 Vorbin_Id
 19.000000  28.000000       16
 19.000000  29.000000       16
 19.000000  30.000000       16
 19.000000  31.000000       16
 20.000000  25.000000       15
 20.000000  26.000000       15
 20.000000  27.000000       15
 20.000000  28.000000       16
 20.000000  29.000000       16
 20.000000  30.000000       16
 20.000000  31.000000       16
 20.000000  32.000000       16
 20.000000  33.000000       16
 20.000000  34.000000       16
 21.000000  25.000000       15
 21.000000  26.000000       15
 21.000000  27.000000       15
 21.000000  28.000000       16
 21.000000  29.000000       16
 21.000000  30.000000       16
 21.000000  31.000000       16
 21.000000  32.000000       16
 21.000000  33.000000       16
 21.000000  34.000000       16
 22.000000  24.000000       15
 22.000000  25.000000       15
 22.000000  26.000000       15
 22.000000  27.000000       15
 22.000000  28.000000       15
 22.000000  29.000000       16
 22.000000  30.000000       16
 22.000000  31.000000       16
 22.000000  32.000000       16
 22.000000  33.000000       16
 22.000000  34.000000       16
 22.000000  35.000000       16
 23.000000  23.000000       15
 23.000000  24.000000       15
 23.000000  25.000000       15
 23.000000  26.000000       15
 23.000000  27.000000       15
 23.000000  28.000000       15
 23.000000  29.000000       16
 23.000000  30.000000       16
 23.000000  31.000000       16
 23.000000  32.000000       16
 23.000000  33.000000       16
 23.000000  34.000000       16
 23.000000  35.000000       14
 23.000000  36.000000       14
 23.000000  37.000000       14
 24.000000  22.000000       15
 24.000000  23.000000       15
 24.000000  24.000000       15
 24.000000  25.000000       15
 24.000000  26.000000       15
 24.000000  27.000000       15
 24.000000  28.000000       13
 24.000000  29.000000       13
 24.000000  30.000000       13
 24.000000  31.000000       16
 24.000000  32.000000       16
 24.000000  33.000000       16
 24.000000  34.000000       14
 24.000000  35.000000       14
 24.000000  36.000000       14
 24.000000  37.000000       14
 25.000000  22.000000        4
 25.000000  23.000000       15
 25.000000  24.000000       15
 25.000000  25.000000       15
 25.000000  26.000000       15
 25.000000  27.000000       13
 25.000000  28.000000       13
 25.000000  29.000000       13
 25.000000  30.000000       13
 25.000000  31.000000       12
 25.000000  32.000000       12
 25.000000  33.000000       14
 25.000000  34.000000       14
 25.000000  35.000000       14
 25.000000  36.000000       14
 25.000000  37.000000       14
 26.000000  21.000000        4
 26.000000  22.000000        4
 26.000000  23.000000        4
 26.000000  24.000000        4
 26.000000  25.000000       15
 26.000000  26.000000        1
 26.000000  27.000000        1
 26.000000  28.000000       13
 26.000000  29.000000       13
 26.000000  30.000000       13
 26.000000  31.000000       12
 26.000000  32.000000       12
 26.000000  33.000000       14
 26.000000  34.000000       14
 26.000000  35.000000       14
 26.000000  36.000000       14
 26.000000  37.000000       14
 26.000000  38.000000       14
 27.000000  21.000000        4
 27.000000  22.000000        4
 27.000000  23.000000        4
 27.000000  24.000000        4
 27.000000  25.000000        4
 27.000000  26.000000        1
 27.000000  27.000000        1
 27.000000  28.000000        1
 27.000000  29.000000       13
 27.000000  30.000000       12
 27.000000  31.000000       12
 27.000000  32.000000       12
 27.000000  33.000000       12
 27.000000  34.000000       14
 27.000000  35.000000       14
 27.000000  36.000000       14
 27.000000  37.000000       14
 27.000000  38.000000       14
 28.000000  21.000000        4
 28.000000  22.000000        4
 28.000000  23.000000        4
 28.000000  24.000000        4
 28.000000  25.000000        4
 28.000000  26.000000        1
 28.000000  27.000000        1
 28.000000  28.000000        1
 28.000000  29.000000        0
