# x[px] 		 y[px] 		 Vrms[kms⁻¹] 		 Erms[kms⁻¹]
9.578885665621154e+00 -3.040550839068075e+00 2.174727172851562e+02 9.663594245910645e+00
9.785089851017784e+00 -2.062041853966297e+00 2.174727172851562e+02 9.663594245910645e+00
9.991294036414413e+00 -1.083532868864518e+00 2.174727172851562e+02 9.663594245910645e+00
1.019749822181104e+01 -1.050238837627397e-01 2.519850616455078e+02 1.278545188903809e+01
7.981764124329487e+00 -5.769873608976781e+00 2.174727172851562e+02 9.663594245910645e+00
8.187968309726116e+00 -4.791364623875002e+00 2.174727172851562e+02 9.663594245910645e+00
8.394172495122746e+00 -3.812855638773224e+00 2.174727172851562e+02 9.663594245910645e+00
8.600376680519377e+00 -2.834346653671445e+00 2.174727172851562e+02 9.663594245910645e+00
8.806580865916006e+00 -1.855837668569667e+00 2.174727172851562e+02 9.663594245910645e+00
9.012785051312635e+00 -8.773286834678885e-01 2.174727172851562e+02 9.663594245910645e+00
9.218989236709266e+00 1.011803016338899e-01 2.519850616455078e+02 1.278545188903809e+01
9.425193422105895e+00 1.079689286735668e+00 2.519850616455078e+02 1.278545188903809e+01
9.631397607502524e+00 2.058198271837447e+00 2.519850616455078e+02 1.278545188903809e+01
9.837601792899154e+00 3.036707256939225e+00 2.519850616455078e+02 1.278545188903809e+01
7.003255139227709e+00 -5.563669423580151e+00 2.174727172851562e+02 9.663594245910645e+00
7.209459324624339e+00 -4.585160438478372e+00 2.174727172851562e+02 9.663594245910645e+00
7.415663510020968e+00 -3.606651453376594e+00 2.174727172851562e+02 9.663594245910645e+00
7.621867695417597e+00 -2.628142468274816e+00 2.174727172851562e+02 9.663594245910645e+00
7.828071880814227e+00 -1.649633483173037e+00 2.174727172851562e+02 9.663594245910645e+00
8.034276066210857e+00 -6.711244980712588e-01 2.174727172851562e+02 9.663594245910645e+00
8.240480251607487e+00 3.073844870305196e-01 2.519850616455078e+02 1.278545188903809e+01
