CMDLINE mpiexec -n 3 python run.py
MEM 0.910156 1616604646.8250
MEM 65.906250 1616604646.9330
MEM 138.695312 1616604647.0413
MEM 176.031250 1616604647.1494
MEM 242.683594 1616604647.2577
MEM 312.914062 1616604647.3658
MEM 334.828125 1616604647.4736
MEM 371.792969 1616604647.5852
MEM 380.902344 1616604647.6928
MEM 394.070312 1616604647.8004
MEM 408.113281 1616604647.9087
MEM 439.640625 1616604648.0162
MEM 514.917969 1616604648.1237
MEM 546.570312 1616604648.2313
MEM 626.031250 1616604648.3386
MEM 644.304688 1616604648.4466
MEM 662.839844 1616604648.5535
MEM 694.976562 1616604648.6680
MEM 696.066406 1616604648.7818
MEM 700.500000 1616604648.8892
MEM 710.472656 1616604648.9965
MEM 716.949219 1616604649.1037
MEM 716.949219 1616604649.2125
MEM 716.175781 1616604649.3214
MEM 716.175781 1616604649.4292
MEM 717.371094 1616604649.5365
MEM 719.121094 1616604649.6439
MEM 725.242188 1616604649.7511
MEM 726.234375 1616604649.8588
MEM 725.078125 1616604649.9661
MEM 725.078125 1616604650.0733
MEM 725.078125 1616604650.1806
MEM 725.078125 1616604650.2879
MEM 725.078125 1616604650.3955
MEM 725.656250 1616604650.5030
MEM 747.570312 1616604650.6106
MEM 771.031250 1616604650.7179
MEM 792.945312 1616604650.8253
MEM 806.609375 1616604650.9327
MEM 824.363281 1616604651.0401
MEM 848.597656 1616604651.1474
MEM 872.574219 1616604651.2547
MEM 898.613281 1616604651.3648
MEM 922.589844 1616604651.4747
MEM 927.128906 1616604651.5847
MEM 927.675781 1616604651.6944
MEM 1120.203125 1616604651.8047
MEM 1317.476562 1616604651.9128
MEM 1337.910156 1616604652.0214
MEM 1495.980469 1616604652.1354
MEM 1508.164062 1616604652.2490
MEM 1525.710938 1616604652.3624
MEM 1527.289062 1616604652.4760
MEM 1514.734375 1616604652.5884
MEM 1727.121094 1616604652.7016
MEM 1754.609375 1616604652.8152
MEM 1757.324219 1616604652.9276
MEM 1361.566406 1616604653.0392
MEM 1361.566406 1616604653.1518
MEM 1361.820312 1616604653.2810
MEM 1366.109375 1616604653.3886
MEM 1373.144531 1616604653.4976
MEM 1375.949219 1616604653.6054
MEM 1378.933594 1616604653.7132
MEM 1381.843750 1616604653.8212
MEM 1383.226562 1616604653.9292
MEM 1385.273438 1616604654.0375
MEM 1385.488281 1616604654.1459
MEM 1388.566406 1616604654.2565
MEM 1390.851562 1616604654.3676
MEM 1391.855469 1616604654.4786
MEM 1393.398438 1616604654.5932
MEM 1396.734375 1616604654.7050
MEM 1399.398438 1616604654.8176
MEM 1402.472656 1616604654.9292
MEM 1402.988281 1616604655.0368
MEM 1407.371094 1616604655.1445
MEM 1408.292969 1616604655.2523
MEM 1408.550781 1616604655.3599
MEM 1409.324219 1616604655.4677
MEM 1410.523438 1616604655.5754
MEM 1411.292969 1616604655.6857
MEM 1413.097656 1616604655.7933
MEM 1413.097656 1616604655.9012
MEM 1413.097656 1616604656.0088
MEM 1413.097656 1616604656.1177
MEM 1413.097656 1616604656.2255
MEM 1413.097656 1616604656.3332
MEM 1413.097656 1616604656.4409
MEM 1413.097656 1616604656.5488
MEM 1413.097656 1616604656.6567
MEM 1413.097656 1616604656.7719
MEM 1413.097656 1616604656.8867
MEM 1413.097656 1616604657.0018
MEM 1413.097656 1616604657.1102
MEM 1413.097656 1616604657.2238
MEM 1413.097656 1616604657.3369
MEM 1413.097656 1616604657.4502
MEM 1413.097656 1616604657.5637
MEM 1413.097656 1616604657.6770
MEM 1413.097656 1616604657.7902
MEM 1413.097656 1616604657.9033
MEM 1413.097656 1616604658.0166
MEM 1413.097656 1616604658.1299
MEM 1413.097656 1616604658.2431
MEM 1413.097656 1616604658.3565
MEM 1413.097656 1616604658.4700
MEM 1413.097656 1616604658.5834
MEM 1413.351562 1616604658.6962
MEM 1413.816406 1616604658.8088
MEM 1413.816406 1616604658.9211
MEM 1413.816406 1616604659.0343
MEM 1413.816406 1616604659.1443
MEM 1413.816406 1616604659.2524
MEM 1413.816406 1616604659.3613
MEM 1413.816406 1616604659.4697
MEM 1414.074219 1616604659.5784
MEM 1414.332031 1616604659.6870
MEM 1414.332031 1616604659.8009
MEM 1414.332031 1616604659.9094
MEM 1414.332031 1616604660.0177
MEM 1414.332031 1616604660.1271
MEM 1414.839844 1616604660.2364
MEM 1414.839844 1616604660.3465
MEM 1417.417969 1616604660.4548
MEM 1417.933594 1616604660.5628
MEM 1417.933594 1616604660.6708
MEM 1417.933594 1616604660.7788
MEM 1417.933594 1616604660.8870
MEM 1418.703125 1616604660.9950
MEM 1418.960938 1616604661.1031
MEM 1420.250000 1616604661.2113
MEM 1420.250000 1616604661.3196
MEM 1420.250000 1616604661.4285
MEM 1420.250000 1616604661.5378
MEM 1420.250000 1616604661.6470
MEM 1420.250000 1616604661.7558
MEM 1420.250000 1616604661.8647
MEM 1420.250000 1616604661.9734
MEM 1420.250000 1616604662.0819
MEM 1420.250000 1616604662.1905
MEM 1420.250000 1616604662.2991
MEM 1420.250000 1616604662.4079
MEM 1420.250000 1616604662.5162
MEM 1420.250000 1616604662.6245
MEM 1420.250000 1616604662.7329
MEM 1420.250000 1616604662.8476
MEM 1420.250000 1616604662.9613
MEM 1420.250000 1616604663.0711
MEM 1420.250000 1616604663.1793
MEM 1420.250000 1616604663.2876
MEM 1420.250000 1616604663.3959
MEM 1420.250000 1616604663.5038
MEM 1420.250000 1616604663.6118
MEM 1420.250000 1616604663.7198
MEM 1420.250000 1616604663.8277
MEM 1420.250000 1616604663.9356
MEM 1420.250000 1616604664.0436
MEM 1420.250000 1616604664.1516
MEM 1443.859375 1616604664.2596
MEM 1665.062500 1616604664.3678
MEM 1665.062500 1616604664.4772
MEM 1665.062500 1616604664.5851
MEM 1562.210938 1616604664.6935
MEM 1625.589844 1616604664.8022
MEM 1480.812500 1616604664.9100
MEM 1673.656250 1616604665.0178
MEM 1708.773438 1616604665.1287
MEM 1952.121094 1616604665.2425
MEM 2065.250000 1616604665.3515
MEM 1666.960938 1616604665.4603
MEM 1564.164062 1616604665.5691
MEM 1626.257812 1616604665.6781
MEM 1591.324219 1616604665.7918
MEM 1580.886719 1616604665.9068
MEM 1776.355469 1616604666.0202
MEM 1781.089844 1616604666.1315
MEM 1785.937500 1616604666.2438
MEM 1430.074219 1616604666.3566
MEM 1430.074219 1616604666.4691
MEM 1430.074219 1616604666.5818
MEM 1432.648438 1616604666.6942
MEM 1432.648438 1616604666.8067
MEM 1432.648438 1616604666.9191
MEM 1432.648438 1616604667.0317
MEM 1432.648438 1616604667.1448
MEM 1432.648438 1616604667.2576
MEM 1432.648438 1616604667.3703
MEM 1432.648438 1616604667.4831
MEM 1432.648438 1616604667.5960
MEM 1432.648438 1616604667.7087
MEM 1432.648438 1616604667.8212
MEM 1432.648438 1616604667.9340
MEM 1432.648438 1616604668.0468
MEM 1432.648438 1616604668.1596
MEM 1432.648438 1616604668.2725
MEM 1432.648438 1616604668.3855
MEM 1432.648438 1616604668.4985
MEM 1432.648438 1616604668.6112
MEM 1432.648438 1616604668.7242
MEM 1432.648438 1616604668.8373
MEM 1432.648438 1616604668.9501
MEM 1432.648438 1616604669.0628
MEM 1432.648438 1616604669.1755
MEM 1432.648438 1616604669.2884
MEM 1432.648438 1616604669.4010
MEM 1432.648438 1616604669.5156
MEM 1432.648438 1616604669.6296
MEM 1432.648438 1616604669.7434
MEM 1432.648438 1616604669.8573
MEM 1432.648438 1616604669.9713
MEM 1432.648438 1616604670.0860
MEM 1432.648438 1616604670.2008
MEM 1432.648438 1616604670.3154
MEM 1432.648438 1616604670.4301
MEM 1432.648438 1616604670.5446
MEM 1432.648438 1616604670.6591
MEM 1432.648438 1616604670.7735
MEM 1432.648438 1616604670.8881
MEM 1432.648438 1616604671.0026
MEM 1432.648438 1616604671.1170
MEM 1432.648438 1616604671.2311
MEM 1432.648438 1616604671.3453
MEM 1432.648438 1616604671.4593
MEM 1432.648438 1616604671.5739
MEM 1432.648438 1616604671.6860
MEM 1432.648438 1616604671.8006
MEM 1432.648438 1616604671.9091
MEM 1432.648438 1616604672.0175
MEM 1432.648438 1616604672.1261
MEM 1432.648438 1616604672.2345
MEM 1432.648438 1616604672.3430
MEM 1432.648438 1616604672.4552
MEM 1432.648438 1616604672.5642
MEM 1432.648438 1616604672.6735
MEM 1432.648438 1616604672.7865
MEM 1432.648438 1616604672.8995
MEM 1432.648438 1616604673.0126
MEM 1432.648438 1616604673.1259
MEM 1432.648438 1616604673.2395
MEM 1432.648438 1616604673.3527
MEM 1570.578125 1616604673.4656
MEM 1677.312500 1616604673.5788
MEM 1677.312500 1616604673.6898
MEM 1563.839844 1616604673.8024
MEM 1571.890625 1616604673.9206
MEM 1630.332031 1616604674.0360
MEM 1484.312500 1616604674.1474
MEM 1672.257812 1616604674.2588
MEM 1682.773438 1616604674.3702
MEM 1651.406250 1616604674.4846
MEM 1899.691406 1616604674.5992
MEM 1678.792969 1616604674.7140
MEM 1678.792969 1616604674.8295
MEM 1678.792969 1616604674.9398
MEM 1573.359375 1616604675.0515
MEM 1631.800781 1616604675.1626
MEM 1631.800781 1616604675.2723
MEM 1592.464844 1616604675.3827
MEM 1767.824219 1616604675.4924
MEM 1743.425781 1616604675.6020
MEM 1734.609375 1616604675.7113
MEM 1435.597656 1616604675.8277
MEM 1435.597656 1616604675.9391
MEM 1435.597656 1616604676.0555
MEM 1435.597656 1616604676.1644
MEM 1435.597656 1616604676.2730
MEM 1435.597656 1616604676.3817
MEM 1435.597656 1616604676.4916
MEM 1435.597656 1616604676.6006
MEM 1435.597656 1616604676.7100
MEM 1435.597656 1616604676.8196
MEM 1435.597656 1616604676.9295
MEM 1435.597656 1616604677.0406
MEM 1435.597656 1616604677.1506
MEM 1435.597656 1616604677.2610
MEM 1435.597656 1616604677.3708
MEM 1435.597656 1616604677.4805
MEM 1435.597656 1616604677.5917
MEM 1435.597656 1616604677.7013
MEM 1435.597656 1616604677.8117
MEM 1435.597656 1616604677.9220
MEM 1435.597656 1616604678.0315
MEM 1435.597656 1616604678.1422
MEM 1435.597656 1616604678.2522
MEM 1435.597656 1616604678.3620
MEM 1435.597656 1616604678.4712
MEM 1435.597656 1616604678.5807
MEM 1435.597656 1616604678.6902
MEM 1435.597656 1616604678.8000
MEM 1435.597656 1616604678.9094
MEM 1435.597656 1616604679.0184
MEM 1435.597656 1616604679.1278
MEM 1435.597656 1616604679.2370
MEM 1435.597656 1616604679.3461
MEM 1435.597656 1616604679.4553
MEM 1435.597656 1616604679.5644
MEM 1435.597656 1616604679.6734
MEM 1435.597656 1616604679.7825
MEM 1435.597656 1616604679.8936
MEM 1435.597656 1616604680.0048
MEM 1435.597656 1616604680.1158
MEM 1435.597656 1616604680.2300
MEM 1435.597656 1616604680.3420
MEM 1435.597656 1616604680.4536
MEM 1435.597656 1616604680.5635
MEM 1435.597656 1616604680.6799
MEM 1435.597656 1616604680.7982
MEM 1435.597656 1616604680.9155
MEM 1435.597656 1616604681.0337
MEM 1435.597656 1616604681.1497
MEM 1435.597656 1616604681.2654
MEM 1435.597656 1616604681.3808
MEM 1435.597656 1616604681.4960
MEM 1435.597656 1616604681.6114
MEM 1435.597656 1616604681.7266
MEM 1435.597656 1616604681.8420
MEM 1435.597656 1616604681.9520
MEM 1435.597656 1616604682.0624
MEM 1435.597656 1616604682.1742
MEM 1435.597656 1616604682.2847
MEM 1435.597656 1616604682.3949
MEM 1435.597656 1616604682.5053
MEM 1435.597656 1616604682.6189
MEM 1435.597656 1616604682.7325
MEM 1435.597656 1616604682.8463
MEM 1435.597656 1616604682.9599
MEM 1435.597656 1616604683.0734
MEM 1435.597656 1616604683.1883
MEM 1435.597656 1616604683.3025
MEM 1435.597656 1616604683.4183
MEM 1435.597656 1616604683.5336
MEM 1435.597656 1616604683.6486
MEM 1643.906250 1616604683.7632
MEM 1680.257812 1616604683.8782
MEM 1680.257812 1616604683.9938
MEM 1557.949219 1616604684.1065
MEM 1632.371094 1616604684.2235
MEM 1635.980469 1616604684.3416
MEM 1535.964844 1616604684.4538
MEM 1710.503906 1616604684.5659
MEM 1665.222656 1616604684.6804
MEM 1669.812500 1616604684.7956
MEM 1814.531250 1616604684.9110
MEM 1435.722656 1616604685.0270
MEM 1435.722656 1616604685.1438
MEM 1608.968750 1616604685.2603
MEM 1680.382812 1616604685.3768
MEM 1680.382812 1616604685.4924
MEM 1558.074219 1616604685.6078
MEM 1621.410156 1616604685.7238
MEM 1636.105469 1616604685.8406
MEM 1550.269531 1616604685.9562
MEM 1728.675781 1616604686.0706
MEM 1701.957031 1616604686.1850
MEM 1707.062500 1616604686.2997
MEM 1442.855469 1616604686.4149
MEM 1625.289062 1616604686.5299
MEM 1805.804688 1616604686.6445
MEM 1797.390625 1616604686.7592
MEM 1778.261719 1616604686.8741
MEM 1512.929688 1616604686.9885
MEM 1694.687500 1616604687.1035
MEM 1642.960938 1616604687.2190
MEM 1670.882812 1616604687.3347
MEM 1826.730469 1616604687.4504
MEM 1435.890625 1616604687.5665
MEM 1435.890625 1616604687.6825
MEM 1435.890625 1616604687.7985
MEM 1435.890625 1616604687.9144
MEM 1435.890625 1616604688.0301
MEM 1435.890625 1616604688.1450
MEM 1435.890625 1616604688.2600
MEM 1435.890625 1616604688.3748
