CMDLINE mpiexec --oversubscribe -n 6 python run.py
CHLD 3 475.710938 1616612439.0396
CHLD 4 475.156250 1616612439.0397
CHLD 5 473.351562 1616612439.0397
MEM 2847.035156 1616612439.1591
CHLD 0 450.632812 1616612439.1776
CHLD 1 475.050781 1616612439.1777
CHLD 2 475.382812 1616612439.1777
CHLD 3 475.710938 1616612439.1778
CHLD 4 475.156250 1616612439.1778
CHLD 5 473.351562 1616612439.1779
MEM 2847.035156 1616612439.2972
CHLD 0 450.632812 1616612439.3160
CHLD 1 475.050781 1616612439.3161
CHLD 2 475.382812 1616612439.3162
CHLD 3 475.710938 1616612439.3162
CHLD 4 475.156250 1616612439.3163
CHLD 5 473.351562 1616612439.3163
MEM 2847.035156 1616612439.4356
CHLD 0 450.632812 1616612439.4544
CHLD 1 475.050781 1616612439.4545
CHLD 2 475.382812 1616612439.4546
CHLD 3 475.710938 1616612439.4547
CHLD 4 475.156250 1616612439.4547
CHLD 5 473.351562 1616612439.4548
MEM 2847.035156 1616612439.5742
CHLD 0 450.632812 1616612439.5927
CHLD 1 475.050781 1616612439.5928
CHLD 2 475.382812 1616612439.5929
CHLD 3 475.710938 1616612439.5930
CHLD 4 475.156250 1616612439.5931
CHLD 5 473.351562 1616612439.5931
MEM 2847.035156 1616612439.7123
CHLD 0 450.632812 1616612439.7307
CHLD 1 475.050781 1616612439.7308
CHLD 2 475.382812 1616612439.7308
CHLD 3 475.710938 1616612439.7310
CHLD 4 475.156250 1616612439.7311
CHLD 5 473.351562 1616612439.7312
MEM 2847.035156 1616612439.8505
CHLD 0 450.632812 1616612439.8691
CHLD 1 475.050781 1616612439.8692
CHLD 2 475.382812 1616612439.8693
CHLD 3 475.710938 1616612439.8693
CHLD 4 475.156250 1616612439.8694
CHLD 5 473.351562 1616612439.8695
MEM 2847.035156 1616612439.9888
CHLD 0 450.632812 1616612440.0073
CHLD 1 475.050781 1616612440.0074
CHLD 2 475.382812 1616612440.0075
CHLD 3 475.710938 1616612440.0076
CHLD 4 475.156250 1616612440.0076
CHLD 5 473.351562 1616612440.0077
MEM 2847.035156 1616612440.1269
CHLD 0 450.632812 1616612440.1455
CHLD 1 475.050781 1616612440.1456
CHLD 2 475.382812 1616612440.1456
CHLD 3 475.710938 1616612440.1457
CHLD 4 475.156250 1616612440.1458
CHLD 5 473.351562 1616612440.1458
MEM 2847.035156 1616612440.2651
CHLD 0 450.632812 1616612440.2835
CHLD 1 475.050781 1616612440.2836
CHLD 2 475.382812 1616612440.2837
CHLD 3 475.710938 1616612440.2838
CHLD 4 475.156250 1616612440.2839
CHLD 5 473.351562 1616612440.2839
MEM 2847.035156 1616612440.4033
CHLD 0 450.632812 1616612440.4221
CHLD 1 475.050781 1616612440.4222
CHLD 2 475.382812 1616612440.4223
CHLD 3 475.710938 1616612440.4224
CHLD 4 475.156250 1616612440.4225
CHLD 5 473.351562 1616612440.4225
MEM 2847.035156 1616612440.5419
CHLD 0 450.632812 1616612440.5606
CHLD 1 475.050781 1616612440.5607
CHLD 2 475.382812 1616612440.5607
CHLD 3 475.710938 1616612440.5608
CHLD 4 475.156250 1616612440.5609
CHLD 5 473.351562 1616612440.5610
MEM 2847.035156 1616612440.6802
CHLD 0 450.632812 1616612440.6986
CHLD 1 475.050781 1616612440.6987
CHLD 2 475.382812 1616612440.6988
CHLD 3 475.710938 1616612440.6988
CHLD 4 475.156250 1616612440.6989
CHLD 5 473.351562 1616612440.6990
MEM 2847.035156 1616612440.8183
CHLD 0 450.632812 1616612440.8370
CHLD 1 475.050781 1616612440.8371
CHLD 2 475.382812 1616612440.8372
CHLD 3 475.710938 1616612440.8373
CHLD 4 475.156250 1616612440.8374
CHLD 5 473.351562 1616612440.8374
MEM 2847.035156 1616612440.9567
CHLD 0 450.632812 1616612440.9753
CHLD 1 475.050781 1616612440.9754
CHLD 2 475.382812 1616612440.9754
CHLD 3 475.710938 1616612440.9755
CHLD 4 475.156250 1616612440.9756
CHLD 5 473.351562 1616612440.9756
MEM 2847.035156 1616612441.0949
CHLD 0 450.632812 1616612441.1135
CHLD 1 475.050781 1616612441.1136
CHLD 2 475.382812 1616612441.1136
CHLD 3 475.710938 1616612441.1137
CHLD 4 475.156250 1616612441.1137
CHLD 5 473.351562 1616612441.1138
MEM 2847.035156 1616612441.2332
CHLD 0 450.632812 1616612441.2518
CHLD 1 475.050781 1616612441.2518
CHLD 2 475.382812 1616612441.2519
CHLD 3 475.710938 1616612441.2519
CHLD 4 475.156250 1616612441.2520
CHLD 5 473.351562 1616612441.2521
MEM 2847.035156 1616612441.3714
CHLD 0 450.632812 1616612441.3899
CHLD 1 475.050781 1616612441.3900
CHLD 2 475.382812 1616612441.3901
CHLD 3 475.710938 1616612441.3902
CHLD 4 475.156250 1616612441.3903
CHLD 5 473.351562 1616612441.3904
MEM 2847.035156 1616612441.5097
CHLD 0 450.632812 1616612441.5284
CHLD 1 475.050781 1616612441.5285
CHLD 2 475.382812 1616612441.5286
CHLD 3 475.710938 1616612441.5287
CHLD 4 475.156250 1616612441.5287
CHLD 5 473.351562 1616612441.5288
MEM 2847.035156 1616612441.6485
CHLD 0 450.632812 1616612441.6672
CHLD 1 475.050781 1616612441.6673
CHLD 2 475.382812 1616612441.6674
CHLD 3 475.710938 1616612441.6675
CHLD 4 475.156250 1616612441.6675
CHLD 5 473.351562 1616612441.6676
MEM 2847.035156 1616612441.7869
CHLD 0 450.632812 1616612441.8055
CHLD 1 475.050781 1616612441.8055
CHLD 2 475.382812 1616612441.8056
CHLD 3 475.710938 1616612441.8056
CHLD 4 475.156250 1616612441.8057
CHLD 5 473.351562 1616612441.8058
MEM 2847.035156 1616612441.9252
CHLD 0 450.632812 1616612441.9438
CHLD 1 475.050781 1616612441.9439
CHLD 2 475.382812 1616612441.9440
CHLD 3 475.710938 1616612441.9440
CHLD 4 475.156250 1616612441.9441
CHLD 5 473.351562 1616612441.9442
MEM 2847.035156 1616612442.0635
CHLD 0 450.632812 1616612442.0821
CHLD 1 475.050781 1616612442.0822
CHLD 2 475.382812 1616612442.0823
CHLD 3 475.710938 1616612442.0824
CHLD 4 475.156250 1616612442.0825
CHLD 5 473.351562 1616612442.0826
MEM 2847.035156 1616612442.2021
CHLD 0 450.632812 1616612442.2207
CHLD 1 475.050781 1616612442.2208
CHLD 2 475.382812 1616612442.2209
CHLD 3 475.710938 1616612442.2209
CHLD 4 475.156250 1616612442.2210
CHLD 5 473.351562 1616612442.2210
MEM 2847.035156 1616612442.3403
CHLD 0 450.632812 1616612442.3588
CHLD 1 475.050781 1616612442.3589
CHLD 2 475.382812 1616612442.3590
CHLD 3 475.710938 1616612442.3590
CHLD 4 475.156250 1616612442.3591
CHLD 5 473.351562 1616612442.3592
MEM 2847.035156 1616612442.4785
CHLD 0 450.632812 1616612442.4972
CHLD 1 475.050781 1616612442.4972
CHLD 2 475.382812 1616612442.4973
CHLD 3 475.710938 1616612442.4973
CHLD 4 475.156250 1616612442.4974
CHLD 5 473.351562 1616612442.4976
MEM 2847.035156 1616612442.6181
CHLD 0 450.632812 1616612442.6369
CHLD 1 475.050781 1616612442.6370
CHLD 2 475.382812 1616612442.6371
CHLD 3 475.710938 1616612442.6371
CHLD 4 475.156250 1616612442.6372
CHLD 5 473.351562 1616612442.6373
MEM 2847.035156 1616612442.7581
CHLD 0 450.632812 1616612442.7782
CHLD 1 475.050781 1616612442.7783
CHLD 2 475.382812 1616612442.7783
CHLD 3 475.710938 1616612442.7784
CHLD 4 475.156250 1616612442.7785
CHLD 5 473.351562 1616612442.7786
MEM 2847.035156 1616612442.8999
CHLD 0 450.632812 1616612442.9202
CHLD 1 475.050781 1616612442.9203
CHLD 2 475.382812 1616612442.9203
CHLD 3 475.710938 1616612442.9204
CHLD 4 475.156250 1616612442.9205
CHLD 5 473.351562 1616612442.9206
MEM 2847.035156 1616612443.0416
CHLD 0 450.632812 1616612443.0618
CHLD 1 475.050781 1616612443.0619
CHLD 2 475.382812 1616612443.0620
CHLD 3 475.710938 1616612443.0621
CHLD 4 475.156250 1616612443.0621
CHLD 5 473.351562 1616612443.0622
MEM 2847.035156 1616612443.1829
CHLD 0 450.632812 1616612443.2035
CHLD 1 475.050781 1616612443.2035
CHLD 2 475.382812 1616612443.2036
CHLD 3 475.710938 1616612443.2037
CHLD 4 475.156250 1616612443.2038
CHLD 5 473.351562 1616612443.2039
MEM 2962.273438 1616612443.3229
CHLD 0 450.632812 1616612443.3410
CHLD 1 475.050781 1616612443.3411
CHLD 2 608.410156 1616612443.3412
CHLD 3 475.710938 1616612443.3412
CHLD 4 475.156250 1616612443.3413
CHLD 5 473.351562 1616612443.3414
MEM 3091.695312 1616612443.4614
CHLD 0 450.632812 1616612443.4805
CHLD 1 475.050781 1616612443.4806
CHLD 2 720.042969 1616612443.4807
CHLD 3 475.710938 1616612443.4808
CHLD 4 475.156250 1616612443.4808
CHLD 5 473.351562 1616612443.4809
MEM 3091.695312 1616612443.6018
CHLD 0 450.632812 1616612443.6190
CHLD 1 475.050781 1616612443.6191
CHLD 2 720.042969 1616612443.6192
CHLD 3 475.710938 1616612443.6193
CHLD 4 475.156250 1616612443.6193
CHLD 5 473.351562 1616612443.6194
MEM 3091.695312 1616612443.7381
CHLD 0 450.632812 1616612443.7555
CHLD 1 475.050781 1616612443.7556
CHLD 2 720.042969 1616612443.7557
CHLD 3 475.710938 1616612443.7557
CHLD 4 475.156250 1616612443.7558
CHLD 5 473.351562 1616612443.7559
MEM 2969.386719 1616612443.8741
CHLD 0 450.632812 1616612443.8916
CHLD 1 475.050781 1616612443.8917
CHLD 2 597.734375 1616612443.8917
CHLD 3 475.710938 1616612443.8918
CHLD 4 475.156250 1616612443.8919
CHLD 5 473.351562 1616612443.8919
MEM 2988.718750 1616612444.0109
CHLD 0 450.632812 1616612444.0285
CHLD 1 475.050781 1616612444.0285
CHLD 2 617.066406 1616612444.0286
CHLD 3 475.710938 1616612444.0287
CHLD 4 475.156250 1616612444.0287
CHLD 5 473.351562 1616612444.0288
MEM 3044.324219 1616612444.1477
CHLD 0 450.632812 1616612444.1652
CHLD 1 475.050781 1616612444.1653
CHLD 2 675.765625 1616612444.1653
CHLD 3 475.710938 1616612444.1654
CHLD 4 475.156250 1616612444.1654
CHLD 5 473.351562 1616612444.1655
MEM 3047.417969 1616612444.2841
CHLD 0 450.632812 1616612444.3025
CHLD 1 475.050781 1616612444.3026
CHLD 2 675.765625 1616612444.3026
CHLD 3 475.710938 1616612444.3027
CHLD 4 475.156250 1616612444.3027
CHLD 5 473.351562 1616612444.3028
MEM 3047.417969 1616612444.4203
CHLD 0 450.632812 1616612444.4370
CHLD 1 475.050781 1616612444.4371
CHLD 2 675.765625 1616612444.4372
CHLD 3 475.710938 1616612444.4372
CHLD 4 475.156250 1616612444.4373
CHLD 5 473.351562 1616612444.4374
MEM 2920.074219 1616612444.5551
CHLD 0 539.531250 1616612444.5722
CHLD 1 475.050781 1616612444.5723
CHLD 2 475.507812 1616612444.5724
CHLD 3 475.710938 1616612444.5725
CHLD 4 475.156250 1616612444.5725
CHLD 5 473.351562 1616612444.5726
MEM 3045.324219 1616612444.6927
CHLD 0 666.585938 1616612444.7122
CHLD 1 475.050781 1616612444.7123
CHLD 2 475.507812 1616612444.7124
CHLD 3 475.710938 1616612444.7124
CHLD 4 475.156250 1616612444.7125
CHLD 5 473.351562 1616612444.7126
MEM 3174.019531 1616612444.8332
CHLD 0 795.796875 1616612444.8527
CHLD 1 475.050781 1616612444.8528
CHLD 2 475.507812 1616612444.8528
CHLD 3 475.710938 1616612444.8529
CHLD 4 475.156250 1616612444.8530
CHLD 5 473.351562 1616612444.8530
MEM 3077.691406 1616612444.9743
CHLD 0 656.933594 1616612444.9940
CHLD 1 475.050781 1616612444.9941
CHLD 2 520.621094 1616612444.9941
CHLD 3 475.710938 1616612444.9942
CHLD 4 475.156250 1616612444.9943
CHLD 5 473.351562 1616612444.9943
MEM 3232.378906 1616612445.1145
CHLD 0 619.050781 1616612445.1341
CHLD 1 475.050781 1616612445.1342
CHLD 2 681.753906 1616612445.1343
CHLD 3 475.710938 1616612445.1344
CHLD 4 475.156250 1616612445.1345
CHLD 5 473.351562 1616612445.1346
MEM 3190.046875 1616612445.2548
CHLD 0 450.632812 1616612445.2740
CHLD 1 475.050781 1616612445.2741
CHLD 2 840.566406 1616612445.2742
CHLD 3 475.710938 1616612445.2743
CHLD 4 475.156250 1616612445.2743
CHLD 5 473.351562 1616612445.2744
MEM 2847.160156 1616612445.3949
CHLD 0 450.632812 1616612445.4148
CHLD 1 475.050781 1616612445.4149
CHLD 2 475.507812 1616612445.4149
CHLD 3 475.710938 1616612445.4150
CHLD 4 475.156250 1616612445.4151
CHLD 5 473.351562 1616612445.4152
MEM 2847.160156 1616612445.5356
CHLD 0 450.632812 1616612445.5554
CHLD 1 475.050781 1616612445.5555
CHLD 2 475.507812 1616612445.5556
CHLD 3 475.710938 1616612445.5556
CHLD 4 475.156250 1616612445.5557
CHLD 5 473.351562 1616612445.5558
MEM 2847.160156 1616612445.6761
CHLD 0 450.632812 1616612445.6957
CHLD 1 475.050781 1616612445.6958
CHLD 2 475.507812 1616612445.6959
CHLD 3 475.710938 1616612445.6959
CHLD 4 475.156250 1616612445.6960
CHLD 5 473.351562 1616612445.6961
MEM 2847.160156 1616612445.8167
CHLD 0 450.632812 1616612445.8366
CHLD 1 475.050781 1616612445.8367
CHLD 2 475.507812 1616612445.8368
CHLD 3 475.710938 1616612445.8369
CHLD 4 475.156250 1616612445.8370
CHLD 5 473.351562 1616612445.8370
MEM 2847.160156 1616612445.9571
CHLD 0 450.632812 1616612445.9764
CHLD 1 475.050781 1616612445.9765
CHLD 2 475.507812 1616612445.9765
CHLD 3 475.710938 1616612445.9766
CHLD 4 475.156250 1616612445.9767
CHLD 5 473.351562 1616612445.9768
MEM 2847.160156 1616612446.0969
CHLD 0 450.632812 1616612446.1161
CHLD 1 475.050781 1616612446.1161
CHLD 2 475.507812 1616612446.1162
CHLD 3 475.710938 1616612446.1163
CHLD 4 475.156250 1616612446.1163
CHLD 5 473.351562 1616612446.1164
MEM 2847.160156 1616612446.2361
CHLD 0 450.632812 1616612446.2554
CHLD 1 475.050781 1616612446.2555
CHLD 2 475.507812 1616612446.2556
CHLD 3 475.710938 1616612446.2556
CHLD 4 475.156250 1616612446.2557
CHLD 5 473.351562 1616612446.2558
MEM 2847.160156 1616612446.3757
CHLD 0 450.632812 1616612446.3950
CHLD 1 475.050781 1616612446.3951
CHLD 2 475.507812 1616612446.3952
CHLD 3 475.710938 1616612446.3953
CHLD 4 475.156250 1616612446.3954
CHLD 5 473.351562 1616612446.3955
MEM 2847.160156 1616612446.5153
CHLD 0 450.632812 1616612446.5344
CHLD 1 475.050781 1616612446.5345
CHLD 2 475.507812 1616612446.5346
CHLD 3 475.710938 1616612446.5347
CHLD 4 475.156250 1616612446.5347
CHLD 5 473.351562 1616612446.5348
MEM 2847.160156 1616612446.6544
CHLD 0 450.632812 1616612446.6735
CHLD 1 475.050781 1616612446.6736
CHLD 2 475.507812 1616612446.6737
CHLD 3 475.710938 1616612446.6738
CHLD 4 475.156250 1616612446.6738
CHLD 5 473.351562 1616612446.6739
MEM 2847.160156 1616612446.7937
CHLD 0 450.632812 1616612446.8130
CHLD 1 475.050781 1616612446.8131
CHLD 2 475.507812 1616612446.8132
CHLD 3 475.710938 1616612446.8133
CHLD 4 475.156250 1616612446.8134
CHLD 5 473.351562 1616612446.8135
MEM 2847.160156 1616612446.9333
CHLD 0 450.632812 1616612446.9525
CHLD 1 475.050781 1616612446.9526
CHLD 2 475.507812 1616612446.9527
CHLD 3 475.710938 1616612446.9527
CHLD 4 475.156250 1616612446.9528
CHLD 5 473.351562 1616612446.9529
MEM 2847.160156 1616612447.0728
CHLD 0 450.632812 1616612447.0920
CHLD 1 475.050781 1616612447.0921
CHLD 2 475.507812 1616612447.0922
CHLD 3 475.710938 1616612447.0923
CHLD 4 475.156250 1616612447.0923
CHLD 5 473.351562 1616612447.0924
MEM 2847.160156 1616612447.2121
CHLD 0 450.632812 1616612447.2314
CHLD 1 475.050781 1616612447.2315
CHLD 2 475.507812 1616612447.2315
CHLD 3 475.710938 1616612447.2316
CHLD 4 475.156250 1616612447.2317
CHLD 5 473.351562 1616612447.2318
MEM 2847.160156 1616612447.3517
CHLD 0 450.632812 1616612447.3708
CHLD 1 475.050781 1616612447.3709
CHLD 2 475.507812 1616612447.3710
CHLD 3 475.710938 1616612447.3711
CHLD 4 475.156250 1616612447.3712
CHLD 5 473.351562 1616612447.3712
MEM 2847.160156 1616612447.4908
CHLD 0 450.632812 1616612447.5098
CHLD 1 475.050781 1616612447.5099
CHLD 2 475.507812 1616612447.5100
CHLD 3 475.710938 1616612447.5101
CHLD 4 475.156250 1616612447.5102
CHLD 5 473.351562 1616612447.5103
MEM 2847.160156 1616612447.6301
CHLD 0 450.632812 1616612447.6493
CHLD 1 475.050781 1616612447.6494
CHLD 2 475.507812 1616612447.6495
CHLD 3 475.710938 1616612447.6496
CHLD 4 475.156250 1616612447.6497
CHLD 5 473.351562 1616612447.6497
MEM 2847.160156 1616612447.7697
CHLD 0 450.632812 1616612447.7887
CHLD 1 475.050781 1616612447.7887
CHLD 2 475.507812 1616612447.7888
CHLD 3 475.710938 1616612447.7889
CHLD 4 475.156250 1616612447.7890
CHLD 5 473.351562 1616612447.7891
MEM 2847.160156 1616612447.9091
CHLD 0 450.632812 1616612447.9283
CHLD 1 475.050781 1616612447.9284
CHLD 2 475.507812 1616612447.9285
CHLD 3 475.710938 1616612447.9286
CHLD 4 475.156250 1616612447.9286
CHLD 5 473.351562 1616612447.9287
MEM 2847.160156 1616612448.0485
CHLD 0 450.632812 1616612448.0675
CHLD 1 475.050781 1616612448.0676
CHLD 2 475.507812 1616612448.0677
CHLD 3 475.710938 1616612448.0678
CHLD 4 475.156250 1616612448.0679
CHLD 5 473.351562 1616612448.0680
MEM 2847.160156 1616612448.1880
CHLD 0 450.632812 1616612448.2070
CHLD 1 475.050781 1616612448.2071
CHLD 2 475.507812 1616612448.2072
CHLD 3 475.710938 1616612448.2073
CHLD 4 475.156250 1616612448.2074
CHLD 5 473.351562 1616612448.2075
MEM 2847.160156 1616612448.3273
CHLD 0 450.632812 1616612448.3461
CHLD 1 475.050781 1616612448.3462
CHLD 2 475.507812 1616612448.3463
CHLD 3 475.710938 1616612448.3463
CHLD 4 475.156250 1616612448.3464
CHLD 5 473.351562 1616612448.3465
MEM 2847.160156 1616612448.4659
CHLD 0 450.632812 1616612448.4848
CHLD 1 475.050781 1616612448.4849
CHLD 2 475.507812 1616612448.4850
CHLD 3 475.710938 1616612448.4850
CHLD 4 475.156250 1616612448.4851
CHLD 5 473.351562 1616612448.4852
MEM 2847.160156 1616612448.6046
CHLD 0 450.632812 1616612448.6232
CHLD 1 475.050781 1616612448.6234
CHLD 2 475.507812 1616612448.6234
CHLD 3 475.710938 1616612448.6235
CHLD 4 475.156250 1616612448.6236
CHLD 5 473.351562 1616612448.6236
MEM 2933.265625 1616612448.7435
CHLD 0 450.632812 1616612448.7627
CHLD 1 475.050781 1616612448.7628
CHLD 2 475.507812 1616612448.7629
CHLD 3 475.710938 1616612448.7630
CHLD 4 475.156250 1616612448.7630
CHLD 5 580.597656 1616612448.7631
MEM 3083.054688 1616612448.8829
CHLD 0 450.632812 1616612448.9022
CHLD 1 475.050781 1616612448.9022
CHLD 2 475.507812 1616612448.9023
CHLD 3 475.710938 1616612448.9024
CHLD 4 475.156250 1616612448.9025
CHLD 5 718.011719 1616612448.9026
MEM 3091.820312 1616612449.0223
CHLD 0 450.632812 1616612449.0414
CHLD 1 475.050781 1616612449.0415
CHLD 2 475.507812 1616612449.0415
CHLD 3 475.710938 1616612449.0416
CHLD 4 475.156250 1616612449.0417
CHLD 5 718.011719 1616612449.0418
MEM 3229.230469 1616612449.1603
CHLD 0 450.632812 1616612449.1779
CHLD 1 475.050781 1616612449.1780
CHLD 2 475.507812 1616612449.1780
CHLD 3 475.710938 1616612449.1781
CHLD 4 630.613281 1616612449.1782
CHLD 5 718.011719 1616612449.1782
MEM 3336.480469 1616612449.2978
CHLD 0 450.632812 1616612449.3167
CHLD 1 475.050781 1616612449.3168
CHLD 2 475.507812 1616612449.3169
CHLD 3 475.710938 1616612449.3169
CHLD 4 719.816406 1616612449.3170
CHLD 5 718.011719 1616612449.3171
MEM 3214.171875 1616612449.4367
CHLD 0 450.632812 1616612449.4558
CHLD 1 475.050781 1616612449.4559
CHLD 2 475.507812 1616612449.4559
CHLD 3 475.710938 1616612449.4560
CHLD 4 719.816406 1616612449.4561
CHLD 5 595.703125 1616612449.4561
MEM 3233.503906 1616612449.5757
CHLD 0 450.632812 1616612449.5943
CHLD 1 475.050781 1616612449.5944
CHLD 2 475.507812 1616612449.5945
CHLD 3 475.710938 1616612449.5946
CHLD 4 719.816406 1616612449.5946
CHLD 5 615.035156 1616612449.5948
MEM 3169.894531 1616612449.7112
CHLD 0 450.632812 1616612449.7275
CHLD 1 475.050781 1616612449.7276
CHLD 2 475.507812 1616612449.7276
CHLD 3 475.710938 1616612449.7277
CHLD 4 602.660156 1616612449.7278
CHLD 5 673.734375 1616612449.7278
MEM 3220.242188 1616612449.8479
CHLD 0 450.632812 1616612449.8673
CHLD 1 475.050781 1616612449.8674
CHLD 2 475.507812 1616612449.8674
CHLD 3 475.710938 1616612449.8675
CHLD 4 656.460938 1616612449.8676
CHLD 5 673.734375 1616612449.8676
MEM 3245.089844 1616612449.9884
CHLD 0 450.632812 1616612450.0083
CHLD 1 475.050781 1616612450.0084
CHLD 2 475.507812 1616612450.0085
CHLD 3 475.710938 1616612450.0086
CHLD 4 672.703125 1616612450.0087
CHLD 5 602.828125 1616612450.0088
MEM 2936.328125 1616612450.1286
CHLD 0 561.187500 1616612450.1477
CHLD 1 475.050781 1616612450.1478
CHLD 2 475.507812 1616612450.1479
CHLD 3 475.710938 1616612450.1480
CHLD 4 472.464844 1616612450.1480
CHLD 5 473.476562 1616612450.1481
MEM 3071.117188 1616612450.2683
CHLD 0 695.250000 1616612450.2876
CHLD 1 475.050781 1616612450.2877
CHLD 2 475.507812 1616612450.2878
CHLD 3 475.710938 1616612450.2878
CHLD 4 472.464844 1616612450.2879
CHLD 5 473.476562 1616612450.2880
MEM 3207.031250 1616612450.4088
CHLD 0 831.890625 1616612450.4286
CHLD 1 475.050781 1616612450.4287
CHLD 2 475.507812 1616612450.4288
CHLD 3 475.710938 1616612450.4289
CHLD 4 472.464844 1616612450.4289
CHLD 5 473.476562 1616612450.4290
MEM 3126.687500 1616612450.5490
CHLD 0 656.933594 1616612450.5681
CHLD 1 475.050781 1616612450.5682
CHLD 2 475.507812 1616612450.5683
CHLD 3 475.710938 1616612450.5683
CHLD 4 472.464844 1616612450.5684
CHLD 5 572.472656 1616612450.5685
MEM 3077.648438 1616612450.6886
CHLD 0 471.953125 1616612450.7089
CHLD 1 475.050781 1616612450.7090
CHLD 2 475.507812 1616612450.7091
CHLD 3 475.710938 1616612450.7091
CHLD 4 472.464844 1616612450.7092
CHLD 5 723.035156 1616612450.7093
MEM 3340.785156 1616612450.8300
CHLD 0 602.390625 1616612450.8498
CHLD 1 475.050781 1616612450.8499
CHLD 2 475.507812 1616612450.8500
CHLD 3 475.710938 1616612450.8500
CHLD 4 472.464844 1616612450.8501
CHLD 5 854.519531 1616612450.8502
MEM 3109.621094 1616612450.9703
CHLD 0 734.695312 1616612450.9898
CHLD 1 475.050781 1616612450.9899
CHLD 2 475.507812 1616612450.9899
CHLD 3 475.710938 1616612450.9900
CHLD 4 472.464844 1616612450.9901
CHLD 5 473.519531 1616612450.9901
MEM 3242.910156 1616612451.1103
CHLD 0 821.007812 1616612451.1296
CHLD 1 475.050781 1616612451.1297
CHLD 2 475.507812 1616612451.1298
CHLD 3 475.710938 1616612451.1299
CHLD 4 472.464844 1616612451.1300
CHLD 5 473.519531 1616612451.1300
MEM 3199.691406 1616612451.2479
CHLD 0 656.933594 1616612451.2650
CHLD 1 475.050781 1616612451.2651
CHLD 2 475.507812 1616612451.2651
CHLD 3 475.710938 1616612451.2652
CHLD 4 640.039062 1616612451.2653
CHLD 5 473.519531 1616612451.2653
MEM 3215.578125 1616612451.3842
CHLD 0 532.570312 1616612451.4023
CHLD 1 475.050781 1616612451.4024
CHLD 2 475.507812 1616612451.4025
CHLD 3 475.710938 1616612451.4026
CHLD 4 795.500000 1616612451.4026
CHLD 5 473.519531 1616612451.4027
MEM 3038.058594 1616612451.5221
