# Vel [km/s] 	 Disp [km/s]
1.61511e+02 	 2.30566e+02
1.53496e+02 	 2.47771e+02
1.58777e+02 	 2.42403e+02
1.55917e+02 	 2.33691e+02
1.43076e+02 	 2.50540e+02
1.53653e+02 	 2.38630e+02
1.51234e+02 	 2.43755e+02
1.47889e+02 	 2.43966e+02
1.67860e+02 	 2.26956e+02
1.57441e+02 	 2.42197e+02
1.63003e+02 	 2.39251e+02
1.56861e+02 	 2.29983e+02
1.44755e+02 	 2.43040e+02
1.51982e+02 	 2.44515e+02
1.55140e+02 	 2.36872e+02
1.65469e+02 	 2.42679e+02
1.64533e+02 	 2.22010e+02
1.50103e+02 	 2.42676e+02
1.55103e+02 	 2.39786e+02
1.46723e+02 	 2.41292e+02
1.65913e+02 	 2.41859e+02
1.56194e+02 	 2.50830e+02
1.59137e+02 	 2.42483e+02
1.53378e+02 	 2.40395e+02
1.58615e+02 	 2.47457e+02
1.55856e+02 	 2.42048e+02
1.41516e+02 	 2.31188e+02
1.59476e+02 	 2.34595e+02
1.48352e+02 	 2.42237e+02
1.48984e+02 	 2.44090e+02
1.54422e+02 	 2.39950e+02
1.50275e+02 	 2.46132e+02
1.49973e+02 	 2.48538e+02
1.69493e+02 	 2.45108e+02
1.59003e+02 	 2.34015e+02
1.51175e+02 	 2.54517e+02
1.58857e+02 	 2.45981e+02
1.60962e+02 	 2.49435e+02
1.51137e+02 	 2.38073e+02
1.59215e+02 	 2.34768e+02
1.54630e+02 	 2.53816e+02
1.57807e+02 	 2.44878e+02
1.57654e+02 	 2.54792e+02
1.53744e+02 	 2.38712e+02
1.56088e+02 	 2.47268e+02
1.48475e+02 	 2.35114e+02
1.51517e+02 	 2.44016e+02
1.61525e+02 	 2.29989e+02
1.44978e+02 	 2.48611e+02
1.64295e+02 	 2.38584e+02
1.54742e+02 	 2.34032e+02
1.66307e+02 	 2.38829e+02
1.62968e+02 	 2.34898e+02
1.53082e+02 	 2.31975e+02
