# Vel [km/s] 	 Disp [km/s]
1.39415e+02 	 2.39164e+02
1.44358e+02 	 2.65284e+02
1.43570e+02 	 2.63611e+02
1.41076e+02 	 2.62317e+02
1.43416e+02 	 2.54536e+02
1.46021e+02 	 2.58357e+02
1.41701e+02 	 2.44915e+02
1.43178e+02 	 2.61798e+02
1.43188e+02 	 2.50419e+02
1.42597e+02 	 2.50844e+02
1.30866e+02 	 2.62197e+02
1.28859e+02 	 2.52604e+02
1.38223e+02 	 2.62760e+02
1.35982e+02 	 2.67268e+02
1.35085e+02 	 2.64052e+02
1.31965e+02 	 2.58501e+02
1.44421e+02 	 2.60939e+02
1.44840e+02 	 2.69566e+02
1.46257e+02 	 2.68837e+02
1.36499e+02 	 2.50996e+02
1.50256e+02 	 2.60877e+02
1.36807e+02 	 2.59375e+02
1.47575e+02 	 2.52339e+02
1.50290e+02 	 2.47414e+02
1.31298e+02 	 2.47113e+02
1.49586e+02 	 2.65626e+02
1.41760e+02 	 2.56113e+02
1.54362e+02 	 2.63193e+02
1.60104e+02 	 2.48645e+02
1.50728e+02 	 2.52937e+02
1.40575e+02 	 2.46814e+02
1.41972e+02 	 2.55308e+02
1.54282e+02 	 2.53961e+02
1.39262e+02 	 2.54823e+02
1.44698e+02 	 2.54221e+02
1.54343e+02 	 2.64452e+02
1.36220e+02 	 2.59446e+02
1.54784e+02 	 2.67681e+02
1.42232e+02 	 2.58988e+02
1.41895e+02 	 2.58889e+02
1.40422e+02 	 2.48880e+02
1.52554e+02 	 2.62426e+02
1.48940e+02 	 2.58321e+02
1.60970e+02 	 2.55273e+02
1.41564e+02 	 2.68507e+02
1.58524e+02 	 2.61178e+02
1.58142e+02 	 2.61605e+02
1.34224e+02 	 2.61690e+02
1.40498e+02 	 2.59464e+02
1.52455e+02 	 2.52739e+02
1.51030e+02 	 2.53356e+02
1.45837e+02 	 2.50439e+02
1.40124e+02 	 2.54771e+02
1.46975e+02 	 2.54861e+02
1.40277e+02 	 2.59171e+02
1.35745e+02 	 2.47589e+02
1.49236e+02 	 2.55307e+02
1.47053e+02 	 2.45042e+02
1.31095e+02 	 2.60893e+02
1.27514e+02 	 2.56695e+02
1.53694e+02 	 2.56070e+02
1.40294e+02 	 2.56231e+02
1.28038e+02 	 2.49642e+02
1.39139e+02 	 2.57706e+02
1.35038e+02 	 2.69437e+02
1.48273e+02 	 2.61226e+02
1.31063e+02 	 2.49596e+02
1.44271e+02 	 2.39919e+02
1.43405e+02 	 2.38448e+02
1.33394e+02 	 2.65663e+02
1.45415e+02 	 2.49456e+02
1.41222e+02 	 2.54536e+02
1.50906e+02 	 2.59398e+02
1.48546e+02 	 2.69071e+02
1.37061e+02 	 2.59372e+02
1.54059e+02 	 2.59883e+02
1.34387e+02 	 2.55451e+02
1.38040e+02 	 2.65524e+02
1.51999e+02 	 2.69085e+02
1.37553e+02 	 2.50625e+02
1.42971e+02 	 2.49669e+02
1.35098e+02 	 2.69958e+02
1.42441e+02 	 2.52894e+02
1.48640e+02 	 2.74164e+02
1.55792e+02 	 2.57015e+02
1.59027e+02 	 2.62583e+02
1.39877e+02 	 2.50917e+02
1.38448e+02 	 2.55186e+02
1.41783e+02 	 2.64668e+02
1.42492e+02 	 2.58137e+02
1.51705e+02 	 2.64435e+02
1.46038e+02 	 2.52836e+02
1.56055e+02 	 2.49128e+02
1.38632e+02 	 2.66059e+02
1.49193e+02 	 2.45770e+02
1.47322e+02 	 2.57906e+02
1.48766e+02 	 2.55320e+02
1.47850e+02 	 2.57779e+02
1.42402e+02 	 2.58257e+02
1.37001e+02 	 2.54624e+02
1.30346e+02 	 2.76051e+02
1.42401e+02 	 2.54606e+02
1.53280e+02 	 2.49302e+02
1.58000e+02 	 2.51680e+02
1.44270e+02 	 2.45677e+02
1.45191e+02 	 2.52571e+02
1.49063e+02 	 2.69557e+02
1.37038e+02 	 2.58470e+02
1.42144e+02 	 2.69449e+02
1.56734e+02 	 2.48971e+02
1.51616e+02 	 2.53974e+02
1.34627e+02 	 2.58534e+02
1.40695e+02 	 2.57595e+02
1.58672e+02 	 2.60317e+02
1.24846e+02 	 2.60426e+02
1.51745e+02 	 2.45620e+02
1.46517e+02 	 2.62806e+02
1.41534e+02 	 2.60542e+02
1.52757e+02 	 2.48183e+02
1.36323e+02 	 2.51879e+02
1.46953e+02 	 2.60565e+02
1.30638e+02 	 2.59745e+02
1.46963e+02 	 2.42852e+02
1.26066e+02 	 2.49511e+02
1.41978e+02 	 2.50440e+02
1.36929e+02 	 2.46448e+02
1.50474e+02 	 2.48226e+02
1.50136e+02 	 2.61570e+02
1.45266e+02 	 2.56652e+02
1.46072e+02 	 2.47767e+02
1.46993e+02 	 2.57048e+02
1.44288e+02 	 2.59515e+02
1.45147e+02 	 2.62859e+02
1.34850e+02 	 2.67604e+02
1.33622e+02 	 2.57628e+02
1.52708e+02 	 2.69109e+02
1.42692e+02 	 2.54684e+02
1.37079e+02 	 2.53115e+02
1.54679e+02 	 2.53298e+02
1.39401e+02 	 2.62453e+02
1.45863e+02 	 2.45982e+02
1.31340e+02 	 2.62841e+02
1.47700e+02 	 2.58275e+02
1.30739e+02 	 2.48708e+02
1.40345e+02 	 2.57543e+02
1.45720e+02 	 2.48958e+02
1.53929e+02 	 2.51743e+02
1.41258e+02 	 2.53783e+02
1.38858e+02 	 2.60641e+02
1.35683e+02 	 2.66647e+02
1.44731e+02 	 2.66904e+02
1.44068e+02 	 2.68223e+02
1.27979e+02 	 2.52496e+02
1.48782e+02 	 2.56437e+02
1.49473e+02 	 2.52032e+02
1.42442e+02 	 2.77602e+02
1.48004e+02 	 2.52470e+02
1.41824e+02 	 2.56027e+02
1.36113e+02 	 2.53788e+02
1.51035e+02 	 2.39487e+02
1.40254e+02 	 2.49200e+02
1.43618e+02 	 2.50934e+02
1.50942e+02 	 2.50188e+02
1.37278e+02 	 2.49652e+02
1.34403e+02 	 2.62177e+02
1.43016e+02 	 2.52865e+02
1.36437e+02 	 2.53848e+02
1.45914e+02 	 2.57086e+02
1.39093e+02 	 2.59614e+02
1.54720e+02 	 2.55153e+02
1.41555e+02 	 2.63074e+02
1.40929e+02 	 2.61022e+02
1.33313e+02 	 2.70563e+02
1.37210e+02 	 2.58188e+02
1.43304e+02 	 2.62674e+02
1.49698e+02 	 2.68827e+02
1.32470e+02 	 2.49970e+02
1.49449e+02 	 2.62793e+02
1.49063e+02 	 2.55456e+02
1.41009e+02 	 2.55824e+02
1.47205e+02 	 2.49820e+02
1.44184e+02 	 2.54035e+02
1.62881e+02 	 2.68067e+02
1.53267e+02 	 2.53794e+02
1.39885e+02 	 2.69750e+02
1.37036e+02 	 2.59556e+02
1.54663e+02 	 2.49228e+02
1.37304e+02 	 2.47906e+02
1.49272e+02 	 2.61263e+02
1.24225e+02 	 2.77163e+02
1.48863e+02 	 2.56877e+02
1.36508e+02 	 2.42279e+02
1.48567e+02 	 2.66515e+02
1.37379e+02 	 2.61089e+02
1.48928e+02 	 2.56293e+02
1.44890e+02 	 2.54097e+02
1.37572e+02 	 2.52351e+02
1.50146e+02 	 2.52471e+02
1.50366e+02 	 2.56455e+02
1.41864e+02 	 2.59243e+02
