galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_light_intensity_value,galaxies_lens_light_effective_radius_value,galaxies_lens_light_centre_0,galaxies_lens_light_centre_1,galaxies_lens_light_sersic_index,galaxies_lens_light_elliptical_comps_0,galaxies_lens_light_elliptical_comps_1,galaxies_lens_mass_einstein_radius,galaxies_source_regularization_coefficient,log_likelihood,log_prior,log_posterior,weights
-0.11703961378460827,0.5932165544449509,-0.13201277924022103,0.008293879026202822,221577.82693690158,27.879838067004346,0.07342395582602679,-0.018080719668698994,4.972060160397209,-0.2063732550895074,-0.23505048729729106,2.5579423879967695,0.03006227143916545,-2.435613426019618e+22,38.566994603423325,-2.435613426019618e+22,0.0
0.6996468428427844,0.05682898254823347,-0.5996431644008033,0.9174248161092275,695388.8000152421,26.85879321451569,-0.010796559180932919,0.03978507284045671,2.2901165074471255,-0.16361770368245143,-0.016484837424312213,3.0788003880870076,147370.91056127805,-8.228992710532976e+21,2.805742829773102,-8.228992710532976e+21,0.0
-0.03019451327734729,0.02387310933088728,-0.25715938375118297,0.3429358969500367,859893.3099366279,18.317737662389835,0.02852180829848222,-0.002370031217761845,2.1275187797427417,-0.06424874417861022,0.0933850012766685,3.052804460191325,7.206823799574365e-05,-3.418824203506499e+21,13876.512530786313,-3.418824203506499e+21,0.0
0.282482047790412,-0.027230135642402394,0.3256348663180362,0.11258456184719456,101997.76913900867,18.355047697888804,-0.04492682788202582,0.06334303597306376,4.232083780120231,-0.18672117693432289,0.14845664877811676,2.9389307011287293,0.00045828689396508297,-1.2094794829908562e+21,2183.6851283719343,-1.2094794829908562e+21,0.0
-0.4356701784524702,0.13526472955240054,0.6007180076528578,-0.3453061562823796,543223.4206223942,13.00933039064687,0.09952661181202774,-0.009778202627156451,2.063974315042266,-0.03263705725219364,0.0715847354776061,3.861594222864654,1.906338409530761e-06,-6.414107054345828e+20,524569.5170072326,-6.414107054345823e+20,0.0
0.1971080079142806,0.33112913094277685,0.32239270941452824,-0.7628699567482167,283568.545929623,7.702948325709888,0.026406945611756882,-0.09842680840657647,3.0319326631857897,-0.20682221901288728,-0.1671472516286062,3.115113937698806,2.18154369312216,-3.2768241484714476e+20,2.9393957557960526,-3.2768241484714476e+20,0.0
-0.11685136383528845,0.06371255340123977,-0.01324852972527224,-0.18310731393672142,82129.58611457705,23.047444003954833,-0.024493763529734536,0.01445341468685328,2.231530054904298,-0.12153350835618902,-0.05663025931033446,3.4184640222817757,6.412828653027639e-06,-6.4463425695226675e+19,155938.1474305186,-6.446342569522652e+19,0.0
-0.0063851249970219015,0.16103967127784366,-0.4667458819758543,0.3606437904984192,948114.1239270784,5.860571842131021,-0.08729625739862959,0.013004966661325223,0.8227445437368548,-0.09142918530698944,0.17967500456760072,2.667393394937941,2.7466360950057947e-05,-4.205533449295391e+19,36410.22266413775,-4.205533449295388e+19,0.0
0.22235476762532835,0.004145835723702697,-0.18997507285025006,0.050248969886969475,20081.101550234962,12.676336282961573,-0.0038048645539931203,0.08111977838799694,4.501525839669492,-0.2624129439751176,0.0678843776655537,2.7738264925156386,833.6523483673566,-3.962872687234748e+19,1.2831887452687258,-3.962872687234748e+19,0.0
-0.10680403612053832,0.16101751460208102,-0.32230983936180135,0.2551194581538456,339845.8455311666,4.222018799288997,-0.07096481995820916,-0.03666753491432932,1.2265800437006649,-0.06553418878978275,-0.11201416472572974,2.849667197632247,1.1400943295452841,-3.327991545019678e+19,2.0309669847143836,-3.327991545019678e+19,0.0
-0.10418312176671299,0.3922371886102516,0.23499628208252976,-0.6542545246514908,18620.186610041463,16.774600448208883,-0.06961168832725716,0.07449603365385485,4.508979557225215,-0.04871218712086495,0.025937770351245976,2.7206698524532094,2.89931799015896e-06,-2.959887314549164e+19,344910.1974522814,-2.9598873145491296e+19,0.0
0.1973811737972746,0.3774770809673796,0.8004290139388357,0.17487111834774693,31438.388805422797,22.989727640870775,0.010190128521033431,-0.051638123382283865,2.970439890741156,-0.15794382466270518,0.17443208475585753,3.2320180269621264,5.585113862475832e-06,-1.0544967474286234e+19,179050.07912396904,-1.0544967474286055e+19,0.0
