# Surface Potential(M_sun/pc²) Sigma Potential(arcsec)    qObs
4.99547e-10			 1.54278e-05		 7.40000e-01
4.03766e-10			 3.07088e-05		 7.40000e-01
2.45483e-11			 3.52787e-05		 7.40000e-01
3.62862e-10			 5.60333e-05		 7.40000e-01
5.84153e-11			 8.46058e-05		 7.40000e-01
2.77692e-10			 9.68372e-05		 7.40000e-01
1.23843e-10			 1.45814e-04		 7.40000e-01
1.57335e-10			 1.54989e-04		 7.40000e-01
2.18652e-10			 2.19361e-04		 7.40000e-01
2.16629e-10			 3.02410e-04		 7.40000e-01
1.85299e-10			 4.14424e-04		 7.40000e-01
3.85705e-11			 4.96424e-04		 7.40000e-01
1.54011e-10			 5.50683e-04		 7.40000e-01
1.93612e-10			 7.46812e-04		 7.40000e-01
5.68380e-11			 7.89464e-04		 7.40000e-01
2.69995e-10			 1.12354e-03		 7.40000e-01
2.68465e-10			 1.69006e-03		 7.40000e-01
1.87082e-10			 2.44690e-03		 7.40000e-01
1.00251e-10			 2.83138e-03		 7.40000e-01
3.47169e-11			 3.33831e-03		 7.40000e-01
2.30927e-10			 3.96128e-03		 7.40000e-01
1.98489e-10			 5.66421e-03		 7.40000e-01
5.24463e-11			 6.00731e-03		 7.40000e-01
1.44467e-10			 8.23276e-03		 7.40000e-01
1.02419e-10			 8.49194e-03		 7.40000e-01
1.00033e-10			 1.16086e-02		 7.40000e-01
1.61728e-10			 1.26139e-02		 7.40000e-01
2.34842e-10			 1.78798e-02		 7.40000e-01
7.40264e-11			 2.24492e-02		 7.40000e-01
2.36672e-10			 2.81184e-02		 7.40000e-01
2.19207e-10			 4.04131e-02		 7.40000e-01
1.18583e-10			 5.09031e-02		 7.40000e-01
2.29909e-10			 6.67048e-02		 7.40000e-01
3.79556e-11			 8.33661e-02		 7.40000e-01
2.40954e-10			 1.00350e-01		 7.40000e-01
5.47429e-11			 1.37344e-01		 7.40000e-01
2.12515e-10			 1.50965e-01		 7.40000e-01
8.90900e-12			 1.82082e-01		 7.40000e-01
2.08816e-11			 1.99100e-01		 7.40000e-01
2.54468e-10			 2.27114e-01		 7.40000e-01
2.69262e-10			 3.41619e-01		 7.40000e-01
2.02026e-11			 3.90517e-01		 7.40000e-01
1.73291e-10			 5.13984e-01		 7.40000e-01
1.57484e-10			 5.88885e-01		 7.40000e-01
2.78851e-10			 8.85705e-01		 7.40000e-01
6.64909e-11			 1.01517e+00		 7.40000e-01
3.64034e-10			 1.54067e+00		 7.40000e-01
1.90938e-10			 2.51831e+00		 7.40000e-01
2.93718e-10			 3.05313e+00		 7.40000e-01
5.80158e-10			 5.57072e+00		 7.40000e-01
4.81055e-10			 1.25968e+01		 7.40000e-01
