# Vel [km/s] 	 Disp [km/s]
1.51785e+02 	 2.37406e+02
1.42770e+02 	 2.45569e+02
1.65709e+02 	 2.26278e+02
1.39341e+02 	 2.20357e+02
1.48209e+02 	 2.40958e+02
1.49023e+02 	 2.23620e+02
1.37071e+02 	 2.31029e+02
1.46023e+02 	 2.37306e+02
1.39170e+02 	 2.25338e+02
1.40432e+02 	 2.37938e+02
1.32822e+02 	 2.35049e+02
1.50801e+02 	 2.39913e+02
1.52867e+02 	 2.44229e+02
1.55909e+02 	 2.34355e+02
1.47681e+02 	 2.27505e+02
1.33301e+02 	 2.53227e+02
1.53334e+02 	 2.30273e+02
1.59022e+02 	 2.19096e+02
1.67070e+02 	 2.60581e+02
1.53366e+02 	 2.45714e+02
1.57269e+02 	 2.44686e+02
1.47289e+02 	 2.37083e+02
1.49789e+02 	 2.19985e+02
1.40820e+02 	 2.55816e+02
1.38558e+02 	 2.23325e+02
1.43669e+02 	 2.26709e+02
1.48019e+02 	 2.46365e+02
1.49883e+02 	 2.35459e+02
1.59423e+02 	 2.28950e+02
1.46858e+02 	 2.28878e+02
1.45738e+02 	 2.25533e+02
1.42676e+02 	 2.32334e+02
1.50706e+02 	 2.38993e+02
1.49534e+02 	 2.33578e+02
1.50160e+02 	 2.11011e+02
1.51362e+02 	 2.34638e+02
1.62018e+02 	 2.46618e+02
1.38452e+02 	 2.48244e+02
1.51730e+02 	 2.31708e+02
1.69194e+02 	 2.34065e+02
1.48737e+02 	 2.26845e+02
1.47408e+02 	 2.36866e+02
1.69534e+02 	 2.54709e+02
1.46416e+02 	 2.49315e+02
1.60479e+02 	 2.23464e+02
1.46066e+02 	 2.32397e+02
1.65399e+02 	 2.44692e+02
1.55501e+02 	 2.44881e+02
1.53420e+02 	 2.34182e+02
1.54461e+02 	 2.28589e+02
1.36527e+02 	 2.38196e+02
1.35070e+02 	 2.68075e+02
1.57287e+02 	 2.30054e+02
1.61914e+02 	 2.26849e+02
1.39765e+02 	 2.28185e+02
1.56623e+02 	 2.17426e+02
1.51455e+02 	 2.47188e+02
1.46156e+02 	 2.35535e+02
1.50414e+02 	 2.38276e+02
1.65395e+02 	 2.33780e+02
1.61121e+02 	 2.44944e+02
1.39380e+02 	 2.26818e+02
1.59804e+02 	 2.37318e+02
1.47777e+02 	 2.24137e+02
1.58305e+02 	 2.48338e+02
1.50967e+02 	 2.17685e+02
1.55840e+02 	 2.27670e+02
1.29624e+02 	 2.57461e+02
1.45242e+02 	 2.43767e+02
1.58051e+02 	 2.31251e+02
1.56509e+02 	 2.21733e+02
1.48834e+02 	 2.45937e+02
1.52669e+02 	 2.20547e+02
1.49531e+02 	 2.34479e+02
1.38316e+02 	 2.43784e+02
1.56134e+02 	 2.29275e+02
1.47707e+02 	 2.34858e+02
1.59785e+02 	 2.25767e+02
1.45454e+02 	 2.24514e+02
1.61007e+02 	 2.37303e+02
1.31679e+02 	 2.38993e+02
1.42035e+02 	 2.56281e+02
1.64423e+02 	 2.55284e+02
1.49288e+02 	 2.19662e+02
1.44909e+02 	 2.29065e+02
1.48976e+02 	 2.30499e+02
1.48741e+02 	 2.17480e+02
1.50933e+02 	 2.52946e+02
1.55854e+02 	 2.32032e+02
1.58888e+02 	 2.26183e+02
1.54146e+02 	 2.38266e+02
1.64715e+02 	 2.44838e+02
1.51779e+02 	 2.31187e+02
1.57200e+02 	 2.38634e+02
1.58072e+02 	 2.27714e+02
1.56318e+02 	 2.53399e+02
1.47775e+02 	 2.23318e+02
1.53579e+02 	 2.34745e+02
1.60310e+02 	 2.46955e+02
1.56635e+02 	 2.48539e+02
1.53805e+02 	 2.29273e+02
1.48487e+02 	 2.25945e+02
1.60664e+02 	 2.34865e+02
1.21170e+02 	 2.30476e+02
1.47776e+02 	 2.46134e+02
1.51931e+02 	 2.28975e+02
1.73157e+02 	 2.20289e+02
1.57218e+02 	 2.22374e+02
1.69785e+02 	 2.36419e+02
1.75288e+02 	 2.29917e+02
1.63235e+02 	 2.43203e+02
1.47797e+02 	 2.10471e+02
1.71237e+02 	 2.25498e+02
1.41289e+02 	 2.39551e+02
1.44510e+02 	 2.36770e+02
1.34834e+02 	 2.18698e+02
1.51241e+02 	 2.26703e+02
1.35200e+02 	 2.37206e+02
1.62670e+02 	 2.22130e+02
1.50465e+02 	 2.40873e+02
1.41712e+02 	 2.52092e+02
1.33587e+02 	 2.38041e+02
1.62057e+02 	 2.19559e+02
1.54149e+02 	 2.28550e+02
1.44507e+02 	 2.30270e+02
1.53985e+02 	 2.42295e+02
1.45425e+02 	 2.22821e+02
1.60369e+02 	 2.50402e+02
1.58221e+02 	 2.26864e+02
1.56025e+02 	 2.24411e+02
1.63169e+02 	 2.25400e+02
1.62037e+02 	 2.19345e+02
1.49259e+02 	 2.38388e+02
1.39987e+02 	 2.23886e+02
1.45960e+02 	 2.26792e+02
1.50757e+02 	 2.36890e+02
1.72801e+02 	 2.50479e+02
1.48489e+02 	 2.35726e+02
1.35965e+02 	 2.33785e+02
1.50693e+02 	 2.31446e+02
1.50239e+02 	 2.26751e+02
1.63437e+02 	 2.23189e+02
1.59799e+02 	 2.39312e+02
1.35672e+02 	 2.27838e+02
1.61657e+02 	 2.22014e+02
1.57051e+02 	 2.30924e+02
1.44132e+02 	 2.41314e+02
1.49283e+02 	 2.39751e+02
1.64412e+02 	 2.37412e+02
1.44022e+02 	 2.15220e+02
1.34862e+02 	 2.35386e+02
1.60747e+02 	 2.41005e+02
1.47256e+02 	 2.26299e+02
1.48384e+02 	 2.37906e+02
1.54933e+02 	 2.17832e+02
1.57970e+02 	 2.32858e+02
1.58902e+02 	 2.34190e+02
1.57709e+02 	 2.27699e+02
1.60735e+02 	 2.35916e+02
1.36845e+02 	 2.27562e+02
1.48252e+02 	 2.27321e+02
1.61240e+02 	 2.22724e+02
1.45152e+02 	 2.33034e+02
1.46236e+02 	 2.29510e+02
1.51466e+02 	 2.32924e+02
1.53574e+02 	 2.46439e+02
1.50348e+02 	 2.35948e+02
1.43059e+02 	 2.44473e+02
1.49656e+02 	 2.32280e+02
1.62684e+02 	 2.38001e+02
1.42973e+02 	 2.23999e+02
1.37937e+02 	 2.47910e+02
1.43112e+02 	 2.22734e+02
1.49086e+02 	 2.14238e+02
1.51338e+02 	 2.11191e+02
1.49938e+02 	 2.37230e+02
1.33905e+02 	 2.28848e+02
1.44030e+02 	 2.24620e+02
1.37711e+02 	 2.49874e+02
1.67792e+02 	 2.23170e+02
1.59980e+02 	 2.23264e+02
1.61448e+02 	 2.32496e+02
1.57835e+02 	 2.32635e+02
1.51688e+02 	 2.31913e+02
1.59191e+02 	 2.34179e+02
1.46462e+02 	 2.44454e+02
1.51137e+02 	 2.31313e+02
1.57861e+02 	 2.45839e+02
1.37637e+02 	 2.34667e+02
1.55067e+02 	 2.42219e+02
1.46341e+02 	 2.38356e+02
1.50878e+02 	 2.30007e+02
1.32243e+02 	 2.18866e+02
1.60823e+02 	 2.41816e+02
1.56349e+02 	 2.45954e+02
1.52207e+02 	 2.34237e+02
1.55293e+02 	 2.40419e+02
1.61375e+02 	 2.29085e+02
1.37494e+02 	 2.37592e+02
1.57368e+02 	 2.44060e+02
