# Vel [km/s] 	 Disp [km/s]
1.47948e+02 	 2.25775e+02
1.55193e+02 	 2.49038e+02
1.61163e+02 	 2.44941e+02
1.57538e+02 	 2.36452e+02
1.49999e+02 	 2.45308e+02
1.46730e+02 	 2.56144e+02
1.65758e+02 	 2.32197e+02
1.55925e+02 	 2.36430e+02
1.55537e+02 	 2.41483e+02
1.42944e+02 	 2.33411e+02
1.52349e+02 	 2.32365e+02
1.53110e+02 	 2.48686e+02
1.53701e+02 	 2.35321e+02
1.52450e+02 	 2.29597e+02
1.53239e+02 	 2.30277e+02
1.49417e+02 	 2.34634e+02
1.45222e+02 	 2.42341e+02
1.54593e+02 	 2.33330e+02
1.52570e+02 	 2.38149e+02
1.63260e+02 	 2.28662e+02
1.55670e+02 	 2.25541e+02
1.51544e+02 	 2.38039e+02
1.52664e+02 	 2.35333e+02
1.54705e+02 	 2.38531e+02
1.50026e+02 	 2.36212e+02
1.50140e+02 	 2.36616e+02
1.53649e+02 	 2.45837e+02
1.56588e+02 	 2.38706e+02
1.52979e+02 	 2.43570e+02
1.42860e+02 	 2.45252e+02
1.67797e+02 	 2.36310e+02
1.43131e+02 	 2.41933e+02
1.54453e+02 	 2.38798e+02
1.59981e+02 	 2.40641e+02
1.50322e+02 	 2.29694e+02
1.56979e+02 	 2.38822e+02
1.44299e+02 	 2.37414e+02
1.49083e+02 	 2.47964e+02
1.50569e+02 	 2.39207e+02
1.57699e+02 	 2.36568e+02
1.49071e+02 	 2.43993e+02
1.55394e+02 	 2.44409e+02
1.48490e+02 	 2.43923e+02
1.54102e+02 	 2.35730e+02
1.49184e+02 	 2.39966e+02
1.53999e+02 	 2.42504e+02
1.59927e+02 	 2.42091e+02
1.58210e+02 	 2.46493e+02
1.53078e+02 	 2.42908e+02
1.47814e+02 	 2.41010e+02
1.47810e+02 	 2.45213e+02
1.57680e+02 	 2.48986e+02
1.57026e+02 	 2.32331e+02
1.59377e+02 	 2.37558e+02
1.54563e+02 	 2.36753e+02
1.64732e+02 	 2.34034e+02
1.50828e+02 	 2.39841e+02
1.66975e+02 	 2.30228e+02
1.51984e+02 	 2.43735e+02
1.56798e+02 	 2.44456e+02
1.68822e+02 	 2.49368e+02
1.58386e+02 	 2.21111e+02
1.52469e+02 	 2.40060e+02
1.50731e+02 	 2.38657e+02
1.46995e+02 	 2.39089e+02
1.61300e+02 	 2.41393e+02
1.60917e+02 	 2.52249e+02
1.52733e+02 	 2.34890e+02
1.55969e+02 	 2.39784e+02
1.54050e+02 	 2.31838e+02
1.61976e+02 	 2.33273e+02
1.58604e+02 	 2.45648e+02
1.58174e+02 	 2.34729e+02
1.48295e+02 	 2.37184e+02
1.57286e+02 	 2.40660e+02
1.58312e+02 	 2.45435e+02
1.53673e+02 	 2.47694e+02
1.59588e+02 	 2.29687e+02
1.61746e+02 	 2.39372e+02
1.60425e+02 	 2.46980e+02
1.58034e+02 	 2.24284e+02
1.46813e+02 	 2.43816e+02
1.62027e+02 	 2.24047e+02
1.58861e+02 	 2.46838e+02
1.50396e+02 	 2.46452e+02
1.53303e+02 	 2.35645e+02
1.51186e+02 	 2.42908e+02
1.58807e+02 	 2.26845e+02
1.48134e+02 	 2.41525e+02
1.55940e+02 	 2.29627e+02
1.62732e+02 	 2.37921e+02
1.47017e+02 	 2.40859e+02
1.63520e+02 	 2.32583e+02
1.55009e+02 	 2.50402e+02
1.61623e+02 	 2.42494e+02
1.59828e+02 	 2.43523e+02
1.56117e+02 	 2.40490e+02
1.57025e+02 	 2.36175e+02
1.51629e+02 	 2.38126e+02
1.49970e+02 	 2.28672e+02
1.49870e+02 	 2.40484e+02
1.48979e+02 	 2.29614e+02
1.53774e+02 	 2.32924e+02
1.50763e+02 	 2.37177e+02
1.53845e+02 	 2.36325e+02
1.58688e+02 	 2.36733e+02
1.57565e+02 	 2.37110e+02
1.46895e+02 	 2.41199e+02
1.70845e+02 	 2.31556e+02
1.50923e+02 	 2.35173e+02
1.51949e+02 	 2.40676e+02
1.56983e+02 	 2.41687e+02
1.56275e+02 	 2.42168e+02
1.54202e+02 	 2.43714e+02
1.56362e+02 	 2.51025e+02
1.57812e+02 	 2.35397e+02
1.56656e+02 	 2.47691e+02
1.38092e+02 	 2.35307e+02
1.47573e+02 	 2.45407e+02
1.53684e+02 	 2.41802e+02
1.48070e+02 	 2.38222e+02
1.60191e+02 	 2.43312e+02
1.57893e+02 	 2.40586e+02
1.53271e+02 	 2.35790e+02
1.43602e+02 	 2.42496e+02
1.48303e+02 	 2.38982e+02
1.52793e+02 	 2.39130e+02
1.52805e+02 	 2.50565e+02
1.52287e+02 	 2.40790e+02
1.56017e+02 	 2.39574e+02
1.44953e+02 	 2.51032e+02
1.56882e+02 	 2.37668e+02
1.52507e+02 	 2.29365e+02
1.50913e+02 	 2.41889e+02
1.43249e+02 	 2.40620e+02
1.55156e+02 	 2.39101e+02
1.51567e+02 	 2.39557e+02
1.55288e+02 	 2.36867e+02
1.55507e+02 	 2.32379e+02
1.50325e+02 	 2.27701e+02
1.45627e+02 	 2.45939e+02
1.53315e+02 	 2.31870e+02
1.59615e+02 	 2.36046e+02
1.51520e+02 	 2.41221e+02
1.45823e+02 	 2.39414e+02
1.53844e+02 	 2.36323e+02
1.47237e+02 	 2.40012e+02
1.49046e+02 	 2.26208e+02
1.56094e+02 	 2.42256e+02
1.57425e+02 	 2.37056e+02
1.51393e+02 	 2.40219e+02
1.55577e+02 	 2.43614e+02
1.48414e+02 	 2.49972e+02
1.61538e+02 	 2.28868e+02
1.53114e+02 	 2.54987e+02
1.49903e+02 	 2.30314e+02
1.55829e+02 	 2.35422e+02
1.52852e+02 	 2.27317e+02
1.44871e+02 	 2.43839e+02
1.53701e+02 	 2.41494e+02
1.54607e+02 	 2.45268e+02
1.51422e+02 	 2.44684e+02
1.59824e+02 	 2.38686e+02
1.58187e+02 	 2.51414e+02
1.51224e+02 	 2.50154e+02
1.62863e+02 	 2.24537e+02
1.48517e+02 	 2.33460e+02
1.49848e+02 	 2.38899e+02
1.50175e+02 	 2.43029e+02
1.53308e+02 	 2.35617e+02
1.57041e+02 	 2.41103e+02
1.54530e+02 	 2.43478e+02
1.59364e+02 	 2.44323e+02
1.50069e+02 	 2.45793e+02
1.56232e+02 	 2.28314e+02
1.60348e+02 	 2.40882e+02
1.54114e+02 	 2.33391e+02
1.50548e+02 	 2.30983e+02
1.52409e+02 	 2.30717e+02
1.52163e+02 	 2.49188e+02
1.55470e+02 	 2.35487e+02
1.54290e+02 	 2.37571e+02
1.51199e+02 	 2.33195e+02
1.49419e+02 	 2.29948e+02
1.53206e+02 	 2.46000e+02
1.55867e+02 	 2.33158e+02
1.51098e+02 	 2.44291e+02
1.67538e+02 	 2.43410e+02
1.52982e+02 	 2.32922e+02
1.48792e+02 	 2.36043e+02
1.64714e+02 	 2.40143e+02
1.29835e+02 	 2.44052e+02
1.56076e+02 	 2.49896e+02
1.52225e+02 	 2.41976e+02
1.41656e+02 	 2.49086e+02
1.62183e+02 	 2.41165e+02
1.57721e+02 	 2.32207e+02
1.58857e+02 	 2.33982e+02
1.54218e+02 	 2.25378e+02
1.63792e+02 	 2.38676e+02
