# Vel [km/s] 	 Disp [km/s]
1.47158e+02 	 2.21395e+02
1.42422e+02 	 2.09881e+02
1.57116e+02 	 2.17163e+02
1.64682e+02 	 2.11407e+02
1.41444e+02 	 2.28597e+02
1.42775e+02 	 2.27077e+02
1.34376e+02 	 2.18284e+02
1.44222e+02 	 2.08644e+02
1.48124e+02 	 2.25463e+02
1.44596e+02 	 2.16565e+02
1.56581e+02 	 2.02311e+02
1.45633e+02 	 2.13087e+02
1.48397e+02 	 2.23019e+02
1.46522e+02 	 2.15762e+02
1.61309e+02 	 2.30604e+02
1.39724e+02 	 2.24960e+02
1.47278e+02 	 2.29147e+02
1.63028e+02 	 2.23342e+02
1.55375e+02 	 2.28072e+02
1.40264e+02 	 2.28227e+02
1.38995e+02 	 2.28187e+02
1.58013e+02 	 2.02602e+02
1.42516e+02 	 2.29293e+02
1.56231e+02 	 2.21404e+02
1.55435e+02 	 2.17772e+02
1.31914e+02 	 2.09495e+02
1.39882e+02 	 2.23879e+02
1.33462e+02 	 2.04450e+02
1.65409e+02 	 2.28832e+02
1.24641e+02 	 2.25770e+02
1.41546e+02 	 2.08328e+02
1.44978e+02 	 2.20339e+02
1.48367e+02 	 2.17584e+02
1.59540e+02 	 2.19437e+02
1.42303e+02 	 2.24822e+02
1.44549e+02 	 2.12704e+02
1.58692e+02 	 2.19250e+02
1.46808e+02 	 2.30407e+02
1.64370e+02 	 2.23081e+02
1.47818e+02 	 2.34515e+02
1.36650e+02 	 2.25370e+02
1.43443e+02 	 2.18311e+02
1.41382e+02 	 2.21830e+02
1.42635e+02 	 2.20986e+02
1.40048e+02 	 2.21929e+02
1.47605e+02 	 2.21949e+02
1.48527e+02 	 2.19628e+02
1.38947e+02 	 2.23165e+02
1.52730e+02 	 2.19621e+02
1.64494e+02 	 2.32912e+02
1.49333e+02 	 2.34461e+02
1.50039e+02 	 2.10374e+02
1.39262e+02 	 2.21801e+02
1.59200e+02 	 2.22743e+02
1.55961e+02 	 2.20443e+02
1.34460e+02 	 2.30297e+02
1.40363e+02 	 2.34340e+02
1.62633e+02 	 1.97943e+02
1.52354e+02 	 2.22799e+02
1.41185e+02 	 2.20833e+02
1.41208e+02 	 2.04099e+02
1.43191e+02 	 2.22875e+02
1.51808e+02 	 2.10539e+02
1.46058e+02 	 2.26161e+02
1.47965e+02 	 2.22141e+02
1.57505e+02 	 2.18566e+02
1.43308e+02 	 2.20537e+02
1.46631e+02 	 2.20910e+02
1.50008e+02 	 2.15628e+02
1.40588e+02 	 2.15613e+02
1.45903e+02 	 2.24508e+02
1.48381e+02 	 2.21915e+02
1.43552e+02 	 2.17259e+02
1.50155e+02 	 2.30479e+02
1.55990e+02 	 2.32345e+02
1.56448e+02 	 2.17009e+02
1.47821e+02 	 2.10178e+02
1.35404e+02 	 2.14286e+02
