# Bin vel(km/s) disp(km/s) chi2/DOF dV dsigma
0 150 2.542521493777884700e+02 1.672204059686851707e+00 3.838896688052674921e+00 3.955980573552722035e+00
1 153 2.445808865160720416e+02 1.991673685600424237e+00 3.093310307544184568e+00 3.153039750746732928e+00
2 154 2.232876685208972845e+02 1.739508045268280512e+00 3.345141700925934103e+00 3.428720525458474722e+00
3 165 2.301294022143190148e+02 1.568910337136319555e+00 4.420398174582334860e+00 4.649040321720267599e+00
4 150 2.159634680651694225e+02 1.487723712150543331e+00 5.725603964158930914e+00 6.121214700447027646e+00
5 135 2.303577663206470447e+02 1.538194254448469911e+00 9.157671917071194656e+00 9.596695697807712477e+00
6 145 2.380112833898104725e+02 1.524136231854250845e+00 1.247343126023828930e+01 1.315535279193300688e+01
7 215 2.319683078787515171e+02 1.307134222915353083e+00 2.640020218961665677e+01 2.787908472371063340e+01
