# Surface Potential(M_sun/pc²) Sigma Potential(arcsec)    qObs
4.30605e+03			 2.56604e-04		 7.50000e-01
4.25859e+03			 7.07309e-04		 7.50000e-01
4.24223e+03			 1.93806e-03		 7.50000e-01
4.23346e+03			 5.29478e-03		 7.50000e-01
4.23006e+03			 1.44452e-02		 7.50000e-01
4.22820e+03			 3.93894e-02		 7.50000e-01
4.21914e+03			 1.07301e-01		 7.50000e-01
4.18139e+03			 2.90954e-01		 7.50000e-01
4.06091e+03			 7.77123e-01		 7.50000e-01
3.72772e+03			 1.99960e+00		 7.50000e-01
2.96598e+03			 4.81414e+00		 7.50000e-01
1.81057e+03			 1.07585e+01		 7.50000e-01
8.10876e+02			 2.28443e+01		 7.50000e-01
2.90302e+02			 4.78423e+01		 7.50000e-01
9.55355e+01			 1.14683e+02		 7.50000e-01
