# y_px x_px vel(km/s) disp(km/s) chi2/DOF 1-sigma
12 19 -3.294658733374622557e+02 3.331849989597566264e+02 1.341308234643610708e+00 1.806089242794404370e+01
13 0 -3.334999736191424518e+02 2.858916489890767707e+02 1.393323195009700033e+00 1.356861504363124382e+01
13 1 -3.364311476343073082e+02 3.028950606701457104e+02 1.462147341237024278e+00 1.346563165267071049e+01
13 2 -3.168693452417759318e+02 3.295257106894699746e+02 1.328089573285712754e+00 1.344427146785447214e+01
13 3 -3.250669590202661539e+02 3.109254744465234808e+02 1.498485185614015780e+00 1.297460750988503086e+01
13 4 -3.279397018014427658e+02 3.238350816331042097e+02 1.374054340178146871e+00 1.154073193750017445e+01
13 5 -3.193530338479357056e+02 3.470895843591432595e+02 1.268666713074017238e+00 1.065776039684682353e+01
13 6 -2.891963390591759548e+02 3.318767224903519377e+02 1.318278264143143863e+00 9.213614126237885671e+00
13 7 -3.145096790351106506e+02 3.265503739966763419e+02 1.129213518621946966e+00 8.187285923166790269e+00
13 8 -3.242715978922016120e+02 3.215104172711891692e+02 1.055555586865341677e+00 8.195251838212017859e+00
13 9 -3.242866908140813962e+02 3.286455755827881831e+02 1.274978891054175723e+00 8.951283917981911031e+00
13 10 -3.142336576176010681e+02 3.411853457553467024e+02 1.249189166073124690e+00 8.625571317810130978e+00
13 11 -3.100244542729452633e+02 3.347332823259463908e+02 1.214280306749258909e+00 9.988677970935265549e+00
13 12 -3.138036941627677265e+02 3.006176735004180500e+02 1.225280137341640430e+00 8.698766953422930825e+00
13 13 -3.255090098514754686e+02 3.030891969984651837e+02 1.017351323585041101e+00 9.397141409903341014e+00
13 14 -3.020500821846222834e+02 3.414414082388667566e+02 1.231418072522799667e+00 1.268456687724716581e+01
13 15 -3.379328340664143866e+02 3.360025254547001623e+02 1.440609504218637982e+00 1.456764601621345889e+01
13 16 -3.082715920216916174e+02 3.140400011639385411e+02 1.300141377420546585e+00 1.521206596391935939e+01
13 17 -2.868216956254702268e+02 2.626102947025872822e+02 1.297954694377699170e+00 1.521101191559584898e+01
13 18 -3.173960184629203241e+02 2.882819730199749415e+02 1.372427679000232326e+00 1.501188768849813115e+01
13 19 -3.230369097697195002e+02 3.249593277026611418e+02 1.401389502284893451e+00 1.929541561095298619e+01
14 0 -3.197593241938106985e+02 2.857489495311115775e+02 1.489745684702156403e+00 1.570677449043641793e+01
14 1 -3.019625868061754090e+02 3.055464858970326532e+02 1.286228106689153661e+00 1.376063787900896607e+01
14 2 -3.130287014113013129e+02 2.884483347797232113e+02 1.429222297362459537e+00 1.410495988545420154e+01
14 3 -3.080007445242604831e+02 2.945023716037453028e+02 1.255633622840453212e+00 1.090298859538317089e+01
14 4 -3.165892417618028958e+02 3.148102390761157494e+02 1.171080348955071626e+00 1.153026011810243290e+01
14 5 -3.122595509149491022e+02 3.059471911078935591e+02 1.280077272630709029e+00 1.061743701839519716e+01
14 6 -2.991504942742532762e+02 3.477298415367793041e+02 1.045558709240499207e+00 1.107248802936728005e+01
14 7 -2.942484303643416865e+02 3.171438038096973742e+02 1.419035954552024359e+00 9.952359536678823559e+00
14 8 -3.135255899665629045e+02 3.195459027524658495e+02 1.243422318470218668e+00 9.575256603921035392e+00
14 9 -2.927432166317352653e+02 3.297135408853417857e+02 1.181992388777278080e+00 9.024602660845850721e+00
14 10 -3.094518772337777364e+02 3.312822429331058061e+02 1.179011962640067246e+00 1.016048083327487817e+01
14 11 -2.915840263685907985e+02 3.266460391742800198e+02 1.260019665453855131e+00 1.127543712706599877e+01
14 12 -3.471754257055445123e+02 3.183733514461409868e+02 1.126586474458682652e+00 1.158745724489572204e+01
14 13 -3.137419396243171832e+02 3.191128335802287097e+02 1.355227709267003311e+00 1.226235121231517589e+01
14 14 -3.365868629696431640e+02 3.398359050709282769e+02 1.377587580586413951e+00 1.494919131722407712e+01
14 15 -2.905586216699825854e+02 3.187468313838076028e+02 1.514060161241060465e+00 1.627069728940933047e+01
14 16 -2.978590595136063257e+02 3.061733662854957174e+02 1.238529229290537437e+00 1.625813859390371974e+01
14 17 -3.419526820589236422e+02 3.228413041662410592e+02 1.526225538741493581e+00 1.704935245869572924e+01
14 18 -3.262871299233535751e+02 2.819842665820046932e+02 1.595531382054543590e+00 1.749387392381343886e+01
14 19 -3.102213759458551863e+02 3.055857007878925060e+02 1.323547760641381688e+00 1.886415971624686705e+01
15 0 -3.278314504044395790e+02 2.920273390540846208e+02 1.724574887127100054e+00 1.946547332728632895e+01
15 1 -3.004641513271249664e+02 3.147830414587048722e+02 1.329786306191353296e+00 1.696897104560261837e+01
15 2 -2.844502421594895623e+02 2.942117211215647785e+02 1.461889528883224321e+00 1.519007993189051575e+01
15 3 -2.862682649288784660e+02 3.085748996711704990e+02 1.304377215107087595e+00 1.558150426745997663e+01
15 4 -3.019977420615647361e+02 3.123673789718171747e+02 1.357996579441721918e+00 1.305911459664849339e+01
15 5 -3.153147967815903598e+02 3.212460831444104201e+02 1.231933078807670556e+00 1.170275810327590982e+01
15 6 -3.015305483018893824e+02 3.052087064492545778e+02 1.156642965014345714e+00 1.107592590455809933e+01
15 7 -2.959881119393233462e+02 3.177690899376862603e+02 1.252681014812799143e+00 1.127953677780514496e+01
15 8 -3.223489256926343387e+02 3.265511008474697974e+02 1.080514745059771631e+00 1.143900189094752484e+01
15 9 -2.923264424914897290e+02 3.161831118488740344e+02 1.046074362971440408e+00 1.088954049542378044e+01
15 10 -3.235416277076531628e+02 3.108898982771018495e+02 1.282922951415555346e+00 1.207044466223513624e+01
15 11 -2.967895053553772300e+02 3.015863637844301479e+02 1.397903523590849240e+00 1.363458278497092202e+01
15 12 -3.051618114660007564e+02 3.022844219074760872e+02 1.349385436456645104e+00 1.228812102452635280e+01
15 13 -3.169471761615159835e+02 2.903475128657381106e+02 1.315786623574574987e+00 1.509506681110648607e+01
15 14 -2.995724545565302037e+02 3.114040562423517144e+02 1.442248478264514411e+00 1.649085538284754193e+01
15 15 -3.306618870541529986e+02 2.843773805715878211e+02 1.408408961122402436e+00 1.552219967668867540e+01
15 16 -3.085704911428722994e+02 3.232154158721518229e+02 1.489655481078959065e+00 1.922192534301020217e+01
15 17 -3.531610935639019999e+02 3.031281438023285659e+02 1.171700322411793671e+00 1.629479766453574996e+01
15 18 -2.817932329224451564e+02 3.166667457211962073e+02 1.482325563780418909e+00 1.950652270448739856e+01
15 19 -3.042629713475080280e+02 2.700679810996413153e+02 1.562791498786737066e+00 1.784072228225684142e+01
16 0 -3.022167743137623006e+02 2.762035913302905215e+02 1.519394912862729097e+00 1.722237247135169724e+01
16 1 -3.260563864915669114e+02 2.720065234323952268e+02 1.529657506072881201e+00 1.618021965051973865e+01
16 2 -2.769403680539893458e+02 3.273130064571636808e+02 1.484861605997111145e+00 1.765049177929138935e+01
16 3 -2.853208800949375927e+02 3.322553291301858849e+02 1.343456898847146475e+00 1.696655129987845001e+01
16 4 -3.362446312447327728e+02 3.095357015577482684e+02 1.329823507321320930e+00 1.330438555694085956e+01
16 5 -3.238589264449880716e+02 3.213466756507166338e+02 1.507570419558633468e+00 1.433282114878810276e+01
16 6 -2.920786675583792089e+02 3.072942973526529613e+02 1.221390095340411319e+00 1.465917860830311703e+01
16 7 -3.016512425051746504e+02 3.295042212559645236e+02 1.203602366818350422e+00 1.420085002041712841e+01
16 8 -3.068522708149710638e+02 3.204540018641558845e+02 1.393510673860414162e+00 1.409862218001210898e+01
16 9 -2.856913164977943325e+02 2.806911337512159434e+02 1.318220173597800748e+00 1.162059567141028538e+01
16 10 -2.890100923930573913e+02 3.285930591061417090e+02 1.393693413802765457e+00 1.385213890567380446e+01
16 11 -3.128859430969455389e+02 3.040473722188964985e+02 1.380642406324932292e+00 1.444860815395057152e+01
16 12 -3.028179345094954442e+02 3.271934808610121195e+02 1.158035012801903463e+00 1.618092287951121122e+01
16 13 -3.205524618543598194e+02 2.985160367359525253e+02 1.278890192047820396e+00 1.468983833488504587e+01
16 14 -3.345077698476045498e+02 3.438327628978187818e+02 1.545120234648871715e+00 2.129287471711135993e+01
16 15 -3.094609864055237267e+02 2.623641991357130223e+02 1.433818249792049526e+00 1.830334224741659455e+01
16 16 -3.268525800602387790e+02 3.226954236767728617e+02 1.398253784955174162e+00 1.909269874844758874e+01
16 17 -3.360025577795793197e+02 2.549366974840246201e+02 1.403801545893992087e+00 1.811971955502910703e+01
16 18 -2.989172464301220202e+02 2.786549013172951277e+02 1.483365443221775992e+00 2.129402869797483078e+01
16 19 -3.941797509397532053e+02 3.470278837444487294e+02 1.414739628390232040e+00 2.646306831231162704e+01
17 0 -3.121951407032227621e+02 2.776271841175266104e+02 1.666833569601899434e+00 2.091299771768481008e+01
17 1 -3.134210878870655392e+02 3.193067886994411424e+02 1.608729019133463334e+00 2.208056307710276656e+01
17 2 -3.274192343991434200e+02 2.895473294196853544e+02 1.713030421126082947e+00 1.715743961927090311e+01
17 3 -3.408778910735962313e+02 2.744213362860143661e+02 1.587749544845489913e+00 1.855781140795354744e+01
17 4 -3.334136502634726753e+02 2.974244706991051999e+02 1.334212155582100934e+00 1.663522698573693148e+01
17 5 -3.367964576341730094e+02 2.801344968245566633e+02 1.379897078327870563e+00 1.497323581428456230e+01
17 6 -3.158690088350874703e+02 3.187764307230980876e+02 1.489741062296475071e+00 1.690432051857510842e+01
17 7 -3.567091401229119469e+02 2.978508398087561204e+02 1.502144135790038471e+00 1.682256586000454135e+01
17 8 -3.360011318493710633e+02 3.137034996159303546e+02 1.465461264228705707e+00 1.611087946732686405e+01
17 9 -3.420971599128261005e+02 3.113452490996301094e+02 1.381896959431489602e+00 1.558745540385951500e+01
17 10 -3.188029216506839703e+02 2.702751759994328609e+02 1.244165477152891386e+00 1.413263737804832765e+01
17 11 -2.726582832109533001e+02 3.028175037345779970e+02 1.279406467795021873e+00 1.529845728751620193e+01
17 12 -3.508472168572806140e+02 3.553150647416454717e+02 1.353974208531791623e+00 2.146759277491616658e+01
17 13 -3.235957669010989548e+02 2.855229286186527702e+02 1.533883764305055797e+00 1.731403430846609837e+01
17 14 -3.185701517964550931e+02 3.221807867845990359e+02 1.545503795481558695e+00 2.141759135649096280e+01
17 15 -3.435403143768518248e+02 2.721986787026048091e+02 1.425636188290596795e+00 1.737625132475087497e+01
17 16 -3.337090505193009449e+02 2.930755099450202579e+02 1.467770719341426222e+00 2.077031237363045335e+01
17 17 -3.304343483538594910e+02 2.747663283512580392e+02 1.491041040151783292e+00 2.125154046033084398e+01
17 18 -2.753359641917494400e+02 3.339097835419120202e+02 1.590964159859964200e+00 2.392900019144911639e+01
17 19 -3.210549050461157208e+02 2.846815653666067760e+02 1.454406698610982263e+00 2.265265669065001930e+01
18 0 -3.035254906638362513e+02 2.922377931366077632e+02 1.442949715801117527e+00 2.062278824991759052e+01
18 1 -3.210889113316438852e+02 2.886483521389774296e+02 1.465721496220119935e+00 2.127274052416790440e+01
18 2 -2.887951043746382993e+02 2.691747905808247765e+02 1.422097951207513589e+00 1.676129747669401482e+01
18 3 -3.253330983354377395e+02 2.986320027212190098e+02 1.455219386293129080e+00 1.706975971262182057e+01
18 4 -3.337471564095214944e+02 2.726553001916164476e+02 1.445418629365497809e+00 1.519262161572771852e+01
18 5 -3.458100508048337929e+02 3.040428773118142658e+02 1.511084175598951251e+00 1.922549848535803108e+01
18 6 -3.357272090789183494e+02 3.030792238277520596e+02 1.681459801384954877e+00 1.658015741519084330e+01
18 7 -3.406164366683458979e+02 2.897969432262086684e+02 1.632429646006292367e+00 1.774411478119011676e+01
18 8 -3.367084714933286023e+02 2.477155008761308750e+02 1.567983859873985031e+00 1.561285647091700746e+01
18 9 -3.100284950329803451e+02 3.199694352438567080e+02 1.244829865820716419e+00 1.732500684191376195e+01
18 10 -3.115328050960449673e+02 3.044552201860618652e+02 1.459567777341918005e+00 1.792501308860621378e+01
18 11 -2.931758119557127884e+02 2.938997049157962351e+02 1.534818104801106031e+00 1.777174247450329503e+01
18 12 -3.055029174905189961e+02 3.302149911864226510e+02 1.419070394680186586e+00 1.955022398225458602e+01
18 13 -3.434290150175941108e+02 3.097329077418904717e+02 1.477199816976784374e+00 2.148940670666027586e+01
18 14 -3.317940591567018487e+02 2.756869070290428567e+02 1.544400398279672126e+00 2.002059437486740379e+01
18 15 -3.747911964731693502e+02 3.111142428780478895e+02 1.262047538027348814e+00 2.220460120281568450e+01
18 16 -3.262441890700429212e+02 2.562636107567153658e+02 1.493426547530334325e+00 2.097643162639112902e+01
18 17 -2.756748361077346772e+02 2.844430015913587226e+02 1.271492537041696513e+00 2.224951071420691306e+01
18 18 -2.622800161085920649e+02 3.310398387678048380e+02 1.532543682642419913e+00 2.997505182115438771e+01
18 19 -2.958891170671126929e+02 2.392396091228196155e+02 1.432363832408182880e+00 2.229474336750854846e+01
19 0 -2.836134210514248934e+02 2.447062717708051025e+02 1.728296896254964299e+00 2.300064890613470325e+01
19 1 -3.650794867456096995e+02 2.707086018904850562e+02 1.590471600618444725e+00 2.090657051862291382e+01
19 2 -2.990835898973911071e+02 3.672013388881106835e+02 1.552871197452503571e+00 2.280866198214466678e+01
19 3 -3.480394646248382742e+02 2.655981732825401878e+02 1.716140498013286830e+00 1.923000377813647788e+01
19 4 -3.443392513725967774e+02 2.924890029190896144e+02 1.419056777253896673e+00 2.004243214492463920e+01
19 5 -3.731946293866650421e+02 3.141224304969455261e+02 1.559919629291609988e+00 2.134279456252286877e+01
19 6 -3.340192839447801134e+02 2.642012497438267928e+02 1.450345985009439786e+00 1.781043101905727966e+01
19 7 -3.421062047496022842e+02 2.817896331318497118e+02 1.409203537772039549e+00 1.765983434524434159e+01
19 8 -2.650031818479084222e+02 3.089868901732949666e+02 1.643546697276437429e+00 2.206391849986714249e+01
19 9 -3.018370312953625216e+02 2.580720149674790491e+02 1.764468203716875072e+00 1.801833427497807705e+01
19 10 -2.749544150160781442e+02 3.013491660930937428e+02 1.757547740460239760e+00 2.067029026846307715e+01
19 11 -3.367375602512959745e+02 2.886395247386311667e+02 1.571269698521303049e+00 1.867601163472638959e+01
19 12 -2.968528676775271151e+02 2.675251583400151958e+02 1.473901682123436085e+00 1.766962292296887682e+01
19 13 -2.984937370613342864e+02 2.744637419157508589e+02 1.579519098069422700e+00 2.031721716947436462e+01
19 14 -2.659768623796273914e+02 3.561159240066018015e+02 1.505321102652025456e+00 2.680511162749710508e+01
19 15 -3.020605719589900673e+02 2.423231383706351778e+02 1.594502312187223936e+00 1.973741637723147235e+01
19 16 -2.688876721454618632e+02 2.982363904958536978e+02 1.787217950198876970e+00 2.830986414131303519e+01
19 17 -3.321314587511731702e+02 2.689628026962151921e+02 1.576976952235253915e+00 2.244567766042014867e+01
19 18 -2.769397812539660322e+02 3.035878960729490359e+02 1.332548871970009374e+00 2.711772928326407239e+01
19 19 -2.921425927276101220e+02 2.736627630740505879e+02 1.638526764579065320e+00 3.018898582344016646e+01
