_RAJ2000,_DEJ2000,_r,RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS12,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
135.805882,0.657718,0.009664,135.805882,0.657718,2,,6,J090313.41+003927.7,,2000.9157,3,24.508,0.886,23.893,0.456,21.557,0.087,21.134,0.098,20.874,0.276,,,,
135.804205,0.648724,0.006731,135.804205,0.648724,2,,6,J090313.00+003855.4,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090313.00%2b003855.4,2006.8815,3,21.533,0.171,19.308,0.011,17.943,0.007,16.98,0.005,16.504,0.01,,,,
135.803923,0.649978,0.005986,135.803923,0.649978,2,,3,J090312.94+003859.9,,2006.8815,3,22.413,0.819,20.398,0.047,19.973,0.059,19.982,0.096,20.914,0.898,,,,
135.810009,0.651482,0.011786,135.810009,0.651482,2,,6,J090314.40+003905.3,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090314.40%2b003905.3,2006.8815,3,22.963,0.563,20.783,0.029,19.357,0.016,18.571,0.012,18.244,0.031,,,,
135.7943,0.64365,0.009064,135.7943,0.64365,2,,6,J090310.63+003837.1,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090310.63%2b003837.1,2006.8815,3,23.995,1.186,22.004,0.076,20.519,0.038,19.599,0.026,19.024,0.061,,,,
135.800546,0.647724,0.004706,135.800546,0.647724,2,,3,J090312.13+003851.8,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090312.13%2b003851.8,2006.8815,3,21.748,0.247,21.364,0.056,20.512,0.047,19.973,0.045,19.741,0.147,,,,
135.802038,0.646453,0.006581,135.802038,0.646453,2,,3,J090312.48+003847.2,,2006.8815,3,22.42,0.649,21.653,0.111,20.568,0.078,20.328,0.096,21.28,0.938,,,,
135.806031,0.653754,0.00804,135.806031,0.653754,2,,3,J090313.44+003913.5,,2006.8815,3,22.297,0.369,20.748,0.032,20.007,0.029,19.726,0.034,19.47,0.108,,,,
135.808855,0.655148,0.011137,135.808855,0.655148,2,,3,J090314.12+003918.5,,2006.8815,3,26.371,0.653,22.826,0.203,21.235,0.089,20.56,0.076,20.213,0.225,,,,
135.796703,0.658877,0.007221,135.796703,0.658877,2,,6,J090311.20+003931.9,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090311.20%2b003931.9,2007.1985,3,17.821,0.012,16.276,0.004,15.697,0.004,15.502,0.004,15.416,0.006,,,,
135.797561,0.657692,0.005911,135.797561,0.657692,2,,6,J090311.41+003927.6,,2007.1985,3,24.544,0.819,22.057,0.08,20.533,0.032,19.032,0.013,18.154,0.023,,,,
135.788863,0.659097,0.011859,135.788863,0.659097,2,,6,J090309.32+003932.7,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090309.32%2b003932.7,2007.1985,3,19.885,0.038,18.624,0.008,18.189,0.007,18.038,0.008,17.993,0.02,,,,
135.801559,0.652387,0.00338,135.801559,0.652387,2,,6,J090312.37+003908.5,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090312.37%2b003908.5,2007.1985,3,19.672,0.033,19.296,0.01,19.245,0.012,19.152,0.014,18.944,0.04,,,,
135.802972,0.654171,0.005296,135.802972,0.654171,2,,3,J090312.71+003915.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090312.71%2b003915.0,2007.1985,3,22.883,0.603,21.428,0.07,19.893,0.029,19.309,0.024,18.953,0.073,,,,
135.800998,0.650974,0.002897,135.800998,0.650974,2,,6,J090312.23+003903.5,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090312.23%2b003903.5,2007.1985,3,23.91,0.714,23.862,0.305,21.734,0.079,21.225,0.067,20.887,0.207,,,,
135.803947,0.650014,0.005998,135.803947,0.650014,2,,3,J090312.94+003900.0,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090312.94%2b003900.0,2007.1985,3,21.692,0.324,20.552,0.049,20.005,0.048,19.775,0.056,20.819,0.573,,,,
135.804214,0.648731,0.006736,135.804214,0.648731,2,,6,J090313.01+003855.4,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090313.01%2b003855.4,2007.1985,3,21.658,0.131,19.342,0.011,17.935,0.007,17.012,0.005,16.515,0.009,,,,
135.793272,0.652721,0.005036,135.793272,0.652721,2,,6,J090310.38+003909.7,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090310.38%2b003909.7,2007.1985,3,22.478,0.246,20.241,0.018,18.983,0.011,18.414,0.009,18.05,0.021,,,,
135.793259,0.653507,0.005247,135.793259,0.653507,2,,6,J090310.38+003912.6,,2007.1985,3,24.789,0.874,24.389,0.447,22.452,0.155,21.598,0.098,21.004,0.241,,,,
135.798226,0.651809,1.0E-5,135.798226,0.651809,2,,3,J090311.57+003906.5,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090311.57%2b003906.5,2007.1985,3,21.735,0.299,20.273,0.035,18.668,0.015,18.084,0.012,17.741,0.035,,,,
135.794304,0.643662,0.009051,135.794304,0.643662,2,,6,J090310.63+003837.1,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090310.63%2b003837.1,2007.1985,3,25.004,0.823,21.93,0.065,20.457,0.029,19.574,0.019,18.991,0.044,,,,
135.785072,0.651312,0.013164,135.785072,0.651312,2,,3,J090308.41+003904.7,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090308.41%2b003904.7,2007.1985,3,21.961,0.258,21.101,0.051,20.212,0.036,19.955,0.04,19.608,0.123,,,,
135.787651,0.652406,0.010592,135.787651,0.652406,2,,3,J090309.03+003908.6,,2007.1985,3,24.188,1.219,22.203,0.119,21.257,0.081,21.181,0.105,20.91,0.346,,,,
135.791566,0.646371,0.008605,135.791566,0.646371,2,,3,J090309.97+003846.9,,2007.1985,3,24.976,1.125,24.481,0.631,22.212,0.169,22.356,0.258,21.798,0.615,,,,
135.789147,0.662116,0.013728,135.789147,0.662116,2,,6,J090309.39+003943.6,,2007.1985,3,26.558,0.247,22.15,0.073,20.636,0.032,20.013,0.025,19.688,0.072,,,,
135.792584,0.657876,0.008278,135.792584,0.657876,2,,6,J090310.22+003928.3,,2007.1985,3,25.855,0.461,21.451,0.042,20.057,0.021,19.426,0.017,19.145,0.047,,,,
135.80055,0.647746,0.004689,135.80055,0.647746,2,,3,J090312.13+003851.8,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090312.13%2b003851.8,2007.1985,3,22.2,0.249,21.366,0.05,20.544,0.037,20.047,0.033,19.69,0.098,,,,
135.80308,0.657416,0.007408,135.80308,0.657416,2,,3,J090312.73+003926.6,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090312.73%2b003926.6,2007.1985,3,24.722,1.111,22.448,0.123,21.767,0.105,21.273,0.092,20.881,0.269,,,,
135.802469,0.657624,0.00719,135.802469,0.657624,2,,3,J090312.59+003927.4,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090312.59%2b003927.4,2007.1985,3,25.837,0.977,23.803,0.589,21.528,0.128,21.601,0.191,21.122,0.522,,,,
135.806056,0.653764,0.008066,135.806056,0.653764,2,,3,J090313.45+003913.5,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090313.45%2b003913.5,2007.1985,3,21.917,0.196,20.693,0.029,19.918,0.023,19.648,0.024,19.298,0.071,,,,
135.801085,0.662023,0.010597,135.801085,0.662023,2,,3,J090312.26+003943.2,,2007.1985,3,22.218,0.33,22.509,0.176,21.066,0.078,20.525,0.067,20.033,0.183,,,,
135.80584,0.657737,0.009642,135.80584,0.657737,2,,6,J090313.40+003927.8,http://vizier.u-strasbg.fr/viz-bin/VizieR-4?-info=XML&-out.add=.&-source=V/147&SDSS12=J090313.40%2b003927.8,2007.1985,3,26.045,0.449,23.045,0.175,21.528,0.072,21.046,0.064,21.103,0.273,,,,
135.808797,0.655117,0.011072,135.808797,0.655117,2,,3,J090314.11+003918.4,,2007.1985,3,23.617,0.902,22.458,0.148,21.092,0.07,20.397,0.052,20.053,0.161,,,,
135.793797,0.662185,0.011273,135.793797,0.662185,2,,3,J090310.51+003943.8,,2007.1985,3,25.647,0.689,23.93,0.39,22.739,0.23,22.041,0.171,21.725,0.499,,,,
