# Bin vel(km/s) disp(km/s) chi2/DOF dV dsigma
0 134 2.459761375507426635e+02 1.267516501454856614e+00 8.437198680383080074e+00 8.855470676855166090e+00
1 133 2.176795921129524913e+02 1.443644278387823388e+00 5.740694351303207377e+00 6.421064684013425783e+00
2 148 2.142251268453055957e+02 1.351552563904485416e+00 6.559147131314331247e+00 7.426797349331705433e+00
3 161 2.157137157621837105e+02 1.378098637114543834e+00 1.262342217713456272e+01 1.078221214729315669e+01
4 148 2.242760602686784921e+02 1.288846493771724333e+00 1.116427009586479713e+01 1.432764823770263618e+01
5 126 2.358704018637399145e+02 1.420018868512860299e+00 2.253697301561395605e+01 2.508742850986415718e+01
6 153 2.124658921797611413e+02 1.356322526674264228e+00 2.066376775652421927e+01 2.763754020498652508e+01
7 294 1.846763591736228420e+02 1.298288184761557496e+00 3.689998146570439275e+01 4.350474197117415542e+01
