# y_px x_px y_arcs x_arcs
5 29 2.342198490986193065e+03 4.888742491122201318e+05
5 30 2.342198490995331213e+03 4.888740490993250860e+05
5 31 2.342198491002203355e+03 4.888738490864301566e+05
5 32 2.342198491006799031e+03 4.888736490735352272e+05
5 33 2.342198491009296049e+03 4.888734490606402978e+05
5 34 2.342198491009562531e+03 4.888732490477454267e+05
5 35 2.342198491007654866e+03 4.888730490348504973e+05
5 36 2.342198491003493018e+03 4.888728490219555679e+05
5 37 2.342198490997077442e+03 4.888726490090606385e+05
5 38 2.342198490988511367e+03 4.888724489961657091e+05
5 39 2.342198490977832535e+03 4.888722489832707797e+05
5 40 2.342198490964889515e+03 4.888720489703758503e+05
5 41 2.342198490949680945e+03 4.888718489574809209e+05
5 42 2.342198490932342793e+03 4.888716489445859916e+05
5 43 2.342198490912798206e+03 4.888714489316910622e+05
5 44 2.342198490891045367e+03 4.888712489187961328e+05
5 45 2.342198490867082455e+03 4.888710489059012034e+05
5 46 2.342198490840898103e+03 4.888708488930062740e+05
5 47 2.342198490812512318e+03 4.888706488801114028e+05
5 48 2.342198490781947839e+03 4.888704488672165317e+05
5 49 2.342198490749171469e+03 4.888702488543216023e+05
5 50 2.342198490714252330e+03 4.888700488414267893e+05
5 51 2.342198490677005339e+03 4.888698488285318599e+05
5 52 2.342198490637645591e+03 4.888696488156369305e+05
5 53 2.342198490596051670e+03 4.888694488027421176e+05
5 54 2.342198490552268140e+03 4.888692487898473046e+05
5 55 2.342198490506280450e+03 4.888690487769523752e+05
5 56 2.342198490458132710e+03 4.888688487640576786e+05
5 57 2.342198490407694862e+03 4.888686487511627492e+05
5 58 2.342198490355122885e+03 4.888684487382679363e+05
5 59 2.342198490300310368e+03 4.888682487253731233e+05
6 0 2.342398489765185332e+03 4.888800494862449705e+05
6 1 2.342398489838109981e+03 4.888798494733480038e+05
6 2 2.342398489908858664e+03 4.888796494604510372e+05
6 3 2.342398489977387726e+03 4.888794494475540705e+05
6 4 2.342398490043701258e+03 4.888792494346572203e+05
6 5 2.342398490107843372e+03 4.888790494217601372e+05
6 6 2.342398490169760862e+03 4.888788494088631705e+05
6 7 2.342398490229469189e+03 4.888786493959662039e+05
6 8 2.342398490287013828e+03 4.888784493830691208e+05
6 9 2.342398490342317473e+03 4.888782493701721542e+05
6 10 2.342398490395446061e+03 4.888780493572750711e+05
6 11 2.342398490446331380e+03 4.888778493443781044e+05
6 12 2.342398490495036185e+03 4.888776493314810214e+05
6 13 2.342398490541561387e+03 4.888774493185839383e+05
6 14 2.342398490585894706e+03 4.888772493056868552e+05
6 15 2.342398490627992487e+03 4.888770492927897722e+05
6 16 2.342398490667874739e+03 4.888768492798927473e+05
6 17 2.342398490705526001e+03 4.888766492669956642e+05
6 18 2.342398490741061778e+03 4.888764492540985812e+05
6 19 2.342398490774326092e+03 4.888762492412014981e+05
6 20 2.342398490805465372e+03 4.888760492283042986e+05
6 21 2.342398490834340464e+03 4.888758492154072737e+05
6 22 2.342398490861027312e+03 4.888756492025101907e+05
6 23 2.342398490885485444e+03 4.888754491896129912e+05
6 24 2.342398490907753512e+03 4.888752491767159081e+05
6 25 2.342398490927900639e+03 4.888750491638187668e+05
6 26 2.342398490945755839e+03 4.888748491509216838e+05
6 27 2.342398490961482366e+03 4.888746491380244843e+05
6 28 2.342398490974893775e+03 4.888744491251274594e+05
6 29 2.342398490986129673e+03 4.888742491122302599e+05
6 30 2.342398490995263273e+03 4.888740490993330604e+05
6 31 2.342398491002129958e+03 4.888738490864360356e+05
6 32 2.342398491006760651e+03 4.888736490735388361e+05
6 33 2.342398491009266309e+03 4.888734490606417530e+05
6 34 2.342398491009525060e+03 4.888732490477445535e+05
6 35 2.342398491007495977e+03 4.888730490348474123e+05
6 36 2.342398491003405979e+03 4.888728490219503292e+05
6 37 2.342398490997032695e+03 4.888726490090531297e+05
6 38 2.342398490988487993e+03 4.888724489961559884e+05
6 39 2.342398490977708661e+03 4.888722489832589054e+05
6 40 2.342398490964839311e+03 4.888720489703617059e+05
6 41 2.342398490949659845e+03 4.888718489574646810e+05
6 42 2.342398490932278037e+03 4.888716489445674815e+05
6 43 2.342398490912679335e+03 4.888714489316702820e+05
6 44 2.342398490890968787e+03 4.888712489187732572e+05
6 45 2.342398490866990869e+03 4.888710489058761741e+05
6 46 2.342398490840789691e+03 4.888708488929789746e+05
6 47 2.342398490812410728e+03 4.888706488800818915e+05
6 48 2.342398490781833061e+03 4.888704488671847503e+05
6 49 2.342398490749079883e+03 4.888702488542876672e+05
6 50 2.342398490714089348e+03 4.888700488413905841e+05
6 51 2.342398490676909660e+03 4.888698488284935011e+05
6 52 2.342398490637541727e+03 4.888696488155964180e+05
6 53 2.342398490595942803e+03 4.888694488026993931e+05
6 54 2.342398490552124713e+03 4.888692487898023101e+05
6 55 2.342398490506134294e+03 4.888690487769052270e+05
6 56 2.342398490457927892e+03 4.888688487640081439e+05
6 57 2.342398490407606459e+03 4.888686487511111773e+05
6 58 2.342398490354974001e+03 4.888684487382140942e+05
6 59 2.342398490300188314e+03 4.888682487253171275e+05
7 0 2.342598489765004160e+03 4.888800494863190688e+05
7 1 2.342598489837953821e+03 4.888798494734199485e+05
7 2 2.342598489908722058e+03 4.888796494605207117e+05
7 3 2.342598489977212921e+03 4.888794494476217078e+05
7 4 2.342598490043551465e+03 4.888792494347224711e+05
7 5 2.342598490107681755e+03 4.888790494218233507e+05
7 6 2.342598490169621527e+03 4.888788494089241140e+05
7 7 2.342598490229368508e+03 4.888786493960248190e+05
7 8 2.342598490286867218e+03 4.888784493831256987e+05
7 9 2.342598490342220884e+03 4.888782493702263455e+05
7 10 2.342598490395277167e+03 4.888780493573272252e+05
7 11 2.342598490446246615e+03 4.888778493444279302e+05
7 12 2.342598490494935504e+03 4.888776493315286934e+05
7 13 2.342598490541460706e+03 4.888774493186294567e+05
7 14 2.342598490585754917e+03 4.888772493057301617e+05
7 15 2.342598490627872707e+03 4.888770492928309250e+05
7 16 2.342598490667791339e+03 4.888768492799316300e+05
7 17 2.342598490705448057e+03 4.888766492670323933e+05
7 18 2.342598490741016121e+03 4.888764492541329819e+05
7 19 2.342598490774274978e+03 4.888762492412337451e+05
7 20 2.342598490805382426e+03 4.888760492283343920e+05
7 21 2.342598490834270251e+03 4.888758492154350970e+05
7 22 2.342598490860983475e+03 4.888756492025357438e+05
7 23 2.342598490885482988e+03 4.888754491896364489e+05
7 24 2.342598490907710584e+03 4.888752491767370957e+05
7 25 2.342598490927783132e+03 4.888750491638378007e+05
7 26 2.342598490945691537e+03 4.888748491509384476e+05
7 27 2.342598490961364860e+03 4.888746491380391526e+05
7 28 2.342598490974836295e+03 4.888744491251397994e+05
7 29 2.342598490986100387e+03 4.888742491122405045e+05
7 30 2.342598490995187149e+03 4.888740490993410349e+05
7 31 2.342598491002046558e+03 4.888738490864417399e+05
7 32 2.342598491006678159e+03 4.888736490735423868e+05
7 33 2.342598491009154259e+03 4.888734490606430918e+05
7 34 2.342598491009404825e+03 4.888732490477437386e+05
7 35 2.342598491007475786e+03 4.888730490348443273e+05
7 36 2.342598491003362142e+03 4.888728490219450323e+05
7 37 2.342598490996958390e+03 4.888726490090456791e+05
7 38 2.342598490988411868e+03 4.888724489961463842e+05
7 39 2.342598490977710298e+03 4.888722489832470310e+05
7 40 2.342598490964701796e+03 4.888720489703476196e+05
7 41 2.342598490949578718e+03 4.888718489574482664e+05
7 42 2.342598490932175537e+03 4.888716489445489715e+05
7 43 2.342598490912664147e+03 4.888714489316496183e+05
7 44 2.342598490890859466e+03 4.888712489187503234e+05
7 45 2.342598490866890188e+03 4.888710489058509702e+05
7 46 2.342598490840712202e+03 4.888708488929516752e+05
7 47 2.342598490812348700e+03 4.888706488800523221e+05
7 48 2.342598490781764667e+03 4.888704488671531435e+05
7 49 2.342598490748981021e+03 4.888702488542537903e+05
7 50 2.342598490714015952e+03 4.888700488413544954e+05
7 51 2.342598490676783968e+03 4.888698488284551422e+05
7 52 2.342598490637434679e+03 4.888696488155559055e+05
7 53 2.342598490595830299e+03 4.888694488026566105e+05
7 54 2.342598490552015846e+03 4.888692487897572573e+05
7 55 2.342598490506080452e+03 4.888690487768581370e+05
7 56 2.342598490457847674e+03 4.888688487639588420e+05
7 57 2.342598490407463487e+03 4.888686487510596053e+05
7 58 2.342598490354852856e+03 4.888684487381603103e+05
7 59 2.342598490300063077e+03 4.888682487252611900e+05
8 0 2.342798489764862097e+03 4.888800494863932254e+05
8 1 2.342798489837791749e+03 4.888798494734918931e+05
8 2 2.342798489908558622e+03 4.888796494605905027e+05
8 3 2.342798489977059489e+03 4.888794494476892287e+05
8 4 2.342798490043404854e+03 4.888792494347878383e+05
8 5 2.342798490107559701e+03 4.888790494218863896e+05
8 6 2.342798490169510387e+03 4.888788494089849992e+05
8 7 2.342798490229202798e+03 4.888786493960836669e+05
8 8 2.342798490286776996e+03 4.888784493831821601e+05
8 9 2.342798490342074274e+03 4.888782493702807697e+05
8 10 2.342798490395190129e+03 4.888780493573793210e+05
8 11 2.342798490446115011e+03 4.888778493444778724e+05
8 12 2.342798490494835733e+03 4.888776493315763655e+05
8 13 2.342798490541362298e+03 4.888774493186749169e+05
8 14 2.342798490585666514e+03 4.888772493057734100e+05
8 15 2.342798490627814772e+03 4.888770492928719614e+05
8 16 2.342798490667698843e+03 4.888768492799705127e+05
8 17 2.342798490705392851e+03 4.888766492670690059e+05
