# y_px x_px y_arcs x_arcs
14 24 2.343998490907359155e+03 4.888752491768856999e+05
14 25 2.343998490927461717e+03 4.888750491639709217e+05
14 26 2.343998490945316007e+03 4.888748491510561435e+05
14 27 2.343998490961022981e+03 4.888746491381413653e+05
14 28 2.343998490974520791e+03 4.888744491252265871e+05
14 29 2.343998490985765329e+03 4.888742491123118089e+05
14 30 2.343998490994827080e+03 4.888740490993969142e+05
14 31 2.343998491001744696e+03 4.888738490864821360e+05
14 32 2.343998491006445875e+03 4.888736490735673578e+05
14 33 2.343998491008904693e+03 4.888734490606525796e+05
14 34 2.343998491009091140e+03 4.888732490477378014e+05
14 35 2.343998491007163011e+03 4.888730490348230815e+05
14 36 2.343998491003029812e+03 4.888728490219083033e+05
14 37 2.343998490996683358e+03 4.888726490089935251e+05
14 38 2.343998490988121375e+03 4.888724489960786304e+05
14 39 2.343998490977365691e+03 4.888722489831638522e+05
14 40 2.343998490964340363e+03 4.888720489702490740e+05
14 41 2.343998490949228199e+03 4.888718489573342958e+05
14 42 2.343998490931848664e+03 4.888716489444195176e+05
14 43 2.343998490912246780e+03 4.888714489315047394e+05
14 44 2.343998490890456651e+03 4.888712489185899612e+05
14 45 2.343998490866469183e+03 4.888710489056751831e+05
14 46 2.343998490840312115e+03 4.888708488927604049e+05
14 47 2.343998490811919055e+03 4.888706488798456849e+05
14 48 2.343998490781329565e+03 4.888704488669309649e+05
14 49 2.343998490748514996e+03 4.888702488540161867e+05
14 50 2.343998490713537194e+03 4.888700488411014085e+05
14 51 2.343998490676321126e+03 4.888698488281867467e+05
14 52 2.343998490636905899e+03 4.888696488152719685e+05
14 53 2.343998490595277872e+03 4.888694488023571903e+05
14 54 2.343998490551436589e+03 4.888692487894425285e+05
14 55 2.343998490505438895e+03 4.888690487765278667e+05
14 56 2.343998490457186108e+03 4.888688487636130885e+05
14 57 2.343998490406804649e+03 4.888686487506985432e+05
14 58 2.343998490354147634e+03 4.888684487377837650e+05
14 59 2.343998490299303285e+03 4.888682487248691032e+05
15 0 2.344198489763825364e+03 4.888800494869123795e+05
15 1 2.344198489836821864e+03 4.888798494739955640e+05
15 2 2.344198489907611474e+03 4.888796494610788650e+05
15 3 2.344198489976194196e+03 4.888794494481620495e+05
15 4 2.344198490042569574e+03 4.888792494352452341e+05
15 5 2.344198490106743066e+03 4.888790494223284186e+05
15 6 2.344198490168737862e+03 4.888788494094114867e+05
15 7 2.344198490228483024e+03 4.888786493964946712e+05
15 8 2.344198490286046763e+03 4.888784493835778558e+05
15 9 2.344198490341418164e+03 4.888782493706609239e+05
15 10 2.344198490394553573e+03 4.888780493577441084e+05
15 11 2.344198490445517109e+03 4.888778493448271765e+05
15 12 2.344198490494291946e+03 4.888776493319101282e+05
15 13 2.344198490540809871e+03 4.888774493189933128e+05
15 14 2.344198490585156833e+03 4.888772493060763809e+05
15 15 2.344198490627279170e+03 4.888770492931594490e+05
15 16 2.344198490667222359e+03 4.888768492802425753e+05
15 17 2.344198490704934557e+03 4.888766492673256435e+05
15 18 2.344198490740464422e+03 4.888764492544087116e+05
15 19 2.344198490773781032e+03 4.888762492414916633e+05
15 20 2.344198490804894391e+03 4.888760492285747314e+05
15 21 2.344198490833817687e+03 4.888758492156577413e+05
15 22 2.344198490860507263e+03 4.888756492027408094e+05
15 23 2.344198490885062711e+03 4.888754491898237611e+05
15 24 2.344198490907318956e+03 4.888752491769068292e+05
15 25 2.344198490927406056e+03 4.888750491639899556e+05
15 26 2.344198490945297635e+03 4.888748491510729073e+05
15 27 2.344198490960977324e+03 4.888746491381558590e+05
15 28 2.344198490974438300e+03 4.888744491252389853e+05
15 29 2.344198490985691933e+03 4.888742491123219370e+05
15 30 2.344198490994785061e+03 4.888740490994050051e+05
15 31 2.344198491001661750e+03 4.888738490864879568e+05
15 32 2.344198491006369750e+03 4.888736490735709667e+05
15 33 2.344198491008782639e+03 4.888734490606539184e+05
15 34 2.344198491009116879e+03 4.888732490477369865e+05
15 35 2.344198491007128723e+03 4.888730490348199965e+05
15 36 2.344198491002993251e+03 4.888728490219029482e+05
15 37 2.344198490996653618e+03 4.888726490089860163e+05
15 38 2.344198490988038429e+03 4.888724489960690262e+05
15 39 2.344198490977321853e+03 4.888722489831519779e+05
15 40 2.344198490964312441e+03 4.888720489702349878e+05
15 41 2.344198490949183906e+03 4.888718489573180559e+05
15 42 2.344198490931801189e+03 4.888716489444010076e+05
15 43 2.344198490912243415e+03 4.888714489314840757e+05
15 44 2.344198490890440098e+03 4.888712489185670856e+05
15 45 2.344198490866448083e+03 4.888710489056501538e+05
15 46 2.344198490840282830e+03 4.888708488927331055e+05
15 47 2.344198490811878401e+03 4.888706488798161736e+05
15 48 2.344198490781283454e+03 4.888704488668992417e+05
15 49 2.344198490748445238e+03 4.888702488539822516e+05
15 50 2.344198490713475621e+03 4.888700488410653197e+05
15 51 2.344198490676267738e+03 4.888698488281483878e+05
15 52 2.344198490636840233e+03 4.888696488152314560e+05
15 53 2.344198490595224939e+03 4.888694488023145241e+05
15 54 2.344198490551407303e+03 4.888692487893976504e+05
15 55 2.344198490505352765e+03 4.888690487764806021e+05
15 56 2.344198490457150001e+03 4.888688487635637866e+05
15 57 2.344198490406709425e+03 4.888686487506468548e+05
15 58 2.344198490354079695e+03 4.888684487377300393e+05
15 59 2.344198490299210334e+03 4.888682487248129910e+05
16 0 2.344398489763700582e+03 4.888800494869865943e+05
16 1 2.344398489836697536e+03 4.888798494740676251e+05
16 2 2.344398489907494877e+03 4.888796494611485396e+05
16 3 2.344398489976095334e+03 4.888794494482295704e+05
16 4 2.344398490042484809e+03 4.888792494353104848e+05
16 5 2.344398490106643749e+03 4.888790494223915157e+05
16 6 2.344398490168640819e+03 4.888788494094724301e+05
16 7 2.344398490228405080e+03 4.888786493965534028e+05
16 8 2.344398490285971093e+03 4.888784493836343172e+05
16 9 2.344398490341324759e+03 4.888782493707152316e+05
16 10 2.344398490394489272e+03 4.888780493577961461e+05
16 11 2.344398490445441439e+03 4.888778493448771187e+05
16 12 2.344398490494190355e+03 4.888776493319579167e+05
16 13 2.344398490540740113e+03 4.888774493190388312e+05
16 14 2.344398490585093441e+03 4.888772493061196874e+05
16 15 2.344398490627234423e+03 4.888770492932004854e+05
16 16 2.344398490667161241e+03 4.888768492802814581e+05
16 17 2.344398490704910273e+03 4.888766492673622561e+05
16 18 2.344398490740455600e+03 4.888764492544430541e+05
16 19 2.344398490773742196e+03 4.888762492415240267e+05
16 20 2.344398490804865105e+03 4.888760492286048247e+05
16 21 2.344398490833772939e+03 4.888758492156856810e+05
16 22 2.344398490860474340e+03 4.888756492027664790e+05
16 23 2.344398490884981584e+03 4.888754491898473352e+05
16 24 2.344398490907267842e+03 4.888752491769281332e+05
16 25 2.344398490927405874e+03 4.888750491640088730e+05
16 26 2.344398490945288358e+03 4.888748491510896711e+05
16 27 2.344398490960976687e+03 4.888746491381705273e+05
16 28 2.344398490974467222e+03 4.888744491252513253e+05
16 29 2.344398490985769513e+03 4.888742491123320651e+05
16 30 2.344398490994800341e+03 4.888740490994128631e+05
16 31 2.344398491001694765e+03 4.888738490864937194e+05
16 32 2.344398491006355925e+03 4.888736490735745174e+05
16 33 2.344398491008817928e+03 4.888734490606553736e+05
16 34 2.344398491009078498e+03 4.888732490477361134e+05
16 35 2.344398491007061239e+03 4.888730490348169114e+05
16 36 2.344398491002963056e+03 4.888728490218977677e+05
16 37 2.344398490996625242e+03 4.888726490089785657e+05
16 38 2.344398490988024605e+03 4.888724489960593055e+05
16 39 2.344398490977303481e+03 4.888722489831401035e+05
16 40 2.344398490964345456e+03 4.888720489702209597e+05
16 41 2.344398490949170537e+03 4.888718489573017578e+05
16 42 2.344398490931829656e+03 4.888716489443826140e+05
16 43 2.344398490912170928e+03 4.888714489314632956e+05
16 44 2.344398490890420362e+03 4.888712489185441518e+05
16 45 2.344398490866422435e+03 4.888710489056249498e+05
16 46 2.344398490840233080e+03 4.888708488927058061e+05
16 47 2.344398490811843658e+03 4.888706488797866041e+05
16 48 2.344398490781250530e+03 4.888704488668675767e+05
16 49 2.344398490748428685e+03 4.888702488539482583e+05
16 50 2.344398490713431329e+03 4.888700488410291728e+05
16 51 2.344398490676218898e+03 4.888698488281100290e+05
16 52 2.344398490636801853e+03 4.888696488151908270e+05
16 53 2.344398490595182921e+03 4.888694488022717997e+05
16 54 2.344398490551323903e+03 4.888692487893525977e+05
16 55 2.344398490505307564e+03 4.888690487764335121e+05
16 56 2.344398490457058870e+03 4.888688487635143683e+05
16 57 2.344398490406632845e+03 4.888686487505952828e+05
16 58 2.344398490353977195e+03 4.888684487376761390e+05
16 59 2.344398490299161040e+03 4.888682487247571698e+05
17 0 2.344598489763579892e+03 4.888800494870607508e+05
17 1 2.344598489836577755e+03 4.888798494741395698e+05
17 2 2.344598489907381008e+03 4.888796494612183305e+05
17 3 2.344598489975977827e+03 4.888794494482970913e+05
17 4 2.344598490042375488e+03 4.888792494353758520e+05
17 5 2.344598490106553982e+03 4.888790494224546710e+05
17 6 2.344598490168530589e+03 4.888788494095334318e+05
17 7 2.344598490228315768e+03 4.888786493966121343e+05
17 8 2.344598490285874504e+03 4.888784493836908950e+05
17 9 2.344598490341280012e+03 4.888782493707694812e+05
17 10 2.344598490394422697e+03 4.888780493578482419e+05
17 11 2.344598490445380321e+03 4.888778493449269445e+05
17 12 2.344598490494148336e+03 4.888776493320055888e+05
17 13 2.344598490540673993e+03 4.888774493190844078e+05
17 14 2.344598490585037780e+03 4.888772493061629357e+05
17 15 2.344598490627190131e+03 4.888770492932416382e+05
17 16 2.344598490667113310e+03 4.888768492803203408e+05
17 17 2.344598490704866890e+03 4.888766492673988687e+05
17 18 2.344598490740387660e+03 4.888764492544775712e+05
17 19 2.344598490773715639e+03 4.888762492415562156e+05
17 20 2.344598490804834910e+03 4.888760492286348017e+05
17 21 2.344598490833736378e+03 4.888758492157135042e+05
17 22 2.344598490860429138e+03 4.888756492027920904e+05
17 23 2.344598490884966850e+03 4.888754491898706183e+05
17 24 2.344598490907308133e+03 4.888752491769492044e+05
17 25 2.344598490927362946e+03 4.888750491640279070e+05
17 26 2.344598490945252252e+03 4.888748491511065513e+05
17 27 2.344598490960931940e+03 4.888746491381851374e+05
17 28 2.344598490974432480e+03 4.888744491252637235e+05
17 29 2.344598490985762965e+03 4.888742491123423097e+05
17 30 2.344598490994774693e+03 4.888740490994208958e+05
17 31 2.344598491001644561e+03 4.888738490864995401e+05
17 32 2.344598491006307540e+03 4.888736490735781263e+05
17 33 2.344598491008816382e+03 4.888734490606567124e+05
17 34 2.344598491009051031e+03 4.888732490477352985e+05
17 35 2.344598491007114262e+03 4.888730490348138264e+05
17 36 2.344598491002956052e+03 4.888728490218924126e+05
17 37 2.344598490996605506e+03 4.888726490089711151e+05
17 38 2.344598490988038975e+03 4.888724489960497012e+05
17 39 2.344598490977251004e+03 4.888722489831282292e+05
17 40 2.344598490964322991e+03 4.888720489702068153e+05
17 41 2.344598490949141251e+03 4.888718489572855178e+05
17 42 2.344598490931748984e+03 4.888716489443640457e+05
17 43 2.344598490912168472e+03 4.888714489314426319e+05
17 44 2.344598490890398352e+03 4.888712489185213344e+05
17 45 2.344598490866400880e+03 4.888710489055999205e+05
17 46 2.344598490840214708e+03 4.888708488926784485e+05
17 47 2.344598490811820284e+03 4.888706488797571510e+05
17 48 2.344598490781195324e+03 4.888704488668357371e+05
17 49 2.344598490748391669e+03 4.888702488539143815e+05
17 50 2.344598490713391584e+03 4.888700488409930840e+05
17 51 2.344598490676163692e+03 4.888698488280716701e+05
17 52 2.344598490636756196e+03 4.888696488151503145e+05
17 53 2.344598490595140447e+03 4.888694488022290170e+05
17 54 2.344598490551296891e+03 4.888692487893076614e+05
17 55 2.344598490505261452e+03 4.888690487763863639e+05
17 56 2.344598490457000935e+03 4.888688487634649500e+05
17 57 2.344598490406559449e+03 4.888686487505435944e+05
17 58 2.344598490353931538e+03 4.888684487376224133e+05
17 59 2.344598490299074456e+03 4.888682487247010577e+05
18 0 2.344798489763461021e+03 4.888800494871349656e+05
18 1 2.344798489836471163e+03 4.888798494742114563e+05
18 2 2.344798489907277599e+03 4.888796494612881215e+05
18 3 2.344798489975885332e+03 4.888794494483646122e+05
18 4 2.344798490042282083e+03 4.888792494354411610e+05
18 5 2.344798490106466488e+03 4.888790494225177681e+05
18 6 2.344798490168456283e+03 4.888788494095943170e+05
18 7 2.344798490228234186e+03 4.888786493966708658e+05
18 8 2.344798490285817479e+03 4.888784493837473565e+05
18 9 2.344798490341194793e+03 4.888782493708237889e+05
18 10 2.344798490394355667e+03 4.888780493579003378e+05
18 11 2.344798490445323296e+03 4.888778493449768284e+05
18 12 2.344798490494099042e+03 4.888776493320532609e+05
18 13 2.344798490540647435e+03 4.888774493191298097e+05
18 14 2.344798490584979845e+03 4.888772493062062422e+05
18 15 2.344798490627150841e+03 4.888770492932826746e+05
18 16 2.344798490667075839e+03 4.888768492803591653e+05
18 17 2.344798490704831693e+03 4.888766492674355395e+05
18 18 2.344798490740372927e+03 4.888764492545119138e+05
18 19 2.344798490773667254e+03 4.888762492415884626e+05
18 20 2.344798490804806079e+03 4.888760492286648951e+05
18 21 2.344798490833722099e+03 4.888758492157413275e+05
18 22 2.344798490860412130e+03 4.888756492028177599e+05
18 23 2.344798490884975308e+03 4.888754491898940760e+05
18 24 2.344798490907258838e+03 4.888752491769705084e+05
18 25 2.344798490927334115e+03 4.888750491640469409e+05
18 26 2.344798490945226604e+03 4.888748491511233733e+05
18 27 2.344798490960894924e+03 4.888746491381998057e+05
18 28 2.344798490974430933e+03 4.888744491252761218e+05
18 29 2.344798490985700482e+03 4.888742491123525542e+05
18 30 2.344798490994725398e+03 4.888740490994289285e+05
18 31 2.344798491001683033e+03 4.888738490865053027e+05
18 32 2.344798491006304630e+03 4.888736490735816769e+05
18 33 2.344798491008802557e+03 4.888734490606580512e+05
18 34 2.344798491009079498e+03 4.888732490477344254e+05
18 35 2.344798491007077700e+03 4.888730490348107996e+05
18 36 2.344798491002876744e+03 4.888728490218871739e+05
18 37 2.344798490996581677e+03 4.888726490089636063e+05
18 38 2.344798490988025151e+03 4.888724489960399806e+05
18 39 2.344798490977251731e+03 4.888722489831163548e+05
18 40 2.344798490964292796e+03 4.888720489701927872e+05
18 41 2.344798490949134703e+03 4.888718489572691033e+05
18 42 2.344798490931754259e+03 4.888716489443455357e+05
18 43 2.344798490912156012e+03 4.888714489314219682e+05
18 44 2.344798490890378616e+03 4.888712489184984006e+05
18 45 2.344798490866364318e+03 4.888710489055747166e+05
18 46 2.344798490840188151e+03 4.888708488926511491e+05
18 47 2.344798490811778720e+03 4.888706488797275815e+05
18 48 2.344798490781174223e+03 4.888704488668040140e+05
18 49 2.344798490748351924e+03 4.888702488538804464e+05
18 50 2.344798490713348656e+03 4.888700488409568788e+05
18 51 2.344798490676118945e+03 4.888698488280333113e+05
18 52 2.344798490636689166e+03 4.888696488151096855e+05
18 53 2.344798490595071598e+03 4.888694488021862344e+05
18 54 2.344798490551239411e+03 4.888692487892626668e+05
18 55 2.344798490505195332e+03 4.888690487763390993e+05
18 56 2.344798490456964373e+03 4.888688487634156481e+05
18 57 2.344798490406515157e+03 4.888686487504921388e+05
18 58 2.344798490353859052e+03 4.888684487375685712e+05
18 59 2.344798490298998331e+03 4.888682487246451201e+05
19 0 2.344998489763338966e+03 4.888800494872091222e+05
19 1 2.344998489836356384e+03 4.888798494742835173e+05
19 2 2.344998489907174189e+03 4.888796494613578543e+05
19 3 2.344998489975777375e+03 4.888794494484322495e+05
19 4 2.344998490042195954e+03 4.888792494355065282e+05
19 5 2.344998490106378540e+03 4.888790494225809234e+05
19 6 2.344998490168371063e+03 4.888788494096553186e+05
19 7 2.344998490228156243e+03 4.888786493967295974e+05
19 8 2.344998490285749540e+03 4.888784493838038761e+05
19 9 2.344998490341127308e+03 4.888782493708781549e+05
19 10 2.344998490394314558e+03 4.888780493579524336e+05
19 11 2.344998490445262178e+03 4.888778493450267706e+05
19 12 2.344998490494025191e+03 4.888776493321010494e+05
19 13 2.344998490540588136e+03 4.888774493191752699e+05
19 14 2.344998490584949650e+03 4.888772493062494905e+05
19 15 2.344998490627083811e+03 4.888770492933237692e+05
19 16 2.344998490667044280e+03 4.888768492803979898e+05
19 17 2.344998490704773303e+03 4.888766492674722685e+05
19 18 2.344998490740299985e+03 4.888764492545465473e+05
19 19 2.344998490773647518e+03 4.888762492416207097e+05
19 20 2.344998490804765879e+03 4.888760492286949884e+05
19 21 2.344998490833708729e+03 4.888758492157690343e+05
19 22 2.344998490860406491e+03 4.888756492028433131e+05
19 23 2.344998490884919647e+03 4.888754491899174755e+05
19 24 2.344998490907236828e+03 4.888752491769916960e+05
19 25 2.344998490927303465e+03 4.888750491640659748e+05
19 26 2.344998490945215508e+03 4.888748491511401371e+05
19 27 2.344998490960955223e+03 4.888746491382142995e+05
19 28 2.344998490974396645e+03 4.888744491252884618e+05
19 29 2.344998490985727585e+03 4.888742491123626824e+05
19 30 2.344998490994731128e+03 4.888740490994369611e+05
19 31 2.344998491001629191e+03 4.888738490865110070e+05
19 32 2.344998491006297627e+03 4.888736490735852858e+05
19 33 2.344998491008734618e+03 4.888734490606594482e+05
19 34 2.344998491009023383e+03 4.888732490477336105e+05
19 35 2.344998491007102984e+03 4.888730490348078310e+05
19 36 2.344998491002921583e+03 4.888728490218819934e+05
19 37 2.344998490996591954e+03 4.888726490089561557e+05
19 38 2.344998490988014510e+03 4.888724489960303181e+05
19 39 2.344998490977292022e+03 4.888722489831044804e+05
19 40 2.344998490964294888e+03 4.888720489701787010e+05
19 41 2.344998490949149982e+03 4.888718489572529797e+05
19 42 2.344998490931701781e+03 4.888716489443270257e+05
19 43 2.344998490912107172e+03 4.888714489314011880e+05
19 44 2.344998490890360699e+03 4.888712489184754668e+05
19 45 2.344998490866366865e+03 4.888710489055496873e+05
19 46 2.344998490840163868e+03 4.888708488926238497e+05
19 47 2.344998490811744432e+03 4.888706488796980120e+05
19 48 2.344998490781141754e+03 4.888704488667722908e+05
19 49 2.344998490748335371e+03 4.888702488538465695e+05
19 50 2.344998490713304363e+03 4.888700488409207319e+05
19 51 2.344998490676096935e+03 4.888698488279950107e+05
19 52 2.344998490636638508e+03 4.888696488150691730e+05
19 53 2.344998490595029125e+03 4.888694488021434518e+05
19 54 2.344998490551171471e+03 4.888692487892176723e+05
19 55 2.344998490505152404e+03 4.888690487762920093e+05
19 56 2.344998490456902800e+03 4.888688487633662298e+05
19 57 2.344998490406453584e+03 4.888686487504405668e+05
19 58 2.344998490353792477e+03 4.888684487375148456e+05
19 59 2.344998490298927209e+03 4.888682487245891243e+05
20 0 2.345198489763226917e+03 4.888800494872832787e+05
20 1 2.345198489836247518e+03 4.888798494743554620e+05
20 2 2.345198489907067597e+03 4.888796494614276453e+05
20 3 2.345198489975681241e+03 4.888794494484997704e+05
20 4 2.345198490042087997e+03 4.888792494355718954e+05
20 5 2.345198490106297413e+03 4.888790494226440787e+05
20 6 2.345198490168294029e+03 4.888788494097162038e+05
20 7 2.345198490228087394e+03 4.888786493967883289e+05
20 8 2.345198490285678872e+03 4.888784493838603375e+05
20 9 2.345198490341060278e+03 4.888782493709324626e+05
20 10 2.345198490394233886e+03 4.888780493580045877e+05
20 11 2.345198490445209245e+03 4.888778493450765964e+05
20 12 2.345198490493984082e+03 4.888776493321486632e+05
20 13 2.345198490540543389e+03 4.888774493192207883e+05
20 14 2.345198490584900810e+03 4.888772493062927970e+05
20 15 2.345198490627053161e+03 4.888770492933648056e+05
20 16 2.345198490667001806e+03 4.888768492804368725e+05
20 17 2.345198490704759934e+03 4.888766492675088812e+05
20 18 2.345198490740297075e+03 4.888764492545808898e+05
20 19 2.345198490773631420e+03 4.888762492416529567e+05
20 20 2.345198490804753874e+03 4.888760492287249654e+05
20 21 2.345198490833663527e+03 4.888758492157969740e+05
20 22 2.345198490860410402e+03 4.888756492028689245e+05
20 23 2.345198490884899002e+03 4.888754491899409331e+05
20 24 2.345198490907219821e+03 4.888752491770129418e+05
20 25 2.345198490927315561e+03 4.888750491640850087e+05
20 26 2.345198490945218055e+03 4.888748491511569009e+05
20 27 2.345198490960911840e+03 4.888746491382289096e+05
20 28 2.345198490974403285e+03 4.888744491253008600e+05
20 29 2.345198490985670105e+03 4.888742491123728687e+05
20 30 2.345198490994766416e+03 4.888740490994448191e+05
20 31 2.345198491001636285e+03 4.888738490865168278e+05
20 32 2.345198491006295171e+03 4.888736490735887783e+05
20 33 2.345198491008744440e+03 4.888734490606607869e+05
20 34 2.345198491009005011e+03 4.888732490477327374e+05
20 35 2.345198491007077337e+03 4.888730490348047460e+05
20 36 2.345198491002920491e+03 4.888728490218766383e+05
20 37 2.345198490996564487e+03 4.888726490089487052e+05
20 38 2.345198490987987498e+03 4.888724489960205974e+05
20 39 2.345198490977250913e+03 4.888722489830926643e+05
20 40 2.345198490964237862e+03 4.888720489701645565e+05
20 41 2.345198490949093866e+03 4.888718489572365652e+05
20 42 2.345198490931713877e+03 4.888716489443086321e+05
20 43 2.345198490912132911e+03 4.888714489313805243e+05
20 44 2.345198490890308676e+03 4.888712489184524748e+05
20 45 2.345198490866337124e+03 4.888710489055245998e+05
20 46 2.345198490840139129e+03 4.888708488925964921e+05
20 47 2.345198490811730153e+03 4.888706488796685589e+05
20 48 2.345198490781116107e+03 4.888704488667405676e+05
20 49 2.345198490748305630e+03 4.888702488538125763e+05
20 50 2.345198490713295996e+03 4.888700488408846431e+05
20 51 2.345198490676056281e+03 4.888698488279566518e+05
20 52 2.345198490636626047e+03 4.888696488150286605e+05
20 53 2.345198490594983923e+03 4.888694488021007273e+05
20 54 2.345198490551140367e+03 4.888692487891727360e+05
20 55 2.345198490505088103e+03 4.888690487762447447e+05
20 56 2.345198490456838499e+03 4.888688487633168697e+05
20 57 2.345198490406388373e+03 4.888686487503889366e+05
20 58 2.345198490353723173e+03 4.888684487374610617e+05
20 59 2.345198490298861543e+03 4.888682487245330703e+05
21 0 2.345398489763118050e+03 4.888800494873573771e+05
21 1 2.345398489836147291e+03 4.888798494744273485e+05
21 2 2.345398489906968280e+03 4.888796494614973199e+05
21 3 2.345398489975596021e+03 4.888794494485673495e+05
21 4 2.345398490042005506e+03 4.888792494356372044e+05
21 5 2.345398490106221288e+03 4.888790494227071758e+05
21 6 2.345398490168208355e+03 4.888788494097771472e+05
21 7 2.345398490228017636e+03 4.888786493968470604e+05
21 8 2.345398490285605476e+03 4.888784493839169154e+05
21 9 2.345398490340985063e+03 4.888782493709868868e+05
21 10 2.345398490394180953e+03 4.888780493580566836e+05
21 11 2.345398490445161315e+03 4.888778493451265385e+05
21 12 2.345398490493928875e+03 4.888776493321964517e+05
21 13 2.345398490540489547e+03 4.888774493192663067e+05
21 14 2.345398490584860610e+03 4.888772493063361035e+05
21 15 2.345398490627030696e+03 4.888770492934058420e+05
21 16 2.345398490666972975e+03 4.888768492804757552e+05
21 17 2.345398490704709729e+03 4.888766492675456102e+05
21 18 2.345398490740255511e+03 4.888764492546154070e+05
21 19 2.345398490773575304e+03 4.888762492416852619e+05
21 20 2.345398490804740049e+03 4.888760492287549423e+05
21 21 2.345398490833673350e+03 4.888758492158247391e+05
21 22 2.345398490860359288e+03 4.888756492028945941e+05
21 23 2.345398490884893363e+03 4.888754491899643908e+05
21 24 2.345398490907199630e+03 4.888752491770341294e+05
21 25 2.345398490927297189e+03 4.888750491641040426e+05
21 26 2.345398490945216963e+03 4.888748491511736647e+05
21 27 2.345398490960891195e+03 4.888746491382435779e+05
21 28 2.345398490974397191e+03 4.888744491253132583e+05
21 29 2.345398490985678109e+03 4.888742491123829968e+05
21 30 2.345398490994800341e+03 4.888740490994527936e+05
21 31 2.345398491001647017e+03 4.888738490865225904e+05
21 32 2.345398491006294989e+03 4.888736490735923289e+05
21 33 2.345398491008797009e+03 4.888734490606621257e+05
21 34 2.345398491009011195e+03 4.888732490477319225e+05
21 35 2.345398491007080793e+03 4.888730490348016610e+05
21 36 2.345398491002918490e+03 4.888728490218714578e+05
21 37 2.345398490996562941e+03 4.888726490089411964e+05
21 38 2.345398490988008689e+03 4.888724489960109931e+05
21 39 2.345398490977272104e+03 4.888722489830807899e+05
21 40 2.345398490964251323e+03 4.888720489701505285e+05
21 41 2.345398490949078678e+03 4.888718489572203252e+05
21 42 2.345398490931707329e+03 4.888716489442901220e+05
21 43 2.345398490912107263e+03 4.888714489313598606e+05
21 44 2.345398490890320772e+03 4.888712489184296574e+05
21 45 2.345398490866314205e+03 4.888710489054993959e+05
21 46 2.345398490840123486e+03 4.888708488925691927e+05
21 47 2.345398490811704050e+03 4.888706488796389895e+05
21 48 2.345398490781092278e+03 4.888704488667088444e+05
21 49 2.345398490748277709e+03 4.888702488537786412e+05
21 50 2.345398490713254432e+03 4.888700488408484962e+05
21 51 2.345398490676021538e+03 4.888698488279182930e+05
21 52 2.345398490636581755e+03 4.888696488149880315e+05
21 53 2.345398490594949180e+03 4.888694488020579447e+05
21 54 2.345398490551099258e+03 4.888692487891277997e+05
21 55 2.345398490505048812e+03 4.888690487761975965e+05
21 56 2.345398490456783748e+03 4.888688487632674514e+05
21 57 2.345398490406331803e+03 4.888686487503373646e+05
21 58 2.345398490353671605e+03 4.888684487374072196e+05
21 59 2.345398490298784054e+03 4.888682487244770164e+05
22 0 2.345598489763005546e+03 4.888800494874316500e+05
22 1 2.345598489836044791e+03 4.888798494744994096e+05
22 2 2.345598489906878967e+03 4.888796494615671108e+05
22 3 2.345598489975500343e+03 4.888794494486348704e+05
22 4 2.345598490041917103e+03 4.888792494357025716e+05
22 5 2.345598490106131521e+03 4.888790494227703311e+05
22 6 2.345598490168135868e+03 4.888788494098380324e+05
22 7 2.345598490227944239e+03 4.888786493969057919e+05
22 8 2.345598490285545267e+03 4.888784493839733768e+05
22 9 2.345598490340942135e+03 4.888782493710410199e+05
22 10 2.345598490394122564e+03 4.888780493581087794e+05
22 11 2.345598490445105199e+03 4.888778493451764807e+05
22 12 2.345598490493884128e+03 4.888776493322441238e+05
22 13 2.345598490540463445e+03 4.888774493193116505e+05
22 14 2.345598490584821775e+03 4.888772493063793518e+05
22 15 2.345598490626981402e+03 4.888770492934469949e+05
22 16 2.345598490666939142e+03 4.888768492805146379e+05
22 17 2.345598490704678625e+03 4.888766492675822228e+05
22 18 2.345598490740231682e+03 4.888764492546498659e+05
22 19 2.345598490773579670e+03 4.888762492417173926e+05
22 20 2.345598490804698940e+03 4.888760492287850357e+05
22 21 2.345598490833625419e+03 4.888758492158526205e+05
22 22 2.345598490860372294e+03 4.888756492029201472e+05
22 23 2.345598490884875446e+03 4.888754491899877903e+05
22 24 2.345598490907177620e+03 4.888752491770554334e+05
22 25 2.345598490927269268e+03 4.888750491641230765e+05
22 26 2.345598490945204048e+03 4.888748491511906032e+05
22 27 2.345598490960886011e+03 4.888746491382580716e+05
22 28 2.345598490974390643e+03 4.888744491253255983e+05
22 29 2.345598490985695662e+03 4.888742491123932414e+05
22 30 2.345598490994757412e+03 4.888740490994607680e+05
22 31 2.345598491001608181e+03 4.888738490865284111e+05
22 32 2.345598491006250697e+03 4.888736490735959378e+05
22 33 2.345598491008767724e+03 4.888734490606634645e+05
22 34 2.345598491009030568e+03 4.888732490477310494e+05
22 35 2.345598491007019675e+03 4.888730490347985760e+05
22 36 2.345598491002917854e+03 4.888728490218662191e+05
22 37 2.345598490996556848e+03 4.888726490089337458e+05
22 38 2.345598490988006688e+03 4.888724489960012725e+05
22 39 2.345598490977215533e+03 4.888722489830689155e+05
22 40 2.345598490964249777e+03 4.888720489701364422e+05
22 41 2.345598490949074403e+03 4.888718489572040271e+05
22 42 2.345598490931693050e+03 4.888716489442715538e+05
