# Vel [km/s] 	 Disp [km/s]
1.59972e+02 	 2.43871e+02
1.61790e+02 	 2.35311e+02
1.57457e+02 	 2.32515e+02
1.48657e+02 	 2.45090e+02
1.60015e+02 	 2.24384e+02
1.62685e+02 	 2.35334e+02
1.66753e+02 	 2.45092e+02
1.59946e+02 	 2.47608e+02
1.82700e+02 	 2.36622e+02
1.66890e+02 	 2.38128e+02
1.58370e+02 	 2.41874e+02
1.62953e+02 	 2.34989e+02
1.71008e+02 	 2.38260e+02
1.64225e+02 	 2.29524e+02
1.60664e+02 	 2.37884e+02
1.66625e+02 	 2.45690e+02
1.62834e+02 	 2.47060e+02
1.62874e+02 	 2.28837e+02
1.62764e+02 	 2.56523e+02
1.53314e+02 	 2.43111e+02
1.63211e+02 	 2.46300e+02
1.65326e+02 	 2.32945e+02
1.57932e+02 	 2.30274e+02
1.60971e+02 	 2.21197e+02
1.67539e+02 	 2.44752e+02
1.60218e+02 	 2.25932e+02
1.63926e+02 	 2.38693e+02
1.63058e+02 	 2.28313e+02
1.54513e+02 	 2.42879e+02
1.67466e+02 	 2.52461e+02
1.63389e+02 	 2.44012e+02
1.50692e+02 	 2.37790e+02
1.54868e+02 	 2.43914e+02
1.59797e+02 	 2.53729e+02
1.57624e+02 	 2.26848e+02
1.50521e+02 	 2.31601e+02
1.71160e+02 	 2.51595e+02
1.64090e+02 	 2.45965e+02
1.74588e+02 	 2.42838e+02
1.73159e+02 	 2.24964e+02
1.47864e+02 	 2.38190e+02
1.64147e+02 	 2.36803e+02
1.71055e+02 	 2.32414e+02
1.55055e+02 	 2.39968e+02
1.52492e+02 	 2.47655e+02
1.55454e+02 	 2.27619e+02
1.44794e+02 	 2.53047e+02
1.54303e+02 	 2.38524e+02
1.53390e+02 	 2.42341e+02
1.68875e+02 	 2.42944e+02
1.64322e+02 	 2.36616e+02
1.54622e+02 	 2.34473e+02
1.54895e+02 	 2.53178e+02
1.64323e+02 	 2.30232e+02
1.68957e+02 	 2.38512e+02
1.51611e+02 	 2.34620e+02
1.59646e+02 	 2.31648e+02
1.55285e+02 	 2.49328e+02
1.54745e+02 	 2.32040e+02
1.60488e+02 	 2.31845e+02
1.61178e+02 	 2.47771e+02
1.58509e+02 	 2.43032e+02
1.57215e+02 	 2.27316e+02
1.72856e+02 	 2.48942e+02
1.61363e+02 	 2.30408e+02
1.61030e+02 	 2.49144e+02
1.47798e+02 	 2.51538e+02
1.54315e+02 	 2.37683e+02
1.59630e+02 	 2.37917e+02
1.52828e+02 	 2.38746e+02
1.60401e+02 	 2.39511e+02
1.59793e+02 	 2.30898e+02
1.71721e+02 	 2.38148e+02
1.64470e+02 	 2.35360e+02
1.56375e+02 	 2.45864e+02
1.46889e+02 	 2.52001e+02
1.65318e+02 	 2.46246e+02
1.66052e+02 	 2.48120e+02
1.54172e+02 	 2.40228e+02
1.59316e+02 	 2.40349e+02
1.63693e+02 	 2.46333e+02
1.56063e+02 	 2.36341e+02
1.67657e+02 	 2.37745e+02
1.64559e+02 	 2.39679e+02
1.63840e+02 	 2.24441e+02
