# y_px x_px vel(km/s) disp(km/s) chi2/DOF dV dsigma
10 12 -3.202895498399860799e+02 3.437072996232280389e+02 9.999999625888295052e-01 6.565597151966788836e+00 6.194839850103547541e+00
10 13 -3.130837403241805532e+02 3.251308149402005938e+02 9.999999771212710886e-01 7.456354979715324127e+00 7.270977129306952058e+00
10 14 -3.175689052911632757e+02 3.257434399753838079e+02 1.000000047915938772e+00 8.643447665046750217e+00 8.451829000260202562e+00
10 15 -3.223265242498097223e+02 3.260613770805094873e+02 1.000000006600606950e+00 1.077720403719502151e+01 1.057777754792403613e+01
10 16 -2.999674242702893139e+02 3.179760468918690322e+02 1.000000007361510956e+00 1.348758374722926945e+01 1.305342464205868325e+01
10 17 -3.292843043818670594e+02 3.045462578657551376e+02 9.999999745468955981e-01 1.450982288569132805e+01 1.355433637148590797e+01
10 18 -2.818087251004848781e+02 3.437916906650738724e+02 9.999999540863340197e-01 1.699723981611468560e+01 1.647803276855871601e+01
10 19 -3.166129159109838156e+02 2.942265768260369327e+02 9.999999924841500576e-01 1.483235597766483060e+01 1.464977666968324144e+01
11 0 -3.181724892460549654e+02 2.895398041807280265e+02 9.999999686876525073e-01 1.261087551354441239e+01 1.245654110047584417e+01
11 1 -3.062560608883937903e+02 2.971335267650408127e+02 9.999999650213985403e-01 1.211807576941460773e+01 1.179378585531971169e+01
11 2 -3.316031816967499708e+02 3.321938005924147888e+02 9.999999502872480850e-01 1.300266992275401279e+01 1.212917046079029504e+01
11 3 -3.177301607701580792e+02 3.257321448425115022e+02 1.000000021650517823e+00 1.100357212508087734e+01 1.062350304991755934e+01
11 4 -3.169069575369591121e+02 3.265858437777481527e+02 9.999999824470225951e-01 1.028063398709562115e+01 9.933107948147842592e+00
11 5 -3.154251314288562753e+02 3.186799162176238269e+02 9.999999627863933593e-01 8.076657417832372232e+00 7.892282944380191623e+00
11 6 -3.114450338797370250e+02 3.281729814841499433e+02 9.999999665551526640e-01 7.616407287439059814e+00 7.270938211733533940e+00
11 7 -3.132987889514577660e+02 3.224175638669152022e+02 1.000000041819561591e+00 6.553224988445135679e+00 6.394538677535487992e+00
11 8 -3.112409569162711023e+02 3.507627249400097185e+02 1.000000032593255428e+00 6.353250002362280213e+00 6.220905049846511048e+00
11 9 -3.121358909783074864e+02 3.491813574261062740e+02 1.000000040443378868e+00 5.865810840687804451e+00 5.639344824581200122e+00
11 10 -3.156843871549638720e+02 3.445279424265173702e+02 9.999999675383514086e-01 6.211121614642538979e+00 5.874890988965388416e+00
11 11 -3.311947418050549459e+02 3.390531860850394992e+02 1.000000005641900946e+00 6.649718739152404190e+00 6.462396558623409781e+00
11 12 -3.231011201378935311e+02 3.139734288645582296e+02 1.000000047747344967e+00 7.701102254214504228e+00 7.373230793769350200e+00
11 13 -3.020668426306190213e+02 3.187161156220107614e+02 1.000000022070401062e+00 8.207242912710418281e+00 7.965654277852336485e+00
11 14 -3.341974101029698545e+02 3.392284064951934965e+02 1.000000035534035492e+00 1.023569904494857497e+01 9.873284584034252021e+00
11 15 -3.096987245830146094e+02 3.340071253028911542e+02 9.999999735991192962e-01 1.125746178456131297e+01 1.090387407533701847e+01
11 16 -3.289495761017835207e+02 3.344541656694518110e+02 9.999999837562250082e-01 1.264070789165333508e+01 1.208505988268424147e+01
11 17 -3.170961130673010757e+02 2.998422602723987325e+02 9.999999908308497831e-01 1.271392342268459430e+01 1.234063186521394684e+01
11 18 -2.740685961080283732e+02 3.222304456054882280e+02 9.999999630368195946e-01 1.506315344489600960e+01 1.446003922399634689e+01
11 19 -2.831769822756056101e+02 3.068703340779908331e+02 1.000000006704889977e+00 1.740205936968704137e+01 1.700090338867702044e+01
12 0 -2.961365821274002883e+02 3.129425866318260887e+02 1.000000020741084406e+00 1.545486801176731895e+01 1.463481963087595084e+01
12 1 -3.066282733093923412e+02 3.045673003349946271e+02 1.000000011259347454e+00 1.341640930980668500e+01 1.283098829459601653e+01
12 2 -3.108024895509502130e+02 3.284735648341565479e+02 9.999999460658716144e-01 1.210947530104486702e+01 1.203712396251309791e+01
12 3 -3.194785008260756740e+02 3.284772535551607575e+02 9.999999498995583158e-01 1.173620878150765989e+01 1.141500419612446215e+01
12 4 -3.294231207115398661e+02 3.248467872894843822e+02 9.999999305343338918e-01 1.035206246676601438e+01 9.581333521740164727e+00
12 5 -3.081162588933776760e+02 3.099062520160256895e+02 1.000000026874923620e+00 8.553847003125131465e+00 8.059445707266290171e+00
12 6 -3.104846589258028757e+02 3.093565124070004231e+02 9.999999777435244486e-01 8.256700652835894161e+00 8.249260319139853692e+00
12 7 -3.298409778671090180e+02 3.263559380721719663e+02 1.000000027741298592e+00 7.325318788872428932e+00 7.157073206651416442e+00
12 8 -3.079443117106623049e+02 3.053166504981369940e+02 1.000000022278465517e+00 7.375707921329846428e+00 7.199062908983369091e+00
12 9 -3.030369353249477058e+02 3.395245133075035824e+02 9.999999702002950741e-01 7.433340313849877035e+00 7.222247592884272649e+00
12 10 -3.050989703882406161e+02 3.435962702728303952e+02 1.000000034965438100e+00 7.938183572230027352e+00 7.841862574989878709e+00
12 11 -3.030638615575316521e+02 3.350835573873276871e+02 9.999999865681294953e-01 8.011706315348076757e+00 7.777113212867480918e+00
12 12 -3.058314683562022083e+02 3.482262957869511411e+02 1.000000036423845051e+00 8.529432014864182676e+00 7.998546929750058432e+00
12 13 -3.277510323102754910e+02 3.249464371159019151e+02 1.000000033006285927e+00 1.095704925874083280e+01 1.037785907274681207e+01
12 14 -3.014642589751625223e+02 3.096405602271132693e+02 1.000000019342201396e+00 1.036720297067469154e+01 1.007296968009233673e+01
12 15 -3.263273536178446079e+02 3.394318530321427829e+02 1.000000034966669338e+00 1.308259146255832484e+01 1.256618045345619983e+01
12 16 -3.078754845085917395e+02 3.092323111827149091e+02 1.000000055516298669e+00 1.334172181234264265e+01 1.293725907975070477e+01
12 17 -3.139981592478702623e+02 3.092304849505721336e+02 1.000000020229530495e+00 1.457527681424234700e+01 1.438154833124767862e+01
12 18 -3.323734958699225217e+02 2.962138602677828203e+02 9.999999532764137777e-01 1.390342691331525238e+01 1.324821099783291345e+01
12 19 -3.294658674509598768e+02 3.331850023018802176e+02 1.000000019740558299e+00 1.857455582571379082e+01 1.806089314605858576e+01
13 0 -3.334999726912030837e+02 2.858916504349420507e+02 1.000000013189362491e+00 1.379536551266957112e+01 1.356861541940846649e+01
13 1 -3.364311441795429687e+02 3.028950583654733464e+02 9.999999972806816739e-01 1.415280448643901146e+01 1.346563226660355816e+01
13 2 -3.168693439925619373e+02 3.295257121436047782e+02 9.999999798417730235e-01 1.438933308465640870e+01 1.344427185997714247e+01
13 3 -3.250669596020210292e+02 3.109254794624491751e+02 9.999999906227140523e-01 1.348462893806089369e+01 1.297460768288950916e+01
13 4 -3.279397031280279862e+02 3.238350788820077923e+02 1.000000008183816291e+00 1.199615852025395846e+01 1.154073216883292829e+01
13 5 -3.193530326366389431e+02 3.470895821352518738e+02 9.999999568775639336e-01 1.123472830693462754e+01 1.065776000632386555e+01
13 6 -2.891963387838580388e+02 3.318767243887992890e+02 9.999999495560790708e-01 9.487846605673141198e+00 9.213614519676866621e+00
13 7 -3.145096792779229418e+02 3.265503721675553948e+02 9.999999570748747679e-01 8.395483625134138705e+00 8.187285998805208465e+00
13 8 -3.242715987917567873e+02 3.215104176850126692e+02 1.000000016975112205e+00 8.554507372023364198e+00 8.195251540867616313e+00
13 9 -3.242866925537546763e+02 3.286455730151692478e+02 1.000000019640441495e+00 9.473417450424301833e+00 8.951283875625534847e+00
13 10 -3.142336583184624033e+02 3.411853451411042215e+02 1.000000024652738295e+00 8.978201155943551726e+00 8.625571211304071895e+00
13 11 -3.100244522810996273e+02 3.347332833401865742e+02 1.000000046152981215e+00 1.053384792193836539e+01 9.988677777061292673e+00
13 12 -3.138036963192128610e+02 3.006176714471599780e+02 9.999999902479319580e-01 8.963928655409898028e+00 8.698766837347351455e+00
13 13 -3.255090074978453458e+02 3.030891990718008060e+02 1.000000016492632815e+00 9.696291801470691141e+00 9.397141645443330304e+00
13 14 -3.020500798568956498e+02 3.414414102729587626e+02 1.000000041702271858e+00 1.340043392844290970e+01 1.268456680424463556e+01
13 15 -3.379328329037759886e+02 3.360025230468870632e+02 1.000000020105144660e+00 1.506840502370349277e+01 1.456764613665998276e+01
13 16 -3.082715885003202061e+02 3.140399990225365627e+02 1.000000031898912844e+00 1.569844593083886863e+01 1.521206577916868241e+01
13 17 -2.868216939279715234e+02 2.626102960120452394e+02 1.000000000374517084e+00 1.542831290210222406e+01 1.521101142068061662e+01
13 18 -3.173960193051529473e+02 2.882819749194225665e+02 9.999999721558834320e-01 1.533214282212629165e+01 1.501188750205295008e+01
13 19 -3.230369036524105013e+02 3.249593238930580128e+02 1.000000019446794841e+00 1.974071525144473682e+01 1.929541619814825637e+01
14 0 -3.197593287881781521e+02 2.857489520330702817e+02 9.999999441884679374e-01 1.654584794515887936e+01 1.570677468207736283e+01
14 1 -3.019625849741431125e+02 3.055464842717223632e+02 1.000000022769255814e+00 1.422742397082213905e+01 1.376063792687435416e+01
14 2 -3.130287016163923113e+02 2.884483403684375276e+02 9.999999584663515906e-01 1.426116200878228568e+01 1.410495979010819845e+01
14 3 -3.080007459210187903e+02 2.945023709923339084e+02 1.000000016165470740e+00 1.140379123928574145e+01 1.090298857268050270e+01
14 4 -3.165892438254862782e+02 3.148102379583285710e+02 9.999999818849459876e-01 1.193077659778899502e+01 1.153026003175575021e+01
14 5 -3.122595538541949054e+02 3.059471888307883205e+02 1.000000060280023195e+00 1.087436041143205756e+01 1.061743868145903846e+01
14 6 -2.991504939615750800e+02 3.477298411861539762e+02 1.000000031782154686e+00 1.189192495515936443e+01 1.107248837197773028e+01
14 7 -2.942484331641024937e+02 3.171438058408268716e+02 1.000000020941372636e+00 1.030094950031945444e+01 9.952360198575618710e+00
14 8 -3.135255894411055237e+02 3.195459026415358608e+02 1.000000063247440840e+00 1.013649584724504216e+01 9.575256683364466781e+00
14 9 -2.927432161377524835e+02 3.297135426782629111e+02 9.999999671967669812e-01 9.505469757540263132e+00 9.024602896866326773e+00
14 10 -3.094518794796771886e+02 3.312822403336987236e+02 1.000000018533532486e+00 1.050258771710039696e+01 1.016048090480730082e+01
14 11 -2.915840277848033679e+02 3.266460356349417680e+02 1.000000017244371264e+00 1.209690154573507392e+01 1.127543709491275514e+01
14 12 -3.471754270713857409e+02 3.183733512774337555e+02 1.000000036086212463e+00 1.203840216806812080e+01 1.158745681623741852e+01
14 13 -3.137419355757805306e+02 3.191128377738818358e+02 1.000000015301243828e+00 1.294252928826501936e+01 1.226232531503053202e+01
14 14 -3.365868657041958727e+02 3.398359015935522507e+02 1.000000026075373638e+00 1.562153101693578883e+01 1.494919265019772681e+01
14 15 -2.905586206443437050e+02 3.187468299564466747e+02 1.000000002129969090e+00 1.729632778694771034e+01 1.627069690179464700e+01
14 16 -2.978590609304734471e+02 3.061733641400651891e+02 1.000000028888036629e+00 1.755270270703097424e+01 1.625813840315076320e+01
14 17 -3.419526828888422187e+02 3.228413052208478007e+02 9.999999741991221214e-01 1.825267861259561997e+01 1.704935259940442194e+01
14 18 -3.262871258172559692e+02 2.819842683145452611e+02 1.000000019089230641e+00 1.801399498334167149e+01 1.749387429402349525e+01
14 19 -3.102213759771335049e+02 3.055857017212678670e+02 1.000000020576380377e+00 1.940893218878987625e+01 1.886415962042991268e+01
15 0 -3.278314490408783968e+02 2.920273374234896551e+02 9.999999756408330942e-01 2.017373899924384162e+01 1.946547382915110092e+01
15 1 -3.004641536248493026e+02 3.147830415244839060e+02 9.999999887249155783e-01 1.807946172516876615e+01 1.696897150644368679e+01
15 2 -2.844502473243135796e+02 2.942117191958992635e+02 1.000000008783602512e+00 1.569092098098859722e+01 1.519007885276338321e+01
15 3 -2.862682650297120404e+02 3.085748982001877039e+02 1.000000009902468179e+00 1.602114166650197902e+01 1.558150447169362351e+01
15 4 -3.019977419297390497e+02 3.123673755194246837e+02 1.000000017078107151e+00 1.396576845813820711e+01 1.305911447455823726e+01
15 5 -3.153147957805585975e+02 3.212460837990889218e+02 9.999999889472427350e-01 1.189903589379885496e+01 1.170275812987789443e+01
15 6 -3.015305473858093137e+02 3.052087069120157707e+02 1.000000051266286327e+00 1.174605666529997450e+01 1.107592582109373325e+01
15 7 -2.959881133831822808e+02 3.177690884954902231e+02 9.999999933404680741e-01 1.180281879262385303e+01 1.127953670109946671e+01
15 8 -3.223489243070375210e+02 3.265511034327209359e+02 9.999999427566631516e-01 1.182632995574369517e+01 1.143900246869652548e+01
15 9 -2.923264404942603392e+02 3.161831102191951004e+02 9.999999838269563179e-01 1.127776056022448614e+01 1.088954110483226678e+01
15 10 -3.235416219025251507e+02 3.108898996033140065e+02 9.999999934545747982e-01 1.272995498200288544e+01 1.207044458384704733e+01
15 11 -2.967895059451874999e+02 3.015863642451649866e+02 9.999999558021005486e-01 1.409154169188464145e+01 1.363458278061233386e+01
15 12 -3.051618108707620536e+02 3.022844236787004206e+02 1.000000056221089340e+00 1.249499269684553227e+01 1.228812168162158436e+01
15 13 -3.169471721420474069e+02 2.903475085259999560e+02 1.000000022655685328e+00 1.527654089240554569e+01 1.509506645366192856e+01
15 14 -2.995724560129606289e+02 3.114040548317815364e+02 1.000000009000778789e+00 1.707210658276300919e+01 1.649085579136064794e+01
15 15 -3.306618854182332825e+02 2.843773818230665142e+02 9.999999640984909011e-01 1.579424083839646364e+01 1.552219954803172719e+01
15 16 -3.085704896032977445e+02 3.232154208700352456e+02 9.999999962750174554e-01 2.085721127632796268e+01 1.922192484924643452e+01
15 17 -3.531610973932218940e+02 3.031281459899209381e+02 9.999999752490525973e-01 1.630211473085668317e+01 1.629479742308456736e+01
15 18 -2.817932387839594526e+02 3.166667481616891564e+02 1.000000012762109591e+00 1.987075193188753630e+01 1.950653409454278275e+01
15 19 -3.042629707742803475e+02 2.700679863699106704e+02 1.000000030577898880e+00 1.782196952922405586e+01 1.784071715481695719e+01
16 0 -3.022167753870358524e+02 2.762035940860658911e+02 1.000000049735607632e+00 1.707588644916189935e+01 1.722237175403506981e+01
16 1 -3.260563840058898109e+02 2.720065261935057492e+02 1.000000000338195250e+00 1.631002844410298991e+01 1.618021956327297062e+01
16 2 -2.769403663740181400e+02 3.273130059397266223e+02 1.000000004859318947e+00 1.892510701564068754e+01 1.765049144857202990e+01
16 3 -2.853208804789329065e+02 3.322553264901075067e+02 1.000000026869353631e+00 1.789567186265670529e+01 1.696655139596514417e+01
16 4 -3.362446320222059626e+02 3.095357028632897709e+02 1.000000001455844334e+00 1.398180302972229505e+01 1.330438500349081998e+01
16 5 -3.238589296172080481e+02 3.213466697997643564e+02 1.000000017808632791e+00 1.478244790879426951e+01 1.433282164681625304e+01
16 6 -2.920786686888885697e+02 3.072942995981696868e+02 9.999999539731918574e-01 1.495460102289662530e+01 1.465917799962645596e+01
16 7 -3.016512431254054718e+02 3.295042201749751030e+02 1.000000040718548533e+00 1.437556738341304197e+01 1.420084985607590866e+01
16 8 -3.068522707169962018e+02 3.204540014292634851e+02 9.999999641452851362e-01 1.477665317236202647e+01 1.409862264701522783e+01
16 9 -2.856913137725778142e+02 2.806911366838073150e+02 1.000000028591571777e+00 1.198976337914339574e+01 1.162059567969704155e+01
16 10 -2.890100905543988006e+02 3.285930583808466281e+02 9.999999608478979951e-01 1.452154765775584622e+01 1.385213864197955047e+01
16 11 -3.128859465677740559e+02 3.040473725412997510e+02 9.999999854543799582e-01 1.468982354508942478e+01 1.444860856548499584e+01
16 12 -3.028179367865721474e+02 3.271934798192283438e+02 9.999999887018523603e-01 1.700802176653902009e+01 1.618092292283209233e+01
16 13 -3.205524609098826545e+02 2.985160364032723805e+02 1.000000031448879501e+00 1.510613289938929960e+01 1.468983816058845804e+01
16 14 -3.345077670208598875e+02 3.438327586847834141e+02 9.999999939688360984e-01 2.295772617705402396e+01 2.129287440437970247e+01
16 15 -3.094609836352913135e+02 2.623641980758515615e+02 1.000000026527072317e+00 1.735780576904481620e+01 1.830334241742255941e+01
16 16 -3.268525792577899551e+02 3.226954185123339016e+02 9.999999852591170413e-01 2.008121924474121656e+01 1.909269790784817999e+01
16 17 -3.360025592335362035e+02 2.549367010219317820e+02 9.999999965903709764e-01 1.783949634436502407e+01 1.811971965249241023e+01
16 18 -2.989172456236248649e+02 2.786549008513827630e+02 1.000000020570878556e+00 2.169363538523477786e+01 2.129402861658106971e+01
16 19 -3.941797496893847210e+02 3.470278890249790607e+02 1.000000035692924172e+00 2.704738951248208423e+01 2.646306799361584439e+01
17 0 -3.121951407390226336e+02 2.776271828889325661e+02 1.000000018023821324e+00 2.050308961597814417e+01 2.091299600598822650e+01
17 1 -3.134210886475787561e+02 3.193067919529123060e+02 1.000000016985795437e+00 2.356029233221456565e+01 2.208056401542024361e+01
17 2 -3.274192354043004798e+02 2.895473292964632037e+02 9.999999797469042440e-01 1.729404017974678354e+01 1.715743937873362057e+01
17 3 -3.408778897938940986e+02 2.744213356882164021e+02 9.999999726525201638e-01 1.847091889763491679e+01 1.855781186472060895e+01
17 4 -3.334136499035415113e+02 2.974244658940701811e+02 9.999999513115914729e-01 1.682794105874276980e+01 1.663522643796369138e+01
17 5 -3.367964597591280835e+02 2.801344981365344893e+02 9.999999658729830099e-01 1.534866243162393751e+01 1.497323598676363332e+01
17 6 -3.158690110413058960e+02 3.187764297025953510e+02 1.000000000046442850e+00 1.738629807318006826e+01 1.690432057287009471e+01
17 7 -3.567091406448108728e+02 2.978508354604291526e+02 1.000000014786585067e+00 1.705909364382157278e+01 1.682256589570710048e+01
17 8 -3.360011279219609150e+02 3.137034940980017268e+02 1.000000002336311589e+00 1.627599056487405704e+01 1.611087894332794335e+01
17 9 -3.420971562644055552e+02 3.113452491987206940e+02 9.999999778660529914e-01 1.603714224816404865e+01 1.558745600844954637e+01
17 10 -3.188029226808064323e+02 2.702751721642355278e+02 1.000000052779633108e+00 1.388559648353174580e+01 1.413263662102420604e+01
17 11 -2.726582832190446766e+02 3.028175028693823378e+02 1.000000040339358742e+00 1.580042319874909751e+01 1.529845734734316665e+01
17 12 -3.508472173650604873e+02 3.553150725789723765e+02 9.999999960059211546e-01 2.225346609904412887e+01 2.146759279742317972e+01
17 13 -3.235957670416046881e+02 2.855229280138302670e+02 9.999999656899744016e-01 1.671085920881198561e+01 1.731403367235515844e+01
17 14 -3.185701510573745736e+02 3.221807892643492437e+02 9.999999712449135769e-01 2.236317648576679318e+01 2.141758996010796778e+01
17 15 -3.435403152861469493e+02 2.721986762269783071e+02 1.000000019144752894e+00 1.726988729590559402e+01 1.737625087867492724e+01
17 16 -3.337090510486483481e+02 2.930755076843830125e+02 9.999999981565221852e-01 2.138037490617736580e+01 2.077031203214844624e+01
17 17 -3.304343479975772198e+02 2.747663260594665644e+02 9.999999881941437074e-01 2.114648228329579993e+01 2.125153996897728348e+01
17 18 -2.753359585701029459e+02 3.339097846692734493e+02 9.999999760805463600e-01 2.449424612411404212e+01 2.392900029829441877e+01
17 19 -3.210549092221982619e+02 2.846815666610187350e+02 9.999999656051425934e-01 2.296843577019303240e+01 2.265265706864829554e+01
18 0 -3.035254865696931006e+02 2.922377904162199798e+02 9.999999588077709278e-01 2.100437894793200044e+01 2.062278805434983298e+01
18 1 -3.210889158714342102e+02 2.886483484993856905e+02 1.000000010823600238e+00 2.161713600670495339e+01 2.127274125761937285e+01
18 2 -2.887951070320868325e+02 2.691747911602235490e+02 1.000000014486525757e+00 1.721716614093065090e+01 1.676129655652273343e+01
18 3 -3.253330973115508868e+02 2.986320067626917876e+02 1.000000015387894958e+00 1.762399063025560508e+01 1.706975887425882732e+01
18 4 -3.337471600230225590e+02 2.726552988743528090e+02 1.000000019186104261e+00 1.505051920834844736e+01 1.519262139724526151e+01
18 5 -3.458100459244571994e+02 3.040428708250397563e+02 9.999999793099876300e-01 2.055719438612235450e+01 1.922549828587318288e+01
18 6 -3.357272086286969284e+02 3.030792229325116978e+02 1.000000006745886738e+00 1.696924385215961095e+01 1.658015733797751423e+01
18 7 -3.406164372983377575e+02 2.897969450606489659e+02 1.000000044469140592e+00 1.874771224694177718e+01 1.774411475928688731e+01
18 8 -3.367084711402791868e+02 2.477155022019647106e+02 1.000000007171159888e+00 1.524130305848697553e+01 1.561285702144036946e+01
18 9 -3.100284949657090010e+02 3.199694362674918011e+02 9.999999962594927627e-01 1.789223282231347767e+01 1.732500780947482255e+01
18 10 -3.115328078144559640e+02 3.044552187702983019e+02 9.999999902214550263e-01 1.839980305383569004e+01 1.792501217416747039e+01
18 11 -2.931758136430858599e+02 2.938997026259084464e+02 1.000000029466723062e+00 1.795599676033844005e+01 1.777174286040820661e+01
18 12 -3.055029166678049251e+02 3.302149867097808169e+02 1.000000032625465884e+00 2.047142164909475426e+01 1.955022415435552574e+01
18 13 -3.434290128533330630e+02 3.097329114038622606e+02 1.000000018464158424e+00 2.255917303590667800e+01 2.148940690286754318e+01
18 14 -3.317940561684672502e+02 2.756869030690914997e+02 9.999999707295578188e-01 2.068678340391810977e+01 2.002059423818311146e+01
18 15 -3.747912062029849380e+02 3.111142414286455278e+02 9.999999965946174685e-01 2.299267601656536897e+01 2.220460031946053192e+01
18 16 -3.262441881091032769e+02 2.562636126312187344e+02 1.000000005205918141e+00 2.130259738007413617e+01 2.097643178644665340e+01
18 17 -2.756748330254824282e+02 2.844430041601182779e+02 1.000000050291673492e+00 2.339829165477307882e+01 2.224951168749087671e+01
18 18 -2.622800146252316154e+02 3.310398376576759460e+02 1.000000011389310384e+00 3.020089410184551326e+01 2.997504972757461061e+01
18 19 -2.958891221060797534e+02 2.392396097651635785e+02 9.999999864549615758e-01 2.130972307365719942e+01 2.229474365255035906e+01
19 0 -2.836134225453281488e+02 2.447062603175111803e+02 1.000000009050493244e+00 2.174590612041082593e+01 2.300065102132368011e+01
19 1 -3.650794885886644465e+02 2.707086077240032296e+02 9.999999800153133167e-01 2.125460320976994311e+01 2.090657090530910978e+01
19 2 -2.990835869931928528e+02 3.672013384417387556e+02 1.000000005312855267e+00 2.403518399705966502e+01 2.280866124027560460e+01
19 3 -3.480394620577453111e+02 2.655981753760576112e+02 9.999999839944436753e-01 1.939466732016918016e+01 1.923000405539156432e+01
19 4 -3.443392459026588881e+02 2.924889972256329997e+02 9.999999849621774572e-01 2.045809501208894687e+01 2.004243194394775074e+01
19 5 -3.731946305533875829e+02 3.141224242187368532e+02 1.000000035193942871e+00 2.181822228890981208e+01 2.134279416736763935e+01
19 6 -3.340192810158200700e+02 2.642012526128826266e+02 9.999999947091346986e-01 1.774267829444949740e+01 1.781043161208364367e+01
19 7 -3.421062025867987586e+02 2.817896332681051490e+02 1.000000013957008438e+00 1.790547573923640812e+01 1.765983436749819191e+01
19 8 -2.650031797027205585e+02 3.089868899287900490e+02 9.999999967381691945e-01 2.291638703459788218e+01 2.206391867152046871e+01
19 9 -3.018370275761860171e+02 2.580720157567722595e+02 1.000000009582171279e+00 1.783742749662405913e+01 1.801833445293810954e+01
19 10 -2.749544113810297290e+02 3.013491693955085680e+02 9.999999842587631305e-01 2.131586146703302731e+01 2.067029018598378798e+01
19 11 -3.367375583544009601e+02 2.886395260893862087e+02 9.999999670405903540e-01 1.898197636590157344e+01 1.867601168321376903e+01
19 12 -2.968528671466848436e+02 2.675251597587718493e+02 1.000000046157213385e+00 1.799220806087171809e+01 1.766962313331799805e+01
19 13 -2.984937386382397335e+02 2.744637443425118022e+02 9.999999598925835009e-01 2.063746222025375232e+01 2.031721749709013025e+01
19 14 -2.659768590977281519e+02 3.561159269414435471e+02 9.999999824826083517e-01 2.716382413411747976e+01 2.680511146079598106e+01
19 15 -3.020605766698532761e+02 2.423231392454462707e+02 9.999999939663720694e-01 1.921494425969066100e+01 1.973741652996089257e+01
19 16 -2.688876701020066093e+02 2.982363956854431422e+02 9.999999876581793234e-01 2.959034330065733442e+01 2.830986390253417184e+01
19 17 -3.321314544016987043e+02 2.689628043325920430e+02 1.000000035934489606e+00 2.280084306442087438e+01 2.244567903321422975e+01
19 18 -2.769397802454292901e+02 3.035878926025327473e+02 1.000000015746103754e+00 2.800660055417189298e+01 2.711773018588521111e+01
19 19 -2.921425917203897598e+02 2.736627699153934827e+02 9.999999995054228430e-01 3.023606286708393398e+01 3.018898612818119886e+01
