# Output table for the combined model: Lens + Dynamic.
#  Iteration	 Mean acceptance fraction	 Processing Time
	0	 0.000000e+00			 0.000000e+00	 
	2	 0.000000e+00			 1.301892e-01	 
	4	 0.000000e+00			 1.963518e-01	 
	6	 0.000000e+00			 2.756541e-01	 
	8	 0.000000e+00			 3.457477e-01	 
	10	 0.000000e+00			 4.201629e-01	 
	12	 0.000000e+00			 4.869555e-01	 
	14	 0.000000e+00			 5.562115e-01	 
	16	 0.000000e+00			 6.290685e-01	 
	18	 0.000000e+00			 7.045949e-01	 
	20	 0.000000e+00			 7.749454e-01	 
	22	 0.000000e+00			 8.519348e-01	 
	24	 0.000000e+00			 9.243894e-01	 
	26	 0.000000e+00			 1.007965e+00	 
	28	 0.000000e+00			 1.076286e+00	 
	30	 0.000000e+00			 1.157523e+00	 
	32	 0.000000e+00			 1.240436e+00	 
	34	 0.000000e+00			 1.326515e+00	 
	36	 0.000000e+00			 1.403365e+00	 
	38	 0.000000e+00			 1.495058e+00	 
	40	 0.000000e+00			 1.590718e+00	 
	42	 0.000000e+00			 1.685294e+00	 
	44	 0.000000e+00			 1.773736e+00	 
	46	 0.000000e+00			 1.847556e+00	 
	48	 0.000000e+00			 1.932316e+00	 
	50	 0.000000e+00			 2.023738e+00	 
	52	 0.000000e+00			 2.105478e+00	 
	54	 0.000000e+00			 2.179658e+00	 
	56	 0.000000e+00			 2.261081e+00	 
	58	 0.000000e+00			 2.338439e+00	 
	60	 0.000000e+00			 2.419551e+00	 
	62	 3.225806e-04			 1.614895e+01	 
	64	 3.125000e-04			 1.622330e+01	 
	66	 3.030303e-04			 1.644521e+01	 
	68	 2.941176e-04			 1.652227e+01	 
	70	 2.857143e-04			 1.660934e+01	 
	72	 2.777778e-04			 1.668830e+01	 
	74	 2.702703e-04			 1.676949e+01	 
	76	 2.631579e-04			 1.684801e+01	 
	78	 2.564103e-04			 1.692704e+01	 
	80	 5.000000e-04			 3.053262e+01	 
	82	 4.878049e-04			 3.061522e+01	 
	84	 7.142857e-04			 4.445337e+01	 
	86	 6.976744e-04			 4.455547e+01	 
	88	 6.818182e-04			 4.465688e+01	 
	90	 6.666667e-04			 4.475127e+01	 
	92	 6.521739e-04			 4.483401e+01	 
	94	 6.382979e-04			 5.825875e+01	 
	96	 6.250000e-04			 5.833661e+01	 
	98	 6.122449e-04			 5.841612e+01	 
	100	 6.000000e-04			 5.849605e+01	 
	102	 5.882353e-04			 5.858379e+01	 
	104	 5.769231e-04			 5.866187e+01	 
	106	 5.660377e-04			 7.277477e+01	 
	108	 5.555556e-04			 7.286123e+01	 
	110	 5.454545e-04			 7.295566e+01	 
	112	 5.357143e-04			 7.304741e+01	 
	114	 5.263158e-04			 7.313134e+01	 
	116	 5.172414e-04			 7.322161e+01	 
	118	 5.084746e-04			 7.331276e+01	 
	120	 5.000000e-04			 7.340482e+01	 
	122	 4.918033e-04			 7.350431e+01	 
	124	 4.838710e-04			 8.738123e+01	 
