# Vel [km/s] 	 Disp [km/s]
1.37138e+02 	 2.44854e+02
1.41092e+02 	 2.53025e+02
1.41061e+02 	 2.44133e+02
1.27580e+02 	 2.41198e+02
1.35788e+02 	 2.54721e+02
1.41823e+02 	 2.47070e+02
1.34579e+02 	 2.37712e+02
1.42582e+02 	 2.31761e+02
1.40405e+02 	 2.38783e+02
1.47311e+02 	 2.51932e+02
1.43884e+02 	 2.52470e+02
1.50010e+02 	 2.56459e+02
1.43011e+02 	 2.42859e+02
1.17919e+02 	 2.43520e+02
1.43349e+02 	 2.50085e+02
1.43463e+02 	 2.48097e+02
1.45822e+02 	 2.58490e+02
1.34436e+02 	 2.31929e+02
1.39508e+02 	 2.47148e+02
1.35210e+02 	 2.42910e+02
1.52003e+02 	 2.34859e+02
1.33116e+02 	 2.49803e+02
1.36356e+02 	 2.38840e+02
1.35346e+02 	 2.35767e+02
1.31162e+02 	 2.39877e+02
1.36015e+02 	 2.43553e+02
1.45762e+02 	 2.44227e+02
1.43513e+02 	 2.41802e+02
1.29412e+02 	 2.51613e+02
1.40631e+02 	 2.44253e+02
1.33528e+02 	 2.46775e+02
1.39156e+02 	 2.40987e+02
1.39123e+02 	 2.61034e+02
1.40005e+02 	 2.37695e+02
1.59054e+02 	 2.54935e+02
1.41905e+02 	 2.48434e+02
1.27138e+02 	 2.40485e+02
1.36549e+02 	 2.50227e+02
1.37171e+02 	 2.39747e+02
1.34615e+02 	 2.41423e+02
1.34678e+02 	 2.42517e+02
1.29023e+02 	 2.42398e+02
1.48150e+02 	 2.44368e+02
1.42590e+02 	 2.61686e+02
1.40700e+02 	 2.43527e+02
1.45778e+02 	 2.40008e+02
1.48308e+02 	 2.36995e+02
1.48177e+02 	 2.59314e+02
1.43976e+02 	 2.50419e+02
1.48498e+02 	 2.55262e+02
1.50420e+02 	 2.42361e+02
1.30321e+02 	 2.46015e+02
1.39225e+02 	 2.46962e+02
1.39998e+02 	 2.39726e+02
1.43727e+02 	 2.46390e+02
1.42658e+02 	 2.54442e+02
1.35114e+02 	 2.54526e+02
1.42475e+02 	 2.43280e+02
1.31602e+02 	 2.47294e+02
1.39389e+02 	 2.44858e+02
1.31076e+02 	 2.49035e+02
1.33687e+02 	 2.40835e+02
1.34911e+02 	 2.42478e+02
