# Surface Potential(M_sun/pc²) Sigma Potential(arcsec)    qObs
5.07703e-10			 1.54278e-02		 1.00000e+00
4.32767e-10			 3.12480e-02		 1.00000e+00
3.75279e-10			 5.72566e-02		 1.00000e+00
3.36436e-10			 9.76171e-02		 1.00000e+00
3.12480e-10			 1.58808e-01		 1.00000e+00
3.00009e-10			 2.51467e-01		 1.00000e+00
2.95024e-10			 3.93113e-01		 1.00000e+00
2.94878e-10			 6.11981e-01		 1.00000e+00
3.00224e-10			 9.55098e-01		 1.00000e+00
3.13979e-10			 1.50699e+00		 1.00000e+00
3.40798e-10			 2.42723e+00		 1.00000e+00
3.97369e-10			 4.00523e+00		 1.00000e+00
4.27461e-10			 6.64863e+00		 1.00000e+00
3.10737e-10			 1.15755e+01		 1.00000e+00
1.46676e-10			 2.51935e+01		 1.00000e+00
