# Vel [km/s] 	 Disp [km/s]
1.29188e+02 	 2.39437e+02
1.35067e+02 	 2.24146e+02
1.37282e+02 	 2.30495e+02
1.32827e+02 	 2.34800e+02
1.33443e+02 	 2.17172e+02
1.23504e+02 	 2.29884e+02
1.30665e+02 	 2.07481e+02
1.24364e+02 	 2.19257e+02
1.37340e+02 	 2.15871e+02
1.16579e+02 	 2.22131e+02
1.36010e+02 	 2.36327e+02
1.37937e+02 	 2.29845e+02
1.09728e+02 	 2.27698e+02
1.34667e+02 	 2.35219e+02
1.20229e+02 	 2.53582e+02
1.14435e+02 	 2.24404e+02
1.30904e+02 	 2.19203e+02
1.48019e+02 	 2.27389e+02
1.32917e+02 	 2.21359e+02
1.27281e+02 	 2.48394e+02
1.35224e+02 	 2.19924e+02
1.27704e+02 	 2.13189e+02
1.17590e+02 	 2.26856e+02
1.39940e+02 	 2.39592e+02
1.43569e+02 	 2.31347e+02
1.15978e+02 	 2.40648e+02
1.15943e+02 	 2.28203e+02
1.37671e+02 	 2.40277e+02
1.34696e+02 	 2.22902e+02
1.43163e+02 	 2.13244e+02
1.31176e+02 	 2.28576e+02
1.19472e+02 	 2.18509e+02
1.42885e+02 	 2.29725e+02
1.36127e+02 	 2.46229e+02
1.36994e+02 	 2.22343e+02
1.50000e+02 	 2.23379e+02
1.18615e+02 	 2.35433e+02
1.27679e+02 	 2.38220e+02
1.31171e+02 	 2.16050e+02
1.32878e+02 	 2.35417e+02
1.37045e+02 	 2.27879e+02
1.18932e+02 	 2.27349e+02
1.33482e+02 	 2.21357e+02
1.45901e+02 	 2.48273e+02
1.40271e+02 	 2.16136e+02
1.38932e+02 	 2.24820e+02
1.38797e+02 	 2.25771e+02
1.27823e+02 	 2.29710e+02
1.38343e+02 	 2.25642e+02
1.13659e+02 	 2.23129e+02
1.31293e+02 	 2.31853e+02
1.33140e+02 	 2.42754e+02
1.37350e+02 	 2.12716e+02
1.19764e+02 	 2.44901e+02
1.47182e+02 	 2.14235e+02
1.37020e+02 	 2.40141e+02
1.23137e+02 	 2.29838e+02
1.45728e+02 	 2.19529e+02
1.31370e+02 	 2.28766e+02
1.28102e+02 	 2.18022e+02
1.21672e+02 	 2.24541e+02
1.36421e+02 	 2.30370e+02
1.31219e+02 	 2.14636e+02
1.27719e+02 	 2.17380e+02
1.28910e+02 	 2.12301e+02
1.21474e+02 	 2.29787e+02
1.24767e+02 	 2.44358e+02
1.21976e+02 	 2.18177e+02
1.27296e+02 	 2.17813e+02
1.36061e+02 	 2.20878e+02
1.36333e+02 	 2.31872e+02
1.25326e+02 	 2.03008e+02
1.31491e+02 	 2.38612e+02
1.35975e+02 	 2.01071e+02
1.46450e+02 	 2.26289e+02
1.45139e+02 	 2.18416e+02
1.38267e+02 	 2.17118e+02
1.28783e+02 	 2.32377e+02
1.35819e+02 	 2.24974e+02
1.34311e+02 	 2.30722e+02
1.28641e+02 	 2.00833e+02
1.23754e+02 	 2.28674e+02
1.17509e+02 	 2.28989e+02
1.31552e+02 	 2.30217e+02
1.19305e+02 	 2.21418e+02
1.41707e+02 	 2.15605e+02
1.17469e+02 	 2.15909e+02
1.30113e+02 	 2.21909e+02
1.32493e+02 	 2.25387e+02
1.28593e+02 	 2.11843e+02
1.44718e+02 	 2.12706e+02
1.43616e+02 	 2.16181e+02
1.23472e+02 	 2.17616e+02
1.35612e+02 	 2.34063e+02
1.29897e+02 	 2.25830e+02
1.37712e+02 	 2.33037e+02
1.29733e+02 	 2.33131e+02
1.29377e+02 	 2.23250e+02
1.40168e+02 	 2.30518e+02
1.27095e+02 	 2.35047e+02
1.42938e+02 	 2.32461e+02
1.10819e+02 	 2.22431e+02
1.24415e+02 	 2.24171e+02
1.23506e+02 	 2.17956e+02
1.30351e+02 	 2.21996e+02
1.15664e+02 	 2.25525e+02
1.26768e+02 	 2.28977e+02
1.18950e+02 	 2.25840e+02
1.31287e+02 	 2.15844e+02
1.27540e+02 	 2.21689e+02
1.46853e+02 	 2.23981e+02
1.20631e+02 	 2.34897e+02
1.44055e+02 	 2.46862e+02
1.19595e+02 	 2.30792e+02
1.25799e+02 	 2.31429e+02
1.19461e+02 	 2.23269e+02
1.27040e+02 	 2.25500e+02
1.28930e+02 	 2.11238e+02
1.31130e+02 	 2.16266e+02
1.32220e+02 	 2.23982e+02
1.26709e+02 	 2.27398e+02
1.38398e+02 	 2.21397e+02
1.47648e+02 	 2.31643e+02
1.33365e+02 	 2.07665e+02
1.35380e+02 	 2.43521e+02
1.28341e+02 	 2.33967e+02
1.23439e+02 	 2.30458e+02
1.28761e+02 	 2.33804e+02
1.33118e+02 	 2.21607e+02
1.25413e+02 	 2.22424e+02
1.44478e+02 	 2.18764e+02
1.31339e+02 	 2.14613e+02
1.28562e+02 	 2.32256e+02
1.15869e+02 	 2.17367e+02
1.34073e+02 	 2.22601e+02
1.37207e+02 	 2.25511e+02
1.34326e+02 	 2.15206e+02
1.31008e+02 	 2.16066e+02
1.35625e+02 	 2.27729e+02
1.33640e+02 	 2.39256e+02
1.16823e+02 	 2.33945e+02
1.37902e+02 	 2.27054e+02
1.41026e+02 	 2.24030e+02
1.26522e+02 	 2.51064e+02
1.17327e+02 	 2.36223e+02
1.35082e+02 	 2.23931e+02
1.31072e+02 	 2.23137e+02
1.23461e+02 	 2.23131e+02
1.30939e+02 	 2.15970e+02
1.35177e+02 	 2.24143e+02
1.18572e+02 	 2.16265e+02
1.36141e+02 	 2.19248e+02
1.28092e+02 	 2.35781e+02
1.41258e+02 	 2.31437e+02
1.34312e+02 	 2.17166e+02
1.33301e+02 	 2.04632e+02
1.29409e+02 	 2.17202e+02
1.16286e+02 	 2.25238e+02
1.31385e+02 	 2.28745e+02
1.29082e+02 	 2.23168e+02
1.36612e+02 	 2.25061e+02
1.12249e+02 	 2.18784e+02
1.37713e+02 	 2.11507e+02
1.24666e+02 	 2.24061e+02
1.28483e+02 	 2.34675e+02
1.16228e+02 	 2.20208e+02
1.39551e+02 	 2.33984e+02
1.28284e+02 	 2.08114e+02
1.22973e+02 	 1.97485e+02
1.34200e+02 	 2.25541e+02
1.36597e+02 	 2.16877e+02
1.39158e+02 	 2.21724e+02
1.42579e+02 	 2.49857e+02
1.36071e+02 	 2.14752e+02
1.42126e+02 	 2.36274e+02
1.27034e+02 	 2.30802e+02
1.44825e+02 	 2.16812e+02
1.40492e+02 	 2.28224e+02
1.17917e+02 	 2.29477e+02
1.22212e+02 	 2.09826e+02
1.18934e+02 	 2.28407e+02
1.24114e+02 	 2.35561e+02
1.37632e+02 	 2.18303e+02
1.32731e+02 	 2.37987e+02
1.35559e+02 	 2.06610e+02
1.35877e+02 	 2.14134e+02
1.48925e+02 	 2.40546e+02
1.28628e+02 	 2.23538e+02
1.33161e+02 	 2.08559e+02
1.34883e+02 	 2.27497e+02
1.36417e+02 	 2.17803e+02
1.24223e+02 	 2.14289e+02
1.39697e+02 	 2.35634e+02
1.31964e+02 	 2.36321e+02
1.24561e+02 	 2.31123e+02
1.38409e+02 	 2.29254e+02
1.36977e+02 	 2.41748e+02
1.26620e+02 	 1.98705e+02
1.47150e+02 	 2.23080e+02
1.28604e+02 	 2.34497e+02
