# Surface Potential(M_sun/pc²) Sigma Potential(arcsec)    qObs
279.133015			   0.000114		   0.740000
226.857316			   0.000228		   0.740000
 10.919875			   0.000259		   0.740000
 20.903502			   0.000375		   0.740000
181.413801			   0.000419		   0.740000
125.279181			   0.000660		   0.740000
 99.198178			   0.000843		   0.740000
 44.494017			   0.001161		   0.740000
113.570527			   0.001253		   0.740000
122.574043			   0.001825		   0.740000
 29.371433			   0.002101		   0.740000
 70.345102			   0.002563		   0.740000
102.065620			   0.003123		   0.740000
  0.475781			   0.004074		   0.740000
121.914028			   0.004311		   0.740000
 21.008081			   0.005657		   0.740000
 70.093751			   0.005823		   0.740000
 97.957794			   0.007324		   0.740000
123.733729			   0.009957		   0.740000
126.050425			   0.013980		   0.740000
125.749328			   0.019627		   0.740000
124.014760			   0.027557		   0.740000
  3.341367			   0.034388		   0.740000
 71.132936			   0.036944		   0.740000
 76.432396			   0.043322		   0.740000
 67.217121			   0.053761		   0.740000
121.310660			   0.068105		   0.740000
 77.161231			   0.095618		   0.740000
 92.116234			   0.107067		   0.740000
128.066054			   0.160087		   0.740000
 49.576874			   0.168314		   0.740000
155.082472			   0.264681		   0.740000
 50.219545			   0.296290		   0.740000
228.725382			   0.486725		   0.740000
263.983103			   0.958573		   0.740000
 15.289924			   1.008673		   0.740000
354.616977			   2.277753		   0.740000
 21.779908			   2.391653		   0.740000
821.692349			   9.329915		   0.740000
