# Vel [km/s] 	 Disp [km/s]
1.49198e+02 	 2.42320e+02
1.38932e+02 	 2.48384e+02
1.29036e+02 	 2.41262e+02
1.47330e+02 	 2.44836e+02
1.26365e+02 	 2.40793e+02
1.43630e+02 	 2.31274e+02
1.50436e+02 	 2.51080e+02
1.36806e+02 	 2.41835e+02
1.32690e+02 	 2.49921e+02
1.57839e+02 	 2.41667e+02
1.43468e+02 	 2.45044e+02
1.52804e+02 	 2.37882e+02
1.37767e+02 	 2.48145e+02
1.46075e+02 	 2.46000e+02
1.46010e+02 	 2.50084e+02
1.37301e+02 	 2.42957e+02
1.33771e+02 	 2.53150e+02
1.42350e+02 	 2.46007e+02
1.40239e+02 	 2.46781e+02
1.44261e+02 	 2.62878e+02
1.27771e+02 	 2.44076e+02
1.42678e+02 	 2.48135e+02
1.45616e+02 	 2.36760e+02
1.34040e+02 	 2.45543e+02
1.47281e+02 	 2.45879e+02
1.38514e+02 	 2.45165e+02
1.31789e+02 	 2.59668e+02
1.36421e+02 	 2.34615e+02
1.43504e+02 	 2.34605e+02
1.39385e+02 	 2.55082e+02
1.36282e+02 	 2.40304e+02
1.28117e+02 	 2.45262e+02
1.28774e+02 	 2.65046e+02
1.39208e+02 	 2.47147e+02
1.34562e+02 	 2.33381e+02
1.37129e+02 	 2.38726e+02
1.37591e+02 	 2.43215e+02
1.44761e+02 	 2.44433e+02
1.41023e+02 	 2.48924e+02
1.46651e+02 	 2.46799e+02
1.47461e+02 	 2.51697e+02
1.42279e+02 	 2.40114e+02
1.36843e+02 	 2.48186e+02
1.36651e+02 	 2.51853e+02
1.47089e+02 	 2.58463e+02
1.41095e+02 	 2.51449e+02
1.51401e+02 	 2.44921e+02
1.42274e+02 	 2.36214e+02
1.52554e+02 	 2.45860e+02
1.37255e+02 	 2.39823e+02
1.33524e+02 	 2.47497e+02
1.34232e+02 	 2.48920e+02
1.38242e+02 	 2.44025e+02
1.31776e+02 	 2.40657e+02
1.46634e+02 	 2.49507e+02
1.34356e+02 	 2.40304e+02
1.42104e+02 	 2.45113e+02
1.54059e+02 	 2.37094e+02
1.58400e+02 	 2.52668e+02
1.40854e+02 	 2.43721e+02
1.38043e+02 	 2.49542e+02
1.32994e+02 	 2.41118e+02
1.41698e+02 	 2.47458e+02
1.43216e+02 	 2.54737e+02
1.37551e+02 	 2.53903e+02
1.44120e+02 	 2.41588e+02
1.34091e+02 	 2.50032e+02
1.26169e+02 	 2.33804e+02
1.40421e+02 	 2.30853e+02
1.31497e+02 	 2.36663e+02
1.31872e+02 	 2.37364e+02
1.38101e+02 	 2.44290e+02
1.35833e+02 	 2.45787e+02
1.26695e+02 	 2.54158e+02
1.42480e+02 	 2.55569e+02
1.41281e+02 	 2.39487e+02
1.26238e+02 	 2.45774e+02
1.45708e+02 	 2.46115e+02
1.49967e+02 	 2.49429e+02
1.33037e+02 	 2.36499e+02
1.41741e+02 	 2.43883e+02
1.39251e+02 	 2.58208e+02
1.35502e+02 	 2.47831e+02
1.38380e+02 	 2.35993e+02
1.43993e+02 	 2.44719e+02
1.54034e+02 	 2.57047e+02
1.52579e+02 	 2.58942e+02
1.42309e+02 	 2.39327e+02
1.47823e+02 	 2.50035e+02
1.47448e+02 	 2.48905e+02
1.32057e+02 	 2.46661e+02
1.37147e+02 	 2.45887e+02
1.50275e+02 	 2.43746e+02
1.38843e+02 	 2.36673e+02
