# Vel [km/s] 	 Disp [km/s]
1.30695e+02 	 2.13913e+02
1.20367e+02 	 2.25580e+02
1.39317e+02 	 2.36813e+02
1.37947e+02 	 2.33482e+02
1.25033e+02 	 2.24360e+02
1.30522e+02 	 2.45891e+02
1.19286e+02 	 2.37329e+02
1.16319e+02 	 2.30214e+02
1.32409e+02 	 2.18499e+02
1.38593e+02 	 2.15857e+02
1.35529e+02 	 2.35238e+02
1.49988e+02 	 2.16938e+02
1.35627e+02 	 2.31343e+02
1.29213e+02 	 2.14319e+02
1.27400e+02 	 2.26018e+02
1.32418e+02 	 2.14248e+02
1.29687e+02 	 2.27026e+02
1.24141e+02 	 2.31916e+02
1.36902e+02 	 2.26404e+02
1.28502e+02 	 2.19333e+02
1.36343e+02 	 2.33136e+02
1.20714e+02 	 2.22290e+02
1.43939e+02 	 2.31216e+02
1.25512e+02 	 2.09010e+02
1.35569e+02 	 2.27773e+02
1.20245e+02 	 2.31653e+02
1.11809e+02 	 2.40162e+02
1.40699e+02 	 2.38610e+02
1.43510e+02 	 2.10802e+02
1.22131e+02 	 2.14014e+02
1.46476e+02 	 2.33168e+02
1.31201e+02 	 2.30869e+02
1.28283e+02 	 2.36685e+02
1.19262e+02 	 2.17389e+02
1.37807e+02 	 2.38628e+02
1.18997e+02 	 2.35699e+02
1.33991e+02 	 2.18760e+02
1.31009e+02 	 2.39247e+02
1.30575e+02 	 2.22399e+02
1.34391e+02 	 2.18363e+02
1.03430e+02 	 2.32434e+02
1.26825e+02 	 2.28578e+02
1.26633e+02 	 2.27571e+02
1.19458e+02 	 2.38414e+02
1.34197e+02 	 2.30436e+02
1.30114e+02 	 2.05859e+02
1.30811e+02 	 2.27064e+02
1.36632e+02 	 2.16246e+02
1.33260e+02 	 2.25561e+02
1.23347e+02 	 2.25539e+02
1.22737e+02 	 2.34127e+02
1.30042e+02 	 2.36132e+02
1.36251e+02 	 2.26146e+02
1.41452e+02 	 2.45647e+02
1.44065e+02 	 2.34885e+02
1.38944e+02 	 2.19552e+02
1.30775e+02 	 2.21923e+02
1.24032e+02 	 2.18852e+02
1.35846e+02 	 2.26607e+02
1.44181e+02 	 2.29287e+02
1.32494e+02 	 2.19959e+02
1.22943e+02 	 2.18534e+02
1.30695e+02 	 2.38807e+02
1.25497e+02 	 2.13737e+02
1.27120e+02 	 2.30581e+02
1.33989e+02 	 2.27390e+02
1.17960e+02 	 2.30661e+02
1.31163e+02 	 2.09656e+02
1.25151e+02 	 2.32951e+02
1.25299e+02 	 2.21740e+02
1.19375e+02 	 2.18112e+02
1.44900e+02 	 2.36412e+02
1.33944e+02 	 2.29427e+02
1.30260e+02 	 2.37814e+02
1.23235e+02 	 2.16387e+02
1.18725e+02 	 2.30286e+02
1.43737e+02 	 2.32994e+02
1.26666e+02 	 2.28303e+02
1.30546e+02 	 2.36996e+02
1.25854e+02 	 2.40929e+02
1.35350e+02 	 2.28193e+02
1.31844e+02 	 2.20892e+02
1.32445e+02 	 2.27667e+02
1.23712e+02 	 2.12726e+02
1.24380e+02 	 2.32820e+02
1.17146e+02 	 2.19965e+02
1.34829e+02 	 2.34055e+02
1.37767e+02 	 2.23718e+02
1.33113e+02 	 2.17862e+02
1.29087e+02 	 2.30553e+02
1.24423e+02 	 2.34310e+02
1.25504e+02 	 2.04115e+02
1.41111e+02 	 2.16557e+02
1.30966e+02 	 2.32503e+02
1.42173e+02 	 2.20597e+02
9.93410e+01 	 2.36699e+02
1.35100e+02 	 2.54618e+02
1.24447e+02 	 2.44257e+02
1.28023e+02 	 2.19497e+02
1.19627e+02 	 2.25869e+02
1.18469e+02 	 2.32245e+02
1.20983e+02 	 2.14445e+02
1.29420e+02 	 2.19317e+02
