# Surface Potential(M_sun/pc²) Sigma Potential(arcsec) qObs
2584.435465		 1.080639e-09   1.000000
2534.319184		 2.532006e-09   1.000000
2511.742075		 5.875570e-09   1.000000
2489.978990		 1.353425e-08   1.000000
2469.090784		 3.095431e-08   1.000000
2449.539098		 7.031893e-08   1.000000
2431.682537		 1.587481e-07   1.000000
2415.766006		 3.563651e-07   1.000000
2401.928541		 7.960206e-07   1.000000
2390.217641		 1.770525e-06   1.000000
2380.607952		 3.924056e-06   1.000000
2373.020414		 8.672086e-06   1.000000
2367.339028		 1.912282e-05   1.000000
2363.423703		 4.210044e-05   1.000000
2361.117463		 9.259180e-05   1.000000
2360.246686		 2.035309e-04   1.000000
2360.612925		 4.473571e-04   1.000000
2361.975672		 9.835735e-04   1.000000
2364.022196		 2.163769e-03   1.000000
2366.323126		 4.763607e-03   1.000000
2368.285264		 1.049490e-02   1.000000
2369.051034		 2.313299e-02   1.000000
2367.258424		 5.098395e-02   1.000000
2360.565966		 1.122188e-01   1.000000
2344.724659		 2.461349e-01   1.000000
2312.126933		 5.358863e-01   1.000000
2254.072429		 1.151596e+00   1.000000
2190.922333		 2.441654e+00   1.000000
2209.312086		 5.316864e+00   1.000000
2226.387879		 1.443376e+01   1.000000
