# 	 y_rot[px] 	 x_rot[px] 	 Vrms[kms⁻¹] 	 Erms[kms⁻¹]
	 -0.830126	   9.017255	 200.769821	  13.206484	 
	  0.149449	   9.218333	 200.769821	  13.206484	 
	  1.129024	   9.419411	 215.400558	  12.692779	 
	 -3.567774	   7.434446	 200.769821	  13.206484	 
	 -2.588199	   7.635524	 200.769821	  13.206484	 
	 -1.608623	   7.836602	 200.769821	  13.206484	 
	 -0.629048	   8.037680	 200.769821	  13.206484	 
	  0.350527	   8.238758	 200.769821	  13.206484	 
	  1.330102	   8.439836	 215.400558	  12.692779	 
	  2.309678	   8.640914	 215.400558	  12.692779	 
	  3.289253	   8.841992	 215.400558	  12.692779	 
	 -4.346271	   6.253793	 200.769821	  13.206484	 
	 -3.366696	   6.454871	 200.769821	  13.206484	 
	 -2.387121	   6.655949	 200.769821	  13.206484	 
	 -1.407545	   6.857027	 200.769821	  13.206484	 
	 -0.427970	   7.058105	 200.769821	  13.206484	 
	  0.551605	   7.259183	 215.400558	  12.692779	 
	  1.531180	   7.460261	 215.400558	  12.692779	 
	  2.510756	   7.661338	 215.400558	  12.692779	 
	  3.490331	   7.862416	 215.400558	  12.692779	 
	  4.469906	   8.063494	 215.400558	  12.692779	 
	 -5.124769	   5.073140	 207.911575	  12.645414	 
	 -4.145193	   5.274218	 188.344986	  10.470905	 
	 -3.165618	   5.475296	 196.074707	   9.847762	 
	 -2.186043	   5.676374	 196.074707	   9.847762	 
	 -1.206468	   5.877451	 196.074707	   9.847762	 
	 -0.226892	   6.078529	 196.074707	   9.847762	 
	  0.752683	   6.279607	 215.400558	  12.692779	 
	  1.732258	   6.480685	 215.400558	  12.692779	 
	  2.711833	   6.681763	 215.400558	  12.692779	 
	  3.691409	   6.882841	 215.400558	  12.692779	 
	  4.670984	   7.083919	 215.400558	  12.692779	 
	  5.650559	   7.284997	 218.852829	  12.362325	 
	 -5.903266	   3.892487	 207.911575	  12.645414	 
	 -4.923691	   4.093565	 207.911575	  12.645414	 
	 -3.944115	   4.294642	 188.344986	  10.470905	 
	 -2.964540	   4.495720	 188.344986	  10.470905	 
	 -1.984965	   4.696798	 196.074707	   9.847762	 
	 -1.005390	   4.897876	 196.074707	   9.847762	 
	 -0.025814	   5.098954	 196.074707	   9.847762	 
	  0.953761	   5.300032	 228.363251	   9.448512	 
	  1.933336	   5.501110	 232.977768	   9.260824	 
