# y_px 	 x_px 	 Bin_Id
 14.000000  30.000000       10
 14.000000  31.000000       10
 15.000000  26.000000        9
 15.000000  27.000000        9
 15.000000  28.000000        9
 15.000000  29.000000        9
 15.000000  30.000000        9
 15.000000  31.000000        9
 15.000000  32.000000        9
 15.000000  33.000000        9
 15.000000  34.000000        9
 16.000000  26.000000        9
 16.000000  27.000000        9
 16.000000  28.000000        8
 16.000000  29.000000        8
 16.000000  30.000000        8
 16.000000  31.000000        8
 16.000000  32.000000        8
 16.000000  33.000000        9
 16.000000  34.000000        9
 16.000000  35.000000        9
 17.000000  24.000000        9
 17.000000  25.000000        8
 17.000000  26.000000        8
 17.000000  27.000000        8
 17.000000  28.000000        8
 17.000000  29.000000        8
 17.000000  30.000000        8
 17.000000  31.000000        8
 17.000000  32.000000        8
 17.000000  33.000000        8
 17.000000  34.000000        8
 17.000000  35.000000        9
 17.000000  36.000000        9
 17.000000  37.000000        9
 18.000000  23.000000        9
 18.000000  24.000000        8
 18.000000  25.000000        8
 18.000000  26.000000        7
 18.000000  27.000000        7
 18.000000  28.000000        7
 18.000000  29.000000        7
 18.000000  30.000000        7
 18.000000  31.000000        7
 18.000000  32.000000        7
 18.000000  33.000000        7
 18.000000  34.000000        8
 18.000000  35.000000        8
 18.000000  36.000000        8
 18.000000  37.000000        9
 18.000000  38.000000        9
 19.000000  22.000000        9
 19.000000  23.000000        8
 19.000000  24.000000        8
 19.000000  25.000000        7
 19.000000  26.000000        7
 19.000000  27.000000        7
 19.000000  28.000000        6
 19.000000  29.000000        6
 19.000000  30.000000        6
 19.000000  31.000000        6
 19.000000  32.000000        6
 19.000000  33.000000        7
 19.000000  34.000000        7
 19.000000  35.000000        7
 19.000000  36.000000        8
 19.000000  37.000000        8
 19.000000  38.000000        9
 20.000000  21.000000        9
 20.000000  22.000000        8
 20.000000  23.000000        8
 20.000000  24.000000        7
 20.000000  25.000000        7
 20.000000  26.000000        6
 20.000000  27.000000        6
 20.000000  28.000000        6
 20.000000  29.000000        6
 20.000000  30.000000        6
 20.000000  31.000000        6
 20.000000  32.000000        6
 20.000000  33.000000        6
 20.000000  34.000000        7
 20.000000  35.000000        7
 20.000000  36.000000        7
 20.000000  37.000000        8
 20.000000  38.000000        9
 21.000000  21.000000        8
 21.000000  22.000000        8
 21.000000  23.000000        7
 21.000000  24.000000        6
 21.000000  25.000000        6
 21.000000  26.000000        6
 21.000000  27.000000        5
 21.000000  28.000000        5
 21.000000  29.000000        5
 21.000000  30.000000        5
 21.000000  31.000000        5
 21.000000  32.000000        5
 21.000000  33.000000        6
 21.000000  34.000000        6
 21.000000  35.000000        6
 21.000000  36.000000        7
 21.000000  37.000000        8
 21.000000  38.000000        8
 21.000000  39.000000        9
 22.000000  20.000000        8
 22.000000  21.000000        8
 22.000000  22.000000        7
 22.000000  23.000000        7
 22.000000  24.000000        6
 22.000000  25.000000        5
 22.000000  26.000000        5
 22.000000  27.000000        5
 22.000000  28.000000        4
 22.000000  29.000000        4
 22.000000  30.000000        4
 22.000000  31.000000        4
 22.000000  32.000000        5
 22.000000  33.000000        5
 22.000000  34.000000        5
 22.000000  35.000000        6
 22.000000  36.000000        7
 22.000000  37.000000        7
 22.000000  38.000000        8
 22.000000  39.000000        9
 23.000000  19.000000        9
 23.000000  20.000000        8
 23.000000  21.000000        7
 23.000000  22.000000        7
 23.000000  23.000000        6
 23.000000  24.000000        5
 23.000000  25.000000        5
 23.000000  26.000000        4
 23.000000  27.000000        4
 23.000000  28.000000        4
 23.000000  29.000000        4
 23.000000  30.000000        4
 23.000000  31.000000        4
 23.000000  32.000000        4
 23.000000  33.000000        4
 23.000000  34.000000        5
 23.000000  35.000000        6
 23.000000  36.000000        6
 23.000000  37.000000        7
 23.000000  38.000000        8
 23.000000  39.000000        8
 23.000000  40.000000        9
 24.000000  19.000000        9
 24.000000  20.000000        8
 24.000000  21.000000        7
 24.000000  22.000000        6
 24.000000  23.000000        6
 24.000000  24.000000        5
 24.000000  25.000000        4
 24.000000  26.000000        4
 24.000000  27.000000        3
 24.000000  28.000000        3
 24.000000  29.000000        3
 24.000000  30.000000        3
 24.000000  31.000000        3
 24.000000  32.000000        3
 24.000000  33.000000        4
 24.000000  34.000000        5
 24.000000  35.000000        5
 24.000000  36.000000        6
 24.000000  37.000000        7
 24.000000  38.000000        7
 24.000000  39.000000        8
 24.000000  40.000000        9
 25.000000  19.000000        8
 25.000000  20.000000        7
 25.000000  21.000000        7
 25.000000  22.000000        6
 25.000000  23.000000        5
 25.000000  24.000000        5
 25.000000  25.000000        4
 25.000000  26.000000        3
 25.000000  27.000000        3
 25.000000  28.000000        2
 25.000000  29.000000        2
 25.000000  30.000000        2
 25.000000  31.000000        3
 25.000000  32.000000        3
 25.000000  33.000000        4
 25.000000  34.000000        4
 25.000000  35.000000        5
 25.000000  36.000000        6
 25.000000  37.000000        6
 25.000000  38.000000        7
 25.000000  39.000000        8
 25.000000  40.000000        9
 26.000000  18.000000        9
 26.000000  19.000000        8
 26.000000  20.000000        7
 26.000000  21.000000        6
 26.000000  22.000000        6
 26.000000  23.000000        5
 26.000000  24.000000        4
 26.000000  25.000000        3
 26.000000  26.000000        3
 26.000000  27.000000        2
 26.000000  28.000000        2
 26.000000  29.000000        2
 26.000000  30.000000        2
 26.000000  31.000000        2
 26.000000  32.000000        3
 26.000000  33.000000        3
 26.000000  34.000000        4
 26.000000  35.000000        5
 26.000000  36.000000        5
 26.000000  37.000000        6
 26.000000  38.000000        7
 26.000000  39.000000        8
 26.000000  40.000000        8
 26.000000  41.000000        9
 27.000000  18.000000        9
 27.000000  19.000000        8
 27.000000  20.000000        7
 27.000000  21.000000        6
 27.000000  22.000000        5
 27.000000  23.000000        5
 27.000000  24.000000        4
 27.000000  25.000000        3
 27.000000  26.000000        2
 27.000000  27.000000        2
 27.000000  28.000000        1
 27.000000  29.000000        1
 27.000000  30.000000        1
 27.000000  31.000000        2
 27.000000  32.000000        2
 27.000000  33.000000        3
 27.000000  34.000000        4
 27.000000  35.000000        4
 27.000000  36.000000        5
 27.000000  37.000000        6
 27.000000  38.000000        7
 27.000000  39.000000        8
 27.000000  40.000000        8
 27.000000  41.000000        9
 28.000000  18.000000        8
 28.000000  19.000000        8
 28.000000  20.000000        7
 28.000000  21.000000        6
 28.000000  22.000000        5
 28.000000  23.000000        4
 28.000000  24.000000        4
 28.000000  25.000000        3
 28.000000  26.000000        2
 28.000000  27.000000        1
 28.000000  28.000000        1
 28.000000  29.000000        0
 28.000000  30.000000        1
 28.000000  31.000000        1
 28.000000  32.000000        2
 28.000000  33.000000        3
 28.000000  34.000000        4
 28.000000  35.000000        4
 28.000000  36.000000        5
 28.000000  37.000000        6
 28.000000  38.000000        7
 28.000000  39.000000        8
 28.000000  40.000000        8
 28.000000  41.000000        9
 29.000000  17.000000        9
 29.000000  18.000000        8
 29.000000  19.000000        8
 29.000000  20.000000        7
 29.000000  21.000000        6
 29.000000  22.000000        5
 29.000000  23.000000        4
 29.000000  24.000000        4
 29.000000  25.000000        3
 29.000000  26.000000        2
 29.000000  27.000000        1
 29.000000  28.000000        0
 29.000000  29.000000        0
 29.000000  30.000000        0
 29.000000  31.000000        1
 29.000000  32.000000        2
 29.000000  33.000000        3
 29.000000  34.000000        4
 29.000000  35.000000        4
 29.000000  36.000000        5
 29.000000  37.000000        6
 29.000000  38.000000        7
 29.000000  39.000000        8
 29.000000  40.000000        8
 29.000000  41.000000        9
 30.000000  18.000000        8
 30.000000  19.000000        8
 30.000000  20.000000        7
 30.000000  21.000000        6
 30.000000  22.000000        5
 30.000000  23.000000        4
 30.000000  24.000000        4
 30.000000  25.000000        3
 30.000000  26.000000        2
 30.000000  27.000000        1
 30.000000  28.000000        1
 30.000000  29.000000        0
 30.000000  30.000000        1
 30.000000  31.000000        1
 30.000000  32.000000        2
 30.000000  33.000000        3
 30.000000  34.000000        4
 30.000000  35.000000        4
 30.000000  36.000000        5
 30.000000  37.000000        6
 30.000000  38.000000        7
 30.000000  39.000000        8
 30.000000  40.000000        8
 30.000000  41.000000        9
 31.000000  18.000000        8
 31.000000  19.000000        8
 31.000000  20.000000        7
 31.000000  21.000000        6
 31.000000  22.000000        5
 31.000000  23.000000        4
 31.000000  24.000000        4
 31.000000  25.000000        3
 31.000000  26.000000        2
 31.000000  27.000000        2
 31.000000  28.000000        1
 31.000000  29.000000        1
 31.000000  30.000000        1
 31.000000  31.000000        2
 31.000000  32.000000        2
 31.000000  33.000000        3
 31.000000  34.000000        4
 31.000000  35.000000        5
 31.000000  36.000000        5
 31.000000  37.000000        6
 31.000000  38.000000        7
 31.000000  39.000000        8
 31.000000  40.000000        9
 32.000000  18.000000        8
 32.000000  19.000000        8
 32.000000  20.000000        7
 32.000000  21.000000        6
 32.000000  22.000000        5
 32.000000  23.000000        5
 32.000000  24.000000        4
 32.000000  25.000000        3
 32.000000  26.000000        3
 32.000000  27.000000        2
 32.000000  28.000000        2
 32.000000  29.000000        2
 32.000000  30.000000        2
 32.000000  31.000000        2
 32.000000  32.000000        3
 32.000000  33.000000        3
 32.000000  34.000000        4
 32.000000  35.000000        5
 32.000000  36.000000        6
 32.000000  37.000000        6
 32.000000  38.000000        7
 32.000000  39.000000        8
 32.000000  40.000000        9
 33.000000  18.000000        9
 33.000000  19.000000        8
 33.000000  20.000000        7
 33.000000  21.000000        6
 33.000000  22.000000        6
 33.000000  23.000000        5
 33.000000  24.000000        4
 33.000000  25.000000        4
 33.000000  26.000000        3
 33.000000  27.000000        3
 33.000000  28.000000        2
 33.000000  29.000000        2
 33.000000  30.000000        2
 33.000000  31.000000        3
 33.000000  32.000000        3
 33.000000  33.000000        4
 33.000000  34.000000        5
 33.000000  35.000000        5
 33.000000  36.000000        6
 33.000000  37.000000        7
 33.000000  38.000000        7
 33.000000  39.000000        8
 33.000000  40.000000        9
 34.000000  18.000000        9
 34.000000  19.000000        8
 34.000000  20.000000        7
 34.000000  21.000000        7
 34.000000  22.000000        6
 34.000000  23.000000        5
 34.000000  24.000000        5
 34.000000  25.000000        4
 34.000000  26.000000        3
 34.000000  27.000000        3
 34.000000  28.000000        3
 34.000000  29.000000        3
 34.000000  30.000000        3
 34.000000  31.000000        3
 34.000000  32.000000        4
 34.000000  33.000000        4
 34.000000  34.000000        5
 34.000000  35.000000        6
 34.000000  36.000000        6
 34.000000  37.000000        7
 34.000000  38.000000        8
 34.000000  39.000000        9
 34.000000  40.000000        9
 35.000000  19.000000        8
 35.000000  20.000000        8
 35.000000  21.000000        7
 35.000000  22.000000        6
 35.000000  23.000000        6
 35.000000  24.000000        5
 35.000000  25.000000        4
 35.000000  26.000000        4
 35.000000  27.000000        4
 35.000000  28.000000        4
 35.000000  29.000000        4
 35.000000  30.000000        4
 35.000000  31.000000        4
 35.000000  32.000000        4
 35.000000  33.000000        5
 35.000000  34.000000        5
 35.000000  35.000000        6
 35.000000  36.000000        7
 35.000000  37.000000        7
 35.000000  38.000000        8
 35.000000  39.000000        9
 36.000000  19.000000        9
 36.000000  20.000000        8
 36.000000  21.000000        7
 36.000000  22.000000        7
 36.000000  23.000000        6
 36.000000  24.000000        5
 36.000000  25.000000        5
 36.000000  26.000000        5
 36.000000  27.000000        4
 36.000000  28.000000        4
 36.000000  29.000000        4
 36.000000  30.000000        4
 36.000000  31.000000        5
 36.000000  32.000000        5
 36.000000  33.000000        5
 36.000000  34.000000        6
 36.000000  35.000000        7
 36.000000  36.000000        7
 36.000000  37.000000        8
 36.000000  38.000000        8
 36.000000  39.000000        9
 37.000000  20.000000        8
 37.000000  21.000000        8
 37.000000  22.000000        7
 37.000000  23.000000        6
 37.000000  24.000000        6
 37.000000  25.000000        6
 37.000000  26.000000        5
 37.000000  27.000000        5
 37.000000  28.000000        5
 37.000000  29.000000        5
 37.000000  30.000000        5
 37.000000  31.000000        5
 37.000000  32.000000        6
 37.000000  33.000000        6
 37.000000  34.000000        6
 37.000000  35.000000        7
 37.000000  36.000000        8
 37.000000  37.000000        8
 37.000000  38.000000        9
 38.000000  20.000000        9
 38.000000  21.000000        8
 38.000000  22.000000        7
 38.000000  23.000000        7
 38.000000  24.000000        7
 38.000000  25.000000        6
 38.000000  26.000000        6
 38.000000  27.000000        6
 38.000000  28.000000        6
 38.000000  29.000000        6
 38.000000  30.000000        6
 38.000000  31.000000        6
 38.000000  32.000000        6
 38.000000  33.000000        7
 38.000000  34.000000        7
 38.000000  35.000000        8
 38.000000  36.000000        8
 38.000000  37.000000        9
 38.000000  38.000000        9
 39.000000  21.000000        8
 39.000000  22.000000        8
 39.000000  23.000000        7
 39.000000  24.000000        7
 39.000000  25.000000        7
 39.000000  26.000000        6
 39.000000  27.000000        6
 39.000000  28.000000        6
 39.000000  29.000000        6
 39.000000  30.000000        6
 39.000000  31.000000        7
 39.000000  32.000000        7
 39.000000  33.000000        7
 39.000000  34.000000        8
 39.000000  35.000000        8
 39.000000  36.000000        9
 39.000000  37.000000        9
 40.000000  21.000000        9
 40.000000  22.000000        8
 40.000000  23.000000        8
 40.000000  24.000000        8
 40.000000  25.000000        7
 40.000000  26.000000        7
 40.000000  27.000000        7
 40.000000  28.000000        7
 40.000000  29.000000        7
 40.000000  30.000000        7
 40.000000  31.000000        7
 40.000000  32.000000        7
 40.000000  33.000000        8
 40.000000  34.000000        8
 40.000000  35.000000        9
 41.000000  22.000000        9
 41.000000  23.000000        9
 41.000000  24.000000        8
 41.000000  25.000000        8
 41.000000  26.000000        8
 41.000000  27.000000        8
 41.000000  28.000000        8
 41.000000  29.000000        8
 41.000000  30.000000        8
 41.000000  31.000000        8
 41.000000  32.000000        8
 41.000000  33.000000        8
 42.000000  23.000000        9
 42.000000  24.000000        9
 42.000000  25.000000        9
 42.000000  26.000000        8
 42.000000  27.000000        8
 42.000000  28.000000        8
 42.000000  29.000000        8
 42.000000  30.000000        8
 42.000000  31.000000        9
 42.000000  32.000000        9
 42.000000  33.000000        9
 43.000000  24.000000        9
 43.000000  25.000000        9
 43.000000  26.000000        9
 43.000000  27.000000        9
 43.000000  28.000000        9
 43.000000  29.000000        9
 43.000000  30.000000        9
 44.000000  28.000000       10
